,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
10,14.1%,"Columbia Gorge (WA), Washington Other, Washington, US",750 ml,White, US,4/1/2021,"
                      Fruit for this wine comes from some of the oldest vines in the Columbia Gorge, planted in 1968. Generous aromas of Mandarin orange, flower, lychee and ginger lead to just off-dry drinking, exquisitely balanced fruit flavors that are light on their feet but bring intensity. It's gorgeous, exhibiting the area's acidity and mineral streaks.                      Sean P. Sullivan ",Mont Elise Vineyard,History 2016 Mont Elise Vineyard Gewürztraminer (Columbia Gorge (WA)),$30, Washington,92, Washington Other,Columbia Gorge (WA),Not rated yet [Add Your Review],Gewürztraminer,2016,History
11,12%,"Pfalz, Germany",750 ml,White, Germany,4/1/2021,"
                      Classic notes of lychee, white tea and honeysuckle extend from nose to finish in this gorgeously perfumed, fruity white. Just a lip-smacking shade off dry, it's a juicy, exuberantly fresh sip that's perfect as an aperitif or accompaniment to delicate spiced foods. It's a fantastic bang-for-your-buck find that's best enjoyed young.                      Anna Lee C. Iijima ",,Villa Wolf 2019 Gewürztraminer (Pfalz),$12,Pfalz,90,,,Not rated yet [Add Your Review],Gewürztraminer,2019,Villa Wolf
12,13.2%,"Columbia Gorge (WA), Washington Other, Washington, US",750 ml,White, US,4/1/2021,"
                      Boom! The aromas explode with notes of lychee, ginger and white flowers, bringing vitality. The palate drinks dry and is light on its feet but with plenty of flavor, with mouthwatering acidity that brings it home.                      Sean P. Sullivan ",,Le Doubblé Troubblé 2019 Gewürztraminer (Columbia Gorge (WA)),$30, Washington,89, Washington Other,Columbia Gorge (WA),Not rated yet [Add Your Review],Gewürztraminer,2019,Le Doubblé Troubblé
13,10%,"Pfalz, Germany",750 ml,White, Germany,4/1/2021,"
                      Heady plumes of jasmine blossom and musk perfume this sprightly semisweet Gewürztraminer. Light-bodied but concentrated in lychee and white peach flavors, it's a juicy, easy-drinking sip rimmed by a murmur of tea tannins on the finish. At peak now–2024.                      Anna Lee C. Iijima ",Dürkheimer Abtsfronhof Spätlese,Fitz-Ritter 2019 Dürkheimer Abtsfronhof Spätlese Gewürztraminer (Pfalz),$24,Pfalz,88,,,Not rated yet [Add Your Review],Gewürztraminer,2019,Fitz-Ritter
14,13%,"Lake Chelan, Columbia Valley, Washington, US",750 ml,White, US,4/1/2021,"
                      The aromas are reserved for the variety, with notes of lychee and flower. Light floral flavors follow, with the concentration not always seeming there.                      Sean P. Sullivan ",Clos CheValle Vineyard,Rocky Pond 2019 Clos CheValle Vineyard Gewürztraminer (Lake Chelan),$24, Washington,87, Columbia Valley,Lake Chelan,Not rated yet [Add Your Review],Gewürztraminer,2019,Rocky Pond
15,11%,"Pfalz, Germany",750 ml,White, Germany,4/1/2021,"
                      Notes of pink grapefruit and lemon candy mark this light-bodied, delicately sweet white. Moderate in concentration, it's an easy-drinking, fruity sip that's best enjoyed young.                      Anna Lee C. Iijima ",,Sun Garden 2018 Gewürztraminer (Pfalz),$11,Pfalz,86,,,Not rated yet [Add Your Review],Gewürztraminer,2018,Sun Garden
16,14.5%,"Anderson Valley, Mendocino County, California, US",750 ml,White, US,3/1/2021,"
                      Colorful aromas of jasmine, peach and lychee fruit meet rich fruit and floral flavors on a full body in this classic-styled wine. Very good depth and unabashed exuberance make it special to sip.                      Jim Gordon ",,Castello di Amorosa 2018 Gewurztraminer (Anderson Valley),$28, California,92, Mendocino County,Anderson Valley,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2018,Castello di Amorosa
17,13.7%,"McMinnville, Willamette Valley, Oregon, US",750 ml,White, US,3/1/2021,"
                      Sourced from the Hyland Vineyard, this bone-dry and intensely fragrant take on the grape is exceptional in every way. Scents of clover, mint and body powder lead into a varietally true wine with nothing cloying about the deep, rich flavors of Meyer lemon, peach and papaya. It's full bodied, flavorful and complex.                      Paul Gregutt ",Old Vine Single Vineyard,Hyland 2019 Old Vine Single Vineyard Gewürztraminer (McMinnville),$25, Oregon,92, Willamette Valley,McMinnville,Not rated yet [Add Your Review],Gewürztraminer,2019,Hyland
18,13.7%,"Central Coast, Central Coast, California, US",750 ml,White, US,3/1/2021,"
                      Candied guava, grapefruit cream and precise tropical notes show on the nose of this bottling. It's bone dry and sizzling with acidity on the tightly woven palate, where orange blossom flavors are crisp and bright.                      Matt Kettmann ",,Claiborne & Churchill 2019 Gewürztraminer (Central Coast),$24, California,92, Central Coast,Central Coast,Not rated yet [Add Your Review],Gewürztraminer,2019,Claiborne & Churchill
19,13.7%,"Eola-Amity Hills, Willamette Valley, Oregon, US",750 ml,White, US,3/1/2021,"
                      Part of the winery's value-priced tier, this wine is sourced from a single-estate vineyard. It de-emphasizes (without abandoning) the floral, talcum powder character of the grape, putting its focus on a pretty mix of peach, mango and banana fruit. There's a touch of coconut also, bringing unusual complexity to such an affordable, fruit-powered example.                      Paul Gregutt ",,Eola Hills 2019 Gewürztraminer (Eola-Amity Hills),$14, Oregon,90, Willamette Valley,Eola-Amity Hills,Not rated yet [Add Your Review],Gewürztraminer,2019,Eola Hills
20,12%,"Monterey County, Central Coast, California, US",750 ml,White, US,3/1/2021,"
                      Loads of orange blossom, plumeria, tuberose, jasmine and fruit-cocktail aromas leap off the nose of this medium-sweet bottling. The wine is zippy and nearly pétillant on the palate, where flavors of tropical white flower and orange syrup are ripe while zesty.                      Matt Kettmann ",Shaly Loam,Fetzer 2019 Shaly Loam Gewürztraminer (Monterey County),$11, California,89, Central Coast,Monterey County,Not rated yet [Add Your Review],Gewürztraminer,2019,Fetzer
21,12.9%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,White, US,3/1/2021,"
                      The apple and orange flavors are rounded out with some residual sweetness, which tends to open up the fruitiness while muting the distinctive flower and talc aromatics typical of the grape. This is a fruity, forward wine sliding close to an off-dry impression.                      Paul Gregutt ",,King Estate 2018 Gewürztraminer (Willamette Valley),$28, Oregon,87, Willamette Valley,Willamette Valley,Not rated yet [Add Your Review],Gewürztraminer,2018,King Estate
22,13.7%,"Anderson Valley, Mendocino County, California, US",750 ml,White, US,12/1/2020,"
                      Wonderful litchi aromas and rose-petal flavors give this smooth and richly textured wine a compelling expression of a famously floral grape variety. With just a touch of residual sugar, the wine's full body and mouthfilling effect help the flavors linger on the finish.                      Jim Gordon ",Estate Bottled Dry,Husch 2019 Estate Bottled Dry Gewurztraminer (Anderson Valley),$15, California,91, Mendocino County,Anderson Valley,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2019,Husch
23,11.5%,"Pfalz, Germany",750 ml,White, Germany,12/1/2020,"
                      Subtle notes of crushed stone and smoke lend elegance to Gewürztraminer's more ebullient lychee and white peach flavors here. Just a shade off-dry, it's a spicy, juicy wine with a fresh, clean finish. Best enjoyed young.                      Anna Lee C. Iijima ",,Villa Wolf 2018 Gewürztraminer (Pfalz),$12,Pfalz,89,,,Not rated yet [Add Your Review],Gewürztraminer,2018,Villa Wolf
24,9.5%,"Rheinhessen, Germany",750 ml,White, Germany,12/1/2020,"
                      Intensely perfumed notes of honey and peach preserves extend from nose to palate here. Medium-sweet and luscious in style, it's a juicy, fruity sip with a slightly tropical dried mango finish. Best enjoyed young.                      Anna Lee C. Iijima ",Herrnsheimer Schloss,Fritz Windisch 2017 Herrnsheimer Schloss Gewürztraminer (Rheinhessen),$13,Rheinhessen,87,,,Not rated yet [Add Your Review],Gewürztraminer,2017,Fritz Windisch
25,11%,"Rheinhessen, Germany",750 ml,White, Germany,12/1/2020,"
                      Pert pink grapefruit and lychee flavors are edged by sweetness and a hint of tannin in this off-dry Gewürztraminer. It's light-bodied and freshly balanced. The finish is marked by a touch of burnt caramel. Best enjoyed young.                      Anna Lee C. Iijima ",,St. Christopher 2018 Gewürztraminer (Rheinhessen),$10,Rheinhessen,86,,,Not rated yet [Add Your Review],Gewürztraminer,2018,St. Christopher
26,13%,"Alsace, Alsace, France",500 ml,Dessert, France,11/1/2020,"
                      Earth, beeswax, honey and candied lemon peel unite on this wine's heady, intense nose. More air brings notions of barley sugar that also characterize the rich, sweet palate of this late-harvest style wine. The concentration of flavors is immense. Candied-peel freshness with piercingly sweet acidity cuts like diamond and makes this compelling and rich. Lovely now, the wine is so concentrated that time has nothing on it. Drink by 2050.                      Anne Krebiehl MW ",Vendanges Tardives Sonnenglanz Grand Cru,Domaine Bott-Geyl 2015 Vendanges Tardives Sonnenglanz Grand Cru Gewurztraminer (Alsace),$50, Alsace,96,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2015,Domaine Bott-Geyl
27,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Exquisite ripeness and freshness are expressed on this wine's intriguing nose, showing juicy, ripe, yellow peach which melds with boxwood and passion fruit. The palate comes in with sweetness, pushing the passion-fruit notions and redoubling on that juicy peach. Freshness comes from the ripe and fully fragrant zestiness of orange and tangerine. It's a highly aromatic, medium-sweet wine. Drink by 2040.                      Anne Krebiehl MW ",Furstentum Grand Cru,Domaine Weinbach 2018 Furstentum Grand Cru Gewurztraminer (Alsace),$55, Alsace,95,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2018,Domaine Weinbach
28,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Mandarin peel and pith, juicy peach and Damask rose petal all unite on this wine's richly aromatic nose. The palate adds the juicy sweetness of Mirabelle compote as well as a wonderfully countering note of bitterness. Something heightened and pristine about that bittersweet core seems to radiate freshness and energy. The wine is medium sweet and concentrated.                      Anne Krebiehl MW ",Vieilles Vignes Furstentum Grand Cru,Domaine Albert Mann 2017 Vieilles Vignes Furstentum Grand Cru Gewurztraminer (Alsace),$45, Alsace,95,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2017,Domaine Albert Mann
29,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Ripe Mirabelle, candied tangerine and barley-sugar notes dance on the intense nose of this wine. On the palate these flavors burst with tempered sweetness, reveling in the intense pithiness of tangerine zest. This wine is concentrated, elixir-like and sweet, yet racy with citrus and appetizing with its intense juiciness. Drink by 2045.                      Anne Krebiehl MW ",Hengst Grand Cru,Domaine Zind-Humbrecht 2018 Hengst Grand Cru Gewurztraminer (Alsace),$83, Alsace,95,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2018,Domaine Zind-Humbrecht
30,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      The rosewater notes of Turkish delight meet the pithy bitterness of orange zest on the expressive nose of this wine. The palate plays with the sweet and bitter interaction of fleshy, ripe peach and orange zest, taking its aromatic game to the very edge. This wine is juicy, floral, tropical concentrated. The finish is more than medium sweet but absolutely zesty. Drink by 2045.                      Anne Krebiehl MW ",Brand Grand Cru,Kirrenbourg SAS 2018 Brand Grand Cru Gewurztraminer (Alsace),$43, Alsace,95,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2018,Kirrenbourg SAS
31,15%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      A flinty hint of reduction blends into the rose petal and peach notes of this wine's aromatic nose. Concentrated, pithy zestiness takes over on the palate, providing as much texture as freshness. Much power and energy are chaneled into this wine, yet it comes across as balanced, pitting all this pith against its gentle sweetness and a sheer, endless orange-zest finish. Drink by 2045.                      Anne Krebiehl MW ",Schlossberg Grand Cru,Kirrenbourg SAS 2018 Schlossberg Grand Cru Gewurztraminer (Alsace),$56, Alsace,95,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2018,Kirrenbourg SAS
32,11.5%,"Alsace, Alsace, France",750 ml,Dessert, France,11/1/2020,"
                      The headiness of candied mandarin and tangerine peel abounds on this wine's nose while crushed mint add an ethereal note. The palate comes in with immense concentration and sweetness. This is countered by a lovely candied-citrus-peel bitterness that heightens the experience. Creaminess, gentle spice and blossom honey trail in its wake. It's intense and very sweet.                      Anne Krebiehl MW ",Vendanges Tardives Brand Crand Cru,Armand Hurst 2018 Vendanges Tardives Brand Crand Cru Gewurztraminer (Alsace),$48, Alsace,95,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2018,Armand Hurst
33,14%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Peach, earth, smoke and rose petal come together on the nose of this aromatic wine. Slight smokiness also tempers exuberant rose notes while boosting the rounded, juicy ripeness of peach. This concentrated wine comes with a pithy, pleasantly bitter and mouthwatering texture that enlivens the medium-sweet finish. It is energetic and concentrated. Drink by 2040.                      Anne Krebiehl MW ",Pfersigberg Grand Cru,Domaine Barmès-Buecher 2018 Pfersigberg Grand Cru Gewurztraminer (Alsace),$90, Alsace,94,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2018,Domaine Barmès-Buecher
34,14%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      The earthiness of russet-pear peel surrounds baked peach notes on this wine's nose. On the palate the pear peel turns into a fine, slightly but pleasantly bitter texture that sits well with the almost luscious sweetness of the fruit. The concentration is immense, helped along by the viscous smoothness of the ripe peachiness.                      Anne Krebiehl MW ",Pfersigberg Grand Cru,Domaine Charles Baur 2017 Pfersigberg Grand Cru Gewurztraminer (Alsace),$36, Alsace,94,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2017,Domaine Charles Baur
35,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Reduction still clouds the nose of this wine, but in a promising, smoky fashion. The palate shows the vivid ripeness of juicy peach, the slightly bitter, almond-edged pithiness of cooked peach skin and the sweetness of peach compote. Eveything is intense and pithiness makes the mouth water. Drink this rich, mellow but exciting wine by 2040.                      Anne Krebiehl MW ",Steingrubler Grand Cru,Domaine Barmès-Buecher 2018 Steingrubler Grand Cru Gewurztraminer (Alsace),$98, Alsace,94,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2018,Domaine Barmès-Buecher
36,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Notes of baked peach on the nose of this wine have a pleasantly bitter edge of honeycomb. Juicy, ripe peach fruit becomes even more intense on the concentrated palate that has a pithy, mouthwatering edge and rounded texture. Medium sweet and rich, the finish is laden with generous fruit.                      Anne Krebiehl MW ",Engelberg Grand Cru,Domaine Loew 2017 Engelberg Grand Cru Gewurztraminer (Alsace),$49, Alsace,94,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2017,Domaine Loew
37,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Reduction still clouds the nose of this wine, but in a promising, smoky fashion. The palate shows the vivid ripeness of juicy peach, the slightly bitter, almond-edged pithiness of cooked peach skin and the sweetness of peach compote. Eveything is intense and pithiness makes the mouth water. Drink this rich, mellow but exciting wine by 2040.                      Anne Krebiehl MW ",Steingrubler Grand Cru,Domaine Barmès-Buecher 2018 Steingrubler Grand Cru Gewurztraminer (Alsace),$98, Alsace,94,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2018,Domaine Barmès-Buecher
38,14%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Subtle notes of damask rose entwine with juicy, ripe yellow peach to give this wine a warm, subtle aroma. Spiciness is hinted at, then displayed on the creamy, rich palate where gentle sweetness is countered by a peppery orange-zest note. Concentration and texture seem streamlined, propeled forward by zestiness that seems to fill the wine along with its fragrant medium sweetness.                      Anne Krebiehl MW ",Steingrubler Grand Cru,Domaine Albert Mann 2017 Steingrubler Grand Cru Gewurztraminer (Alsace),$45, Alsace,94,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2017,Domaine Albert Mann
39,14%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Intense peach-compote notes fill the nose of this wine with fruity richness. On the palate these ripe notions are countered by a concentrated and pleasantly bitter pithiness that lends structure and accentuates depth and energetic drive. The medium dryness gets a sweeter spin on the intense finish. Drink by 2040.                      Anne Krebiehl MW ",Sonnenglanz Grand Cru,Domaine Bott-Geyl 2016 Sonnenglanz Grand Cru Gewurztraminer (Alsace),$55, Alsace,94,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2016,Domaine Bott-Geyl
40,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      A balmy, floral freshnesssuggesting jasmine settles on the gentle nose of this wine. The palate comes with the same lightness and floral notes wrap themselves around tones of ripe greengage and Mirabelle. Aromas are subdued but profound and the fruit is ripe but fresh. The finish is medium dry and mellow.                      Anne Krebiehl MW ",Zotzenberg Grand Cru,Boeckel 2018 Zotzenberg Grand Cru Gewurztraminer (Alsace),$60, Alsace,94,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2018,Boeckel
41,14%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      In this wine, notions of ripe juicy peach, baked peach and baked Mirabelle skin all rise from the glass. They come together on the rounded palate as a harmonious, medium-sweet fruitiness that is juicy but laced with zesty, slightly bitter pith that gives this real texture. Ripeness, roundness and flavors all ring with intensity.                      Anne Krebiehl MW ",Eichberg Grand Cru,Domaine Charles Baur 2017 Eichberg Grand Cru Gewurztraminer (Alsace),$36, Alsace,94,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2017,Domaine Charles Baur
42,14%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      The heady richness of Damask rose settles in with the peach perfume of this wine. The palate unites these tones with fruity, rounded generosity, boosting with mellow sweetness. A pleasantly bitter note, aligned to aromatic orange peel, provides a perfect foil for the richness and makes this an exquisitely balanced wine.                      Anne Krebiehl MW ",Spiegel Grand Cru,Lucien Albrecht 2017 Spiegel Grand Cru Gewurztraminer (Alsace),$36, Alsace,93,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2017,Lucien Albrecht
43,14%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      In this wine, the sunny ripeness and rounded generosity of freshly baked Mirabelle tart jump from the glass. Medium sweetness informs everything and even gilds the apple-peel bitterness that provides beautiful texture to this rich, generous wine. The finish has toning notes of lemon zest and apple peel.                      Anne Krebiehl MW ",Trois Châteaux Pfersigberg Grand Cru,Kuentz-Bas 2018 Trois Châteaux Pfersigberg Grand Cru Gewurztraminer (Alsace),$56, Alsace,93,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2018,Kuentz-Bas
44,13%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Concentration is evident from the beginning. Nose and palate of this wine are redolent of peach and Mirabelle compote, heady with sweetness, rounded with ripeness and plump with juice. Somewhere in there a wiry, vivid note of lemon zest adds contrast. The medium-sweet finish has a creamy, mellow note and an echo of pleasant bitterness.                      Anne Krebiehl MW ",Frankstein Grand Cru,Domaine Charles Frey 2018 Frankstein Grand Cru Gewurztraminer (Alsace),$60, Alsace,93,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2018,Domaine Charles Frey
45,13%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      The touch of smoky reduction sits well with the rich peach and Mirabelle aromas of this wine. A slight herbal lift also promises freshness. The palate comes in with juiciness enhanced by medium sweetness and a rounded, mouthwatering texture that has gentle pithiness. The finish is medium sweet but harmonious.                      Anne Krebiehl MW ",Vieilles Vignes Kaefferkopf Grand Cru,Jean-Baptiste Adam 2018 Vieilles Vignes Kaefferkopf Grand Cru Gewurztraminer (Alsace),$53, Alsace,93,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2018,Jean-Baptiste Adam
46,13.5%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Notes of Damask rose and peach compote unite into an aromatic, rich nose on this wine. Peach becomes more insistent on the palate where it is joined by Mirabelle jelly and pithy citrus. Medium sweetness makes the fruit luscious and intense while the structure stays firm and fresh. The finish reveals a hint of pepper. Drink by 2040.                      Anne Krebiehl MW ",Froehn Grand Cru,Jean Becker 2016 Froehn Grand Cru Gewurztraminer (Alsace),N/A, Alsace,93,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2016,Jean Becker
47,14%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Heady ripeness on this wine's nose shows a certain restraint. It speaks of peach and Mirabelle, and both these fruits duly appear on the concentrated, medium-dry palate. They are pitched against a gently chalky backdrop and have a harmonious smoothness that is more fresh than mellow, striking a subtle and textured balance.                      Anne Krebiehl MW ",Moenchberg Grand Cru,Domaine Gresser 2017 Moenchberg Grand Cru Gewurztraminer (Alsace),$70, Alsace,93,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2017,Domaine Gresser
48,13%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Notes of lemon candy and lemon oil combine into an intense aroma that's lifted, sweet and refreshing at the same time. The palate also plays with these dimensions of zestiness and sweetness, creating a mouthwatering, medium-sweet wine with joyful juiciness. This is moreish despite its sweetness.                      Anne Krebiehl MW ",Brand Crand Cru,Armand Hurst 2018 Brand Crand Cru Gewurztraminer (Alsace),$40, Alsace,93,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2018,Armand Hurst
49,13%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      Intense peach compote on the nose of this wine is made fragrant by hints of rose petal. Medium sweetness on the palate amplifies the peachiness and brings out the sweetest, most aromatic highlights of that fruit. A welcome vein of pleasantly bitter pithiness helps to define this generosity and abundance. This wine will benefit from bottle age. Drink by 2040.                      Anne Krebiehl MW ",Hengst Grand Cru,Domaine Barmès-Buecher 2018 Hengst Grand Cru Gewurztraminer (Alsace),$94, Alsace,93,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2018,Domaine Barmès-Buecher
50,13%,"Alsace, Alsace, France",750 ml,White, France,11/1/2020,"
                      A touch of lime zest informs juicy greengage and ripe Mirabelle notes on this wine's nose while an edge of lemon balm adds interest. Intense freshness and aromatic sweetness are even more pronounced on the viscous, concentrated palate where fruit flavors echo and ricochet long after the last sip.                      Anne Krebiehl MW ",Altenberg de Bergheim Grand Cru,Domaine Fernand Engel 2018 Altenberg de Bergheim Grand Cru Gewurztraminer (Alsace),$44, Alsace,93,Alsace,,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer",2018,Domaine Fernand Engel
