,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
10,13%,"Saint-Nicolas-de-Bourgueil, Loire Valley, France",750 ml,Red, France,7/1/2021,"
                      Sorel was the official mistress of French King Charles VII (vineyards are close to her Château de Loches) This wine is well structured, with generous, classic rich tannins and smoky flavors. Black-currant fruits and perfumes abound. Still young, the wine will be at its best from 2022.                      Roger Voss ",Cuvée Agnès Sorel,Pascal & Alain Lorieux 2018 Cuvée Agnès Sorel  (Saint-Nicolas-de-Bourgueil),$55, Loire Valley,93,Saint-Nicolas-de-Bourgueil,,Not rated yet [Add Your Review],Cabernet Franc,2018,Pascal & Alain Lorieux
11,13.5%,"Chinon, Loire Valley, France",750 ml,Red, France,7/1/2021,"
                      From wood aging, this spicy, ripe wine has structure that will allow it age. Rich blackberry fruits are lifted by the acidity and dry core. Drink this rich, ageworthy wine from 2023.                      Roger Voss ",Le Grand Bouqueteau Réserve,Château du Coudray Montpensier 2019 Le Grand Bouqueteau Réserve  (Chinon),$20, Loire Valley,92,Chinon,,Not rated yet [Add Your Review],Cabernet Franc,2019,Château du Coudray Montpensier
12,13.8%,"Santa Cruz Mountains, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Fresh cranberry, white pepper, carnation and wild thyme show on the nose of this bottling, which comes from just one barrel. It's fresh and zesty on the palate, where rounded strawberry and cherry flavors are dusted with cracked pepper and sprigs of marjoram.                      Matt Kettmann ",Ascona Vineyard,Halcyon 2019 Ascona Vineyard Cabernet Franc (Santa Cruz Mountains),$50, California,92, Central Coast,Santa Cruz Mountains,Not rated yet [Add Your Review],Cabernet Franc,2019,Halcyon
13,14.5%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,7/1/2021,"
                      The nose is initially shy but eventually reveals aromas suggesting leather, cedar, Mediterranean brush and espresso. The firm, full-bodied palate shows the heat of the vintage, offering dried blackberry, roasted coffee bean, licorice and grilled sage. Compact, close-grained tannins grip the finish.                      Kerin O’Keefe ",Paleo,Le Macchiole 2017 Paleo Cabernet Franc (Toscana),$140, Tuscany,92,Toscana,,Not rated yet [Add Your Review],Cabernet Franc,2017,Le Macchiole
14,13%,"Chinon, Loire Valley, France",750 ml,Red, France,7/1/2021,"
                      Now with a seventh generation involved, this family estate owns vines just east of Chinon. With its structure and density, this wood-aged wine has concentration and power. The black fruits are still a little behind the structure but are developing well. The wine should be ready from 2022.                      Roger Voss ",Le Chêne Vert,Domaine de la Haute Olive 2019 Le Chêne Vert  (Chinon),$22, Loire Valley,92,Chinon,,Not rated yet [Add Your Review],Cabernet Franc,2019,Domaine de la Haute Olive
15,13.5%,"Chinon, Loire Valley, France",750 ml,Red, France,7/1/2021,"
                      In this rich, wood-aged wine, ripe berry fruits are balanced by a complex structure for a ripe medley of flavors. The wine is just beginning to hint of a comfortable maturity, with tannins melting into the autumnal flavors. Drink the wine from late 2021.                      Roger Voss ",Baronnie Madeleine,Couly-Dutheil 2016 Baronnie Madeleine  (Chinon),$29, Loire Valley,92,Chinon,,Not rated yet [Add Your Review],Cabernet Franc,2016,Couly-Dutheil
16,14.5%,"Santa Cruz Mountains, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Generous, even joyous aromas of black plum are hemmed in by wood spice, dried peppercorns and a savory, umami-laden sense of shiitake on the nose of this bottling. It's quite savory on the palate as well, where blackberry and black-plum flavors are wrapped in a leathery texture with hints of mahogany and soy.                      Matt Kettmann ",Gist Ranch Estate,Lexington 2016 Gist Ranch Estate Cabernet Franc (Santa Cruz Mountains),$65, California,92, Central Coast,Santa Cruz Mountains,Not rated yet [Add Your Review],Cabernet Franc,2016,Lexington
17,13%,"Saint-Nicolas-de-Bourgueil, Loire Valley, France",750 ml,Red, France,7/1/2021,"
                      This wine is smooth, with solid fruits and spice from wood aging. It has richness and potential. The perfumed texture and black-currant fruits are heading for a ripe, full maturity. Drink from 2023.                      Roger Voss ",Les Marguerites La Contrie,Pascal & Alain Lorieux 2019 Les Marguerites La Contrie  (Saint-Nicolas-de-Bourgueil),$55, Loire Valley,92,Saint-Nicolas-de-Bourgueil,,Not rated yet [Add Your Review],Cabernet Franc,2019,Pascal & Alain Lorieux
18,13%,"Anjou, Loire Valley, France",750 ml,Red, France,7/1/2021,"
                      With six months in wood, this wine now has perfumed maturity and a smooth texture. Ripe tannins have melded into the black-currant and red-berry fruits, lifted by acidity at the end. Drink the wine now. Organic.                      Roger Voss ",La Seigneurie,Château de Bois-Brinçon 2017 La Seigneurie Cabernet Franc (Anjou),$27, Loire Valley,92,Anjou,,Not rated yet [Add Your Review],Cabernet Franc,2017,Château de Bois-Brinçon
19,13.5%,"Chinon, Loire Valley, France",750 ml,Red, France,7/1/2021,"
                      Aged in wood, this smoothly texture, perfumed wine is ripe, balanced and fruity. A core of tannins holds the liveliness of the wine together. Drink this attractive wine from 2022.                      Roger Voss ",Tradition,Domaine de la Commanderie 2018 Tradition  (Chinon),$23, Loire Valley,91,Chinon,,Not rated yet [Add Your Review],Cabernet Franc,2018,Domaine de la Commanderie
20,13%,"Chinon, Loire Valley, France",750 ml,Red, France,7/1/2021,"
                      Classic ripe, red-fruit Cabernet Franc, this wine comes from just east of the fortress city of Chinon. It is richly textured and full in the mouth, with touches of vanilla and spice combining with the fruits. Drink the wine from 2022.                      Roger Voss ",,Domaine de la Haute Olive 2019  Chinon,$19, Loire Valley,91,Chinon,,Not rated yet [Add Your Review],Cabernet Franc,2019,Domaine de la Haute Olive
21,12.5%,"Saint-Nicolas-de-Bourgueil, Loire Valley, France",750 ml,Red, France,7/1/2021,"
                      Ripe red fruits combine with fresh acidity in this still-young wine. Produced from old vines, the structured wine has a smoky edge.Perfumed and packed with fruit, it will be at its best from 2022.                      Roger Voss ",Les Rouillères,Frédéric Mabileau 2018 Les Rouillères  (Saint-Nicolas-de-Bourgueil),$24, Loire Valley,91,Saint-Nicolas-de-Bourgueil,,Not rated yet [Add Your Review],Cabernet Franc,2018,Frédéric Mabileau
22,14%,"Saumur Puy-Notre-Dame, Loire Valley, France",750 ml,Red, France,7/1/2021,"
                      South of the Loire-side city of Saumur, this estate has produced a ripe, spicy wine with a light texture over smoky flavors and generous red fruits. The wine still vibrates with young fruit, so let it settle and drink from 2022. Organic.                      Roger Voss ",Le Pied à l'Etrier,Domaine de l'Enchantoir 2018 Le Pied à l'Etrier  (Saumur Puy-Notre-Dame),$26, Loire Valley,91,Saumur Puy-Notre-Dame,,Not rated yet [Add Your Review],Cabernet Franc,2018,Domaine de l'Enchantoir
23,14.5%,"Chinon, Loire Valley, France",750 ml,Red, France,7/1/2021,"
                      This wine is all about rich Cabernet Franc, spicy and full of berry flavors. Strongly perfumed and with a smoky edge, the wine is ripe and still young with tannins. Wait for it to soften and drink from 2022.                      Roger Voss ",Les Gravières d'Amador Abbé de Turpenay,Couly-Dutheil 2018 Les Gravières d'Amador Abbé de Turpenay  (Chinon),$22, Loire Valley,90,Chinon,,Not rated yet [Add Your Review],Cabernet Franc,2018,Couly-Dutheil
24,13.5%,"Saumur-Champigny, Loire Valley, France",750 ml,Red, France,7/1/2021,"
                      The estate situated on the banks of the Loire east of the city of Saumur has produced this ripe, spicy wine from old vines. It is still young, with blackberry fruits and a smoky richness. Look to this wine achieving its potential from 2022. Organic.                      Roger Voss ",Vieilles Vignes,Château de Villeneuve 2018 Vieilles Vignes  (Saumur-Champigny),$30, Loire Valley,90,Saumur-Champigny,,Not rated yet [Add Your Review],Cabernet Franc,2018,Château de Villeneuve
25,14.5%,"Chinon, Loire Valley, France",750 ml,Red, France,7/1/2021,"
                      This rich, wood-aged wine comes from old vines. It offers ripeness, tannins that will soften well and excellent potential. The richness is a sign of the vintage, giving the wine a dense texture. Drink from 2023.                      Roger Voss ",Les Pierres Blanches,La Varenne 2019 Les Pierres Blanches  (Chinon),$30, Loire Valley,90,Chinon,,Not rated yet [Add Your Review],Cabernet Franc,2019,La Varenne
26,14.9%,"Sierra Foothills, Sierra Foothills, California, US",750 ml,Red, US,5/1/2021,"
                      This beautiful and muscular wine matches deep, focused blueberry and black-currant flavors with mouthcoating, fine-grained tannins for good balance on a high level. With 15% Petit Verdot blended in, it offers good depth, layered fruit, accents of espresso and vanilla and a creamy mouthfeel despite the saturated tannins. Best from 2025.                      Jim Gordon ",,Le Casque 2018 Cabernet Franc (Sierra Foothills),$28, California,93, Sierra Foothills,Sierra Foothills,Not rated yet [Add Your Review],Cabernet Franc,2018,Le Casque
27,14%,"Lussac Saint-Émilion, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      Centenarian vine Cabernet Franc aged for a year in an amphora has yielded a well-structured wine. Dense tannins are no impediment to the wine's black fruits and spicy, open character. Rich and concentrated, the wine will age and be best from 2024.                      Roger Voss ",Luccianus Amphore,Château des Landes 2018 Luccianus Amphore  (Lussac Saint-Émilion),$40, Bordeaux,93,Lussac Saint-Émilion,,Not rated yet [Add Your Review],Cabernet Franc,2018,Château des Landes
28,14.4%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2021,"
                      Graphite minerality meets with blackberry and dark-currant aromas on the nose of this bottling, which shows both the ripe and herbal side of Cabernet Franc. Hearty black-raspberry and cherry flavors are offset by cracked pepper, light herbs and a touch of peppermint toward the finish.                      Matt Kettmann ",,Dracaena 2018 Cabernet Franc (Paso Robles),$34, California,92, Central Coast,Paso Robles,Not rated yet [Add Your Review],Cabernet Franc,2018,Dracaena
29,12.5%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red, US,5/1/2021,"
                      The aromas intrigue, with notes of raspberry, whole Satsuma orange, dried herb and smoke with whiffs of black olive. The palate dances lightly, soft, bright and seamless. It's a very pretty expression of the variety, with lovely depth and texture. Pair it with grilled eggplant ratatouille.                      Sean P. Sullivan ",Two Blondes Vineyard,Savage Grace 2018 Two Blondes Vineyard Cabernet Franc (Yakima Valley),$35, Washington,92, Columbia Valley,Yakima Valley,Not rated yet [Add Your Review],Cabernet Franc,2018,Savage Grace
30,12.5%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red, US,5/1/2021,"
                      This is a one-of-a-kind wine, carbonic macerated from one of the state's top vineyards. There are upfront aromas of green pepper, peat, cranberry, pomegranate and strawberry. Light, bright flavors follow, with an intriguing, grainy, almost tacky feel. Food required. Pair it with grilled flank steak with chimichurri.                      Sean P. Sullivan ",Cru Carbonic Red Willow Vineyard,Savage Grace 2019 Cru Carbonic Red Willow Vineyard Cabernet Franc (Yakima Valley),$34, Washington,92, Columbia Valley,Yakima Valley,Not rated yet [Add Your Review],Cabernet Franc,2019,Savage Grace
31,14.8%,"Lodi, Central Valley, California, US",750 ml,Red, US,5/1/2021,"
                      Flavorful, fresh and well balanced, this full-bodied wine is easy to enjoy for its expressive cherry and spiced-plum flavors, rounded tannins and mouthfilling texture.                      Jim Gordon ",,Cinnabar 2017 Cabernet Franc (Lodi),$44, California,91, Central Valley,Lodi,Not rated yet [Add Your Review],Cabernet Franc,2017,Cinnabar
32,14.7%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2021,"
                      The cherry aromas announce themselves, along with a dusting of baking chocolate and dried herbs subsequently speaking up. The flavors display grace and polish. It's a pretty expression of the variety.                      Sean P. Sullivan ",Foundation,Structure 2018 Foundation Cabernet Franc (Columbia Valley (WA)),$40, Washington,91, Columbia Valley,Columbia Valley (WA),Not rated yet [Add Your Review],Cabernet Franc,2018,Structure
33,14.8%,"Horse Heaven Hills, Columbia Valley, Washington, US",750 ml,Red, US,5/1/2021,"
                      This is all varietal from this esteemed vineyard. Aromas of dried leaves, crab apple, smoke and raspberry lead to a bunched up palate that expands over time. It has plenty of sneaky subtleties. Best after 2025.                      Sean P. Sullivan ",Champoux Vineyard,Avennia 2018 Champoux Vineyard Cabernet Franc (Horse Heaven Hills),$50, Washington,91, Columbia Valley,Horse Heaven Hills,Not rated yet [Add Your Review],Cabernet Franc,2018,Avennia
34,14.2%,"Temecula Valley, South Coast, California, US",750 ml,Red, US,5/1/2021,"
                      Light in the glass, this bottling begins with aromas of snappy cranberry, carnation, light pepper and a touch of leather on the nose. Damp wood, iodine and mushroom flavors arise on the sip, where the fresh cranberry core is cut by crushed peppercorns.                      Matt Kettmann ",Reserve,Wilson Creek 2017 Reserve Cabernet Franc (Temecula Valley),$50, California,91, South Coast,Temecula Valley,Not rated yet [Add Your Review],Cabernet Franc,2017,Wilson Creek
35,14.5%,"Livermore Valley, Central Coast, California, US",750 ml,Red, US,5/1/2021,"
                      Very flavorful and concentrated, this full-bodied wine combines dark chocolate, cherry and hints of herbs and black pepper for a sense of complexity that's nicely supported by moderate tannins. Good balance makes it easy to enjoy.                      Jim Gordon ",,Dante Robere 2018 Cabernet Franc (Livermore Valley),$39, California,91, Central Coast,Livermore Valley,Not rated yet [Add Your Review],Cabernet Franc,2018,Dante Robere
36,14.8%,"Red Mountain, Columbia Valley, Washington, US",750 ml,Red, US,5/1/2021,"
                      Aromas of chocolate-covered cherries and dried herbs are followed by a rich, flavorful palate, with undulating dark fruit and chocolate flavors. There are plenty of spice accents throughout. Lightly grainy tannins back this high octane wine up.                      Sean P. Sullivan ",Scooteney Flats Vineyard,Liberty Lake 2018 Scooteney Flats Vineyard Cabernet Franc (Red Mountain),$38, Washington,90, Columbia Valley,Red Mountain,Not rated yet [Add Your Review],Cabernet Franc,2018,Liberty Lake
37,14.4%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2021,"
                      Rich aromas of vanilla, caramel and baked black currant meet with a light dusting of pepper and baking spice on the nose of this bottling. The toasty aspect is strong on the palate, where black cherry, cola and mocha are framed by slightly tense tannins.                      Matt Kettmann ",Reserve,Lightpost 2018 Reserve Cabernet Franc (Paso Robles),$65, California,90, Central Coast,Paso Robles,Not rated yet [Add Your Review],Cabernet Franc,2018,Lightpost
38,14.5%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2021,"
                      Brooding aromas of cocoa powder, raspberry and cherry lead to somewhat lighter-styled flavors. It's reserved, with pleasing balance throughout.                      Sean P. Sullivan ",Piloti,Structure 2018 Piloti Cabernet Franc (Columbia Valley (WA)),$28, Washington,90, Columbia Valley,Columbia Valley (WA),Not rated yet [Add Your Review],Cabernet Franc,2018,Structure
39,14.6%,"Horse Heaven Hills, Columbia Valley, Washington, US",750 ml,Red, US,5/1/2021,"
                      The aromas are still locked up at present, with speckles of spice, cedar and cherry poking through. The palate is all about restraint and nuance. It's equal parts promise and delivery. Best after 2022.                      Sean P. Sullivan ",Phinny Hill Vineyard,Prospice 2018 Phinny Hill Vineyard Cabernet Franc (Horse Heaven Hills),$50, Washington,90, Columbia Valley,Horse Heaven Hills,Not rated yet [Add Your Review],Cabernet Franc,2018,Prospice
40,13.3%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Rose, US,5/1/2021,"
                      This is an inaugural rosé from this producer, with the fruit coming from Stoneridge Vineyard. Pale salmon in color, with aromas of strawberry and wet rock leading to broader feeling fruit flavors with plenty of acidity to stand them up.                      Sean P. Sullivan ",Tranquility Rosé of,Virtue 2019 Tranquility Rosé of Cabernet Franc (Columbia Valley (WA)),$19, Washington,90, Columbia Valley,Columbia Valley (WA),Not rated yet [Add Your Review],Cabernet Franc,2019,Virtue
41,12.9%,"San Francisco Bay, Central Coast, California, US",750 ml,Red, US,5/1/2021,"
                      Fresh black-raspberry aromas meet with lavender and a bit of baked plum on the nose of this bottling. There is an iron-rich minerality to the sip, where dark-berry flavors mesh into the rusty elements.                      Matt Kettmann ",,Big Dog 2017 Cabernet Franc (San Francisco Bay),$42, California,89, Central Coast,San Francisco Bay,Not rated yet [Add Your Review],Cabernet Franc,2017,Big Dog
42,14.3%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red, US,5/1/2021,"
                      Half of this wine comes from Elephant Mountain Vineyard with the other half from Dineen. Coffee and cherry aromas dominate. The coffee flavors are sumptuous but still dance lightly, trailing toward the finish. It seems a bit one note, but that note is interesting.                      Sean P. Sullivan ",,Category 5 2017 Cabernet Franc (Yakima Valley),$32, Washington,89, Columbia Valley,Yakima Valley,Not rated yet [Add Your Review],Cabernet Franc,2017,Category 5
43,13.8%,"Lake County, Lake County, California, US",750 ml,Red, US,5/1/2021,"
                      This focused, serious wine offers concentrated black-cherry and cranberry flavors, firm tannins and a medium to full body. It's holding its flavors tightly though, so best to drink after 2023.                      Jim Gordon ",,Steele 2018 Cabernet Franc (Lake County),$20, California,88, Lake County,Lake County,Not rated yet [Add Your Review],Cabernet Franc,2018,Steele
44,14.7%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2021,"
                      Coming from the Royal Slope region, the aromas offer notes of clove and apple with whiffs of golden raisin. The fruit seems a bit dried out and the tannins bunched up. It's hard to see where it's all going.                      Sean P. Sullivan ",,Baer 2017 Cabernet Franc (Columbia Valley (WA)),$35, Washington,88, Columbia Valley,Columbia Valley (WA),Not rated yet [Add Your Review],Cabernet Franc,2017,Baer
45,14%,"Uruguay, Uruguay",750 ml,Red, Uruguay,5/1/2021,"
                      Earthy plum and berry aromas include a note of animal fur. This Cab Franc is easy on the palate, with an honest structure and tannic grip. Berry and plum flavors are blue-green in the middle, while this finishes with peppery spice notes, minty oak and lasting tannins.                      Michael Schachner ",Reserva,Bodega Garzón 2019 Reserva Cabernet Franc (Uruguay),$20,Uruguay,88,,,Not rated yet [Add Your Review],Cabernet Franc,2019,Bodega Garzón
46,14.5%,"Clarksburg, Central Valley, California, US",750 ml,Red, US,5/1/2021,"
                      Light earthy, vanillin aromas lead to mild, mature red-fruit flavors and an herbal accent in this smooth and lightly tannic wine. It offers some subtle complexity that is fun to experience.                      Jim Gordon ",Miller Vineyard,LangeTwins 2017 Miller Vineyard Cabernet Franc (Clarksburg),$32, California,87, Central Valley,Clarksburg,Not rated yet [Add Your Review],Cabernet Franc,2017,LangeTwins
47,14.7%,"Lamorinda, Central Coast, California, US",750 ml,Red, US,5/1/2021,"
                      A flint and matchstick aroma and tight black-fruit flavors give this full-bodied wine a stiff profile, underscored by firm tannins and a drying mouthfeel. It may just need more time to come around. Best after 2023.                      Jim Gordon ",Isabelle's Vineyard,Meadow View 2018 Isabelle's Vineyard Cabernet Franc (Lamorinda),$25, California,83, Central Coast,Lamorinda,Not rated yet [Add Your Review],Cabernet Franc,2018,Meadow View
48,15.9%,"Napa Valley, Napa, California, US",750 ml,Red, US,4/1/2021,"
                      This is an earthy interpretation of this wonderful grape from a well-respected site better known for Cabernet Sauvignon. Cedar, dried herb, black olive and cocoa powder highlight a hearty frame of supple red fruit, crushed rock and dark chocolate, finishing in a bold tannic structure.                      Virginie Boone ",Frontier Beckstoffer Dr. Crane Vineyard,Justice 2018 Frontier Beckstoffer Dr. Crane Vineyard Cabernet Franc (Napa Valley),$225, California,95, Napa,Napa Valley,Not rated yet [Add Your Review],Cabernet Franc,2018,Justice
49,13%,"Santa Ynez Valley, Central Coast, California, US",750 ml,Red, US,4/1/2021,"
                      It would be easy to mistake this herbally complex, texturally taut and tantalizingly fresh Cabernet Franc for a Loire Valley bottling, which is the inspiration. Aromas of just-ripe boysenberry, green tobacco and wet rocks lead into a tightly woven palate full of crunchy cranberry, chaparral shrubs and lingering carnation. Beware: bottle empties easily.                      Matt Kettmann ",,Lieu Dit 2019 Cabernet Franc (Santa Ynez Valley),$30, California,95, Central Coast,Santa Ynez Valley,Not rated yet [Add Your Review],Cabernet Franc,2019,Lieu Dit
50,14.3%,"Red Hills, Lake County, California, US",750 ml,Red, US,4/1/2021,"
                      Great complexity, luscious fruit flavors and a firm but polished texture give this full-bodied wine everything it needs for enjoyment now and for several years to come. Black cherries, black olives, tobacco and clove mingle on a fabric of fine-grained tannins for a luxurious and savory palate. Best through 2026.                      Jim Gordon ",,Sol Rouge 2016 Cabernet Franc (Red Hills),$45, California,94, Lake County,Red Hills,Not rated yet [Add Your Review],Cabernet Franc,2016,Sol Rouge
51,14.9%,"Calistoga, Napa, California, US",750 ml,Red, US,4/1/2021,"
                      An impressive version of the variety, this wine is thick in black cherry and mocha flavors. The tannins are supple and elongated, adding complexity and structure to the juicy richness that is accented by toasted oak and cedar.                      Virginie Boone ",4 Barrels,Jax 2018 4 Barrels Cabernet Franc (Calistoga),$60, California,94, Napa,Calistoga,Not rated yet [Add Your Review],Cabernet Franc,2018,Jax
52,14.5%,"Lake County, Lake County, California, US",750 ml,Red, US,4/1/2021,"
                      This tightly woven wine is on the way to maturity but still holding its abundant black-cherry, black-pepper and olive flavors firmly in masses of fine-grained tannins. Light toasted oak and mint aromas segue into the savory, deep fruit flavors and linger on the finish. It's a library release made from ungrafted, high-elevation vines. Best from 2024.                      Jim Gordon ",Franc de Pied,Lang & Reed 2010 Franc de Pied Cabernet Franc (Lake County),$125, California,93, Lake County,Lake County,Not rated yet [Add Your Review],Cabernet Franc,2010,Lang & Reed
53,13.8%,"El Dorado, Sierra Foothills, California, US",750 ml,Red, US,4/1/2021,"
                      This deep and robust wine combines power with complexity, offering fragrant black-currant and tobacco aromas, and rich blackberry flavors with a hint of dark chocolate. Firm, fine-grained tannins give it a lip-smacking texture that bodes well for aging. Best from 2024.                      Jim Gordon ",Reserve,Crystal Basin Cellars 2017 Reserve Cabernet Franc (El Dorado),$32, California,92, Sierra Foothills,El Dorado,Not rated yet [Add Your Review],Cabernet Franc,2017,Crystal Basin Cellars
54,14.2%,"Santa Cruz Mountains, Central Coast, California, US",750 ml,Red, US,4/1/2021,"
                      The nose on this bottling smells of cherry-soaked pork roasted with mushrooms over a smoldering oak fire. The palate aligns with that, offering shiitake, dried cherry and beefy charcuterie flavors—an altogether savory and well-integrated expression.                      Matt Kettmann ",Francville Vineyard,Cooper-Garrod 2017 Francville Vineyard Cabernet Franc (Santa Cruz Mountains),$45, California,92, Central Coast,Santa Cruz Mountains,Not rated yet [Add Your Review],Cabernet Franc,2017,Cooper-Garrod
55,14.5%,"Santa Ynez Valley, Central Coast, California, US",750 ml,Red, US,4/1/2021,"
                      This is a slightly denser take on the grape, beginning with smoke, baked cherry, sarsaparilla and vanilla cream on the nose, with a crushed graphite minerality lingering in the backdrop. Fairly tight tannins wrap up the sip, where smoked cherry, red plum, marjoram and bay leaf make for a complex expression.                      Matt Kettmann ",Reserve,Brick Barn 2017 Reserve Cabernet Franc (Santa Ynez Valley),$85, California,91, Central Coast,Santa Ynez Valley,Not rated yet [Add Your Review],Cabernet Franc,2017,Brick Barn
