,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
14,12.5%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Made with organically grown grapes, this radiant sparkler has aromas of yellow spring flower, ripe yellow apple, citrus zest and hazelnut. On the focused, dry palate, racy acidity energizes yellow pear, Meyer lemon and flinty mineral while a refined perlage lends finesse.                      Kerin O’Keefe ",Brut Riserva,Fongaro 2014 Brut Riserva  (Lessini Durello),$30, Veneto,93,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",2014,Fongaro
15,12.5%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Aromas of white spring flower, citrus and wet stone waft out of the glass. On the racy, almost vertical palate, crisp acidity accompanies Meyer lemon, orange zest and Golden Delicious apple while an extremely refined, persistent perlage lends finesse.                      Kerin O’Keefe ",Brut Riserva,Franchetto 2015 Brut Riserva  (Lessini Durello),N/A, Veneto,93,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",2015,Franchetto
16,12.5%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Aromas of mature white stone fruit, acacia honey and balsamic notes form the nose on this lovely sparkler. On the dry, radiant palate, honeyed mineral notes underscore mature yellow apple, lychee and hazelnut before a mineral-driven close. Crisp acidity and a refined, persistent perlage provide the framework.                      Kerin O’Keefe ",Dosaggio Zero Riserva,Corte Moschina 2013 Dosaggio Zero Riserva  (Lessini Durello),$55, Veneto,93,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",2013,Corte Moschina
17,12.5%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Dry and focused, this elegant, vibrant sparkler has delicate scents of white spring flower, yellow pear and a whiff of wet stone. It's dry, crisp and savory, delivering ripe yellow apple, lemon zest and tangy saline before closing on a hazelnut note. A refined perlage and vibrant acidity keep it energized and polished.                      Kerin O’Keefe ",Extra Brut,Corte Moschina 2015 Extra Brut  (Lessini Durello),$35, Veneto,93,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",2015,Corte Moschina
18,12.5%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Made from high-altitude vineyards situated 1,640 feet above sea level, this dazzling sparkler opens with aromas suggesting white spring flower, botanical herb, citrus and flint. Boasting freshness and depth, the dry, vibrant palate features ripe yellow apple, crushed mint, grapefruit, lemon drop and underpinnings of mineral. Crisp acidity keeps it racy while a refined perlage lends finesse.                      Kerin O’Keefe ",Extra Brut 100 Mesi,Sandro de Bruno 2010 Extra Brut 100 Mesi  (Lessini Durello),$38, Veneto,93,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",2010,Sandro de Bruno
19,12.5%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Heady aromas of yellow spring flower, ripe white stone fruit, botanical herb and honey shape the nose. The aromas follow over to the dry, silky palate along with mature yellow apple, hazelnut and a sprinkling of baking spice before a slate finish. Crisp acidity and a light perlage accompany the rich flavors.                      Kerin O’Keefe ",60 Mesi Extra Brut,Sandro de Bruno 2010 60 Mesi Extra Brut  (Lessini Durello),$28, Veneto,93,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",2010,Sandro de Bruno
20,12.5%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Aromas of white spring flower, baking spice, botanical herb and mature white stone fruit form the nose on this smooth sparkler. On the vibrant, savory palate, crisp acidity lifts ripe white peach, lemon drop and sage before a saline finish. A silky perlage lends finesse.                      Kerin O’Keefe ",Brut Riserva,Fongaro 2012 Brut Riserva  (Lessini Durello),$37, Veneto,92,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",2012,Fongaro
21,11.5%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      White spring flower, ripe white stone fruit, honey and balsamic aromas form the expressive nose. Mirroring the nose, the dry, elegant palate offers acacia honey, ripe yellow pear and a note of lemon drop alongside a refined perlage. Crisp acidity brightens the rich flavors while the barest hint of slate lingers on the close.                      Kerin O’Keefe ",Ronca Brut 60 Mesi,Fattori 2013 Ronca Brut 60 Mesi  (Lessini Durello),$45, Veneto,92,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",2013,Fattori
22,13%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Racy and bone-dry, this has aromas suggesting underbrush, white stone fruit and a whiff of fresh bread dough. On the crisp, precise palate, firm acidity accompanies yellow apple, Meyer lemon and saline mineral notes while a refined, lively perlage lends finesse. This is for lovers of razor-sharp precision and energy.                      Kerin O’Keefe ",Amedeo Pas Dosé Riserva,Ca' Rugate 2015 Amedeo Pas Dosé Riserva  (Lessini Durello),$30, Veneto,92,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",2015,Ca' Rugate
23,12%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      This racy, focused sparkler has delicate aromas of hawthorn and citrus. The savory, bone-dry palate features Meyer lemon, yellow pear, botanical herb and saline mineral notes alongside crisp acidity and an elegant perlage.                      Kerin O’Keefe ",Io Aura Brut Nature Pas Dosé,Tonello 2015 Io Aura Brut Nature Pas Dosé  (Lessini Durello),N/A, Veneto,92,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",2015,Tonello
24,13%,"Verdicchio dei Castelli di Jesi Classico Superiore, Central Italy, Italy",750 ml,White, Italy,4/1/2021,"
                      Aromas of botanical herb, white stone fruit and almond carry on to the savory palate along with peach and a hint of lemon drop. It closes on a hint of saline while tangy acidity keeps it fresh and juicy.                      Kerin O’Keefe ",Casal di Serra Bio,Umani Ronchi 2019 Casal di Serra Bio  (Verdicchio dei Castelli di Jesi Classico Superiore),$19, Central Italy,91,Verdicchio dei Castelli di Jesi Classico Superiore,,Not rated yet [Add Your Review],"Verdicchio, Italian White",2019,Umani Ronchi
25,12.5%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Crisp and dry, this racy sparkler has delicate aromas recalling hawthorn, citrus and a whiff of wet flint. Young and savory, the vibrant palate is pristine, featuring Meyer lemon, grapefruit and tangy saline alongside a refined perlage.                      Kerin O’Keefe ",Borgoletto Brut,Franchetto 2018 Borgoletto Brut  (Lessini Durello),N/A, Veneto,91,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",2018,Franchetto
26,12.5%,"Verdicchio dei Castelli di Jesi, Central Italy, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Aromas of hawthorn, ripe white stone fruit and botanical herb waft out of the glass along with a hint of brioche. On the dry, foaming palate, crisp acidity and a refined perlage accompany mature yellow apple, lemon drop, thyme and hazelnut.                      Kerin O’Keefe ",Metodo Classico Ubaldo Rosi Brut,Colonnara 2013 Metodo Classico Ubaldo Rosi Brut  (Verdicchio dei Castelli di Jesi),$90, Central Italy,91,Verdicchio dei Castelli di Jesi,,Not rated yet [Add Your Review],"Verdicchio, Italian White",2013,Colonnara
27,11.5%,"Veneto, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Savory and refreshing, this has inviting aromas of chamomile, white stone fruit and a yeasty whiff of brioche. On the dry, lightly sparkling palate, crisp acidity accompanies mature yellow apple, Bartlett pear, saline and a hint of bitter almond.                      Kerin O’Keefe ",Purocaso Vino Frizzante,Corte Moschina NV Purocaso Vino Frizzante Durella (Veneto),$25, Veneto,91,Veneto,,Not rated yet [Add Your Review],"Durella, Italian White",,Corte Moschina
28,13%,"Lodi, Central Valley, California, US",750 ml,White, US,4/1/2021,"
                      Light floral and melon aromas lead to a rich palate of ripe apple, pear and pecan flavors that ride an ultrasmooth texture. This medium-bodied wine has a broad mouthfeel and generous flavors that linger into the finish.                      Jim Gordon ",Estate Grown,Oak Farm 2019 Estate Grown Fiano (Lodi),$26, California,91, Central Valley,Lodi,Not rated yet [Add Your Review],"Fiano, Italian White",2019,Oak Farm
29,13%,"Verdicchio dei Castelli di Jesi Classico Superiore, Central Italy, Italy",750 ml,White, Italy,4/1/2021,"
                      Made with organically farmed, old vines and aged in concrete, this medium-bodied white has delicate aromas of white stone fruit, Spanish broom and a whiff of hazelnut. Reflecting the nose, the rounded palate offers ripe yellow pear, lemon drop and honeyed almond alongside bright, tangy acidity. A hint of saline lingers on the close.                      Kerin O’Keefe ",Vecchie Vigne,Umani Ronchi 2018 Vecchie Vigne  (Verdicchio dei Castelli di Jesi Classico Superiore),$40, Central Italy,91,Verdicchio dei Castelli di Jesi Classico Superiore,,Not rated yet [Add Your Review],"Verdicchio, Italian White",2018,Umani Ronchi
30,12.5%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Aromas of toasted hazelnut, underbrush and yellow spring flower form the nose. The dry, vibrant palate offers mature yellow apple, lemon rind and yeasty notes of bread dough alongside a lively perlage and racy acidity.                      Kerin O’Keefe ",Nostrum Extra Brut Riserva,Casa Cecchin 2016 Nostrum Extra Brut Riserva  (Lessini Durello),N/A, Veneto,90,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",2016,Casa Cecchin
31,12%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      This vibrant sparkler has aromas of lychee, citrus and botanical herb. On the palate, a refined, persistent perlage accompanies lemon drop, white peach, aniseed and a hint of smoky flint set against crisp acidity.                      Kerin O’Keefe ",Io Teti Brut,Tonello 2016 Io Teti Brut  (Lessini Durello),N/A, Veneto,90,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",2016,Tonello
32,13%,"Verdicchio dei Castelli di Jesi, Central Italy, Italy",750 ml,White, Italy,4/1/2021,"
                      This has delicate aromas suggesting chamomile, honey and balsamic aromas of eucalyptus. The aromas carry over to the rounded palate along with ripe yellow pear and toasted almond before a hint of saline marks the close. It has an almost glycerine like texture.                      Kerin O’Keefe ",Plenio Riserva,Umani Ronchi 2017 Plenio Riserva  (Verdicchio dei Castelli di Jesi),$40, Central Italy,89,Verdicchio dei Castelli di Jesi,,Not rated yet [Add Your Review],"Verdicchio, Italian White",2017,Umani Ronchi
33,12.5%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Toasted hazelnut, underbrush and brioche aromas form the nose. On the dry, racy palate, crisp acidity accompanies yellow-apple skin, lemon rind, walnut and a hint of saline alongside a lively perlage.                      Kerin O’Keefe ",Dosaggio Zero Riserva,Casa Cecchin 2014 Dosaggio Zero Riserva  (Lessini Durello),N/A, Veneto,89,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",2014,Casa Cecchin
34,12.5%,"Vino Spumante, Italy Other, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Made with Trebbiano, this has aromas of bread crust, citrus rind and white stone fruit. The vibrant palate offers ripe yellow pear, candied orange slice and a hint of toasted walnut alongside a soft perlage.                      Kerin O’Keefe ",Metodo Classico Brut,Baracchi 2016 Metodo Classico Brut Trebbiano (Vino Spumante),$34, Italy Other,88,Vino Spumante,,Not rated yet [Add Your Review],"Trebbiano, Italian White",2016,Baracchi
35,12.5%,"Verdicchio dei Castelli di Jesi, Central Italy, Italy",750 ml,White, Italy,4/1/2021,"
                      Tangy and fresh, this offers aromas of fragrant spring flower, tropical fruit and citrus. On the tangy palate, crisp acidity accompanies juicy pineapple, grapefruit and a hints of peach.                      Kerin O’Keefe ",Villa Bianchi,Umani Ronchi 2019 Villa Bianchi  (Verdicchio dei Castelli di Jesi),$12, Central Italy,88,Verdicchio dei Castelli di Jesi,,Not rated yet [Add Your Review],"Verdicchio, Italian White",2019,Umani Ronchi
36,12%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Aromas of citrus, medicinal herb and saline lead the nose on this lively sparkler. On the palate, vigorous bubbles and crisp acidity accompany Meyer lemon, honey, hazelnut, and thyme.                      Kerin O’Keefe ",60 Mesi,Gianni Tessari 2013 60 Mesi  (Lessini Durello),N/A, Veneto,88,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",2013,Gianni Tessari
37,12%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Aromas of white spring flower mingle with citrus on this lively sparkler. The aromas carry over to the racy palate along with saline notes and a vibrant perlage.                      Kerin O’Keefe ",Settecento33 Brut,Cantina di Soave NV Settecento33 Brut  (Lessini Durello),N/A, Veneto,88,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",,Cantina di Soave
38,12.5%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Scents of white spring flower, brioche and white stone fruit lead the way. On the bright, straightforward palate, lively, small bubbles accompany ripe white peach and candied notes suggesting lemon drop.                      Kerin O’Keefe ",Settecento33 Brut Riserva,Cantina di Soave NV Settecento33 Brut Riserva  (Lessini Durello),N/A, Veneto,88,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",,Cantina di Soave
39,13.1%,"Applegate Valley, Southern Oregon, Oregon, US",750 ml,White, US,4/1/2021,"
                      A slightly muddy yellow-orange hue, this was fermented and aged 10 months in amphorae on the skins. It is a decidedly orange wine. Soft, slightly oxidized and silky smooth, it shows pretty orange and tangerine fruit, more like fruit leather than freshly squeezed. The winery believes it's a style that will age well; time will tell.                      Paul Gregutt ",Amphora Amber,Troon 2019 Amphora Amber Vermentino (Applegate Valley),$35, Oregon,88, Southern Oregon,Applegate Valley,Not rated yet [Add Your Review],"Vermentino, Italian White",2019,Troon
40,12.5%,"Verdicchio dei Castelli di Jesi, Central Italy, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Made with Verdicchio grapes, this has unusual aromas recalling dill and celery that accent white stone fruit. The straightforward palate shows mature yellow apple, chestnut and toasted walnut alongside lively bubbles.                      Kerin O’Keefe ",Spumante Metodo Classico Luigi Ghisleri Brut,Colonnara NV Spumante Metodo Classico Luigi Ghisleri Brut  (Verdicchio dei Castelli di Jesi),$35, Central Italy,87,Verdicchio dei Castelli di Jesi,,Not rated yet [Add Your Review],"Verdicchio, Italian White",,Colonnara
41,11.5%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Fun and foaming, this simple sparkler has aromas and flavors of tart green apple, candied lemon drop and a hint of pastry. Crisp acidity and a soft mousse provide the backdrop.                      Kerin O’Keefe ",Brut,Cavazza NV Brut  (Lessini Durello),N/A, Veneto,86,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",,Cavazza
42,12%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Aromas of white spring flower, chestnut honey and white stone fruit form the subtle nose. On the foaming, straightforward palate, tangy acidity accompanies suggestions of ripe pear, mature yellow-apple skin and honeyed nuts.                      Kerin O’Keefe ",,Del Maso NV  Lessini Durello,$15, Veneto,86,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",,Del Maso
43,N/A,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Aromas of underbrush and toasted nut form the nose along with a whiff of chamomile. The rather assertive palate offers coffee-bean and honeyed notes alongside brisk acidity and vigorous bubbles.                      Kerin O’Keefe ",Brut Riserva,Cantina di Monteforte 2012 Brut Riserva  (Lessini Durello),N/A, Veneto,86,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",2012,Cantina di Monteforte
44,12%,"Lessini Durello, Veneto, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      This opens with aromas of green apple, honeysuckle and tropical fruit. The aromas carry over to the simple palate along with bitter almond and a candied note. Brisk, steely bubbles provide the setting.                      Kerin O’Keefe ",Metodo Martinotti Brut,Antiche Terre Venete NV Metodo Martinotti Brut  (Lessini Durello),$15, Veneto,85,Lessini Durello,,Not rated yet [Add Your Review],"Durella, Italian White",,Antiche Terre Venete
45,12%,"Trebbiano d'Abruzzo, Central Italy, Italy",750 ml,White, Italy,3/1/2021,"
                      Focused aromas of melon rind and lemon peel meld with deep, intensely earthy accents of chamomile, thyme and gravel on the concentrated nose of this biodynamic Trebbiano. Rounded and creamy in feel, yet expertly honed by persistent acidity, the palate offers juicy yellow-apple and taut yellow-plum skin flavors dappled in earthy and floral accents. Drink through 2025.                      Alexander Peartree ",,Emidio Pepe 2015  Trebbiano d'Abruzzo,$115, Central Italy,94,Trebbiano d'Abruzzo,,Not rated yet [Add Your Review],"Trebbiano, Italian White",2015,Emidio Pepe
46,13%,"Etna, Sicily & Sardinia, Italy",750 ml,White, Italy,3/1/2021,"
                      Lightly fragrant and loaded with finesse, this focused white opens with delicate aromas of white spring flower, rosemary, thyme and Mediterranean brush. Smooth and fresh, the palate boasts a weightless, understated elegance that seamlessly offsets ripe yellow pear, juicy Meyer lemon and savory saline notes.                      Kerin O’Keefe ",Bianco,Giovanni Rosso 2019 Bianco  (Etna),$40, Sicily & Sardinia,93,Etna,,Not rated yet [Add Your Review],"Carricante, Italian White",2019,Giovanni Rosso
47,14%,"Trebbiano d'Abruzzo, Central Italy, Italy",750 ml,White, Italy,3/1/2021,"
                      Vibrant aromas of lemon zest and yellow apple peel are framed in accents of toast and honey on the nose. Fermented in barrel and aged for 12 months in new French oak, it is creamy, rounded and unctuous on the palate yet driven by tightly coiled citrus, apple and melon flavors all wrapped in a warm, toasty embrace. The energy and lift is substantial, with a brûléed lemon note lingering long on the finish. Enjoyable now, this would hold well through 2025.                      Alexander Peartree ",Marina Cvetic Riserva,Masciarelli 2018 Marina Cvetic Riserva  (Trebbiano d'Abruzzo),$50, Central Italy,93,Trebbiano d'Abruzzo,,Not rated yet [Add Your Review],"Trebbiano, Italian White",2018,Masciarelli
48,12.5%,"Trebbiano d'Abruzzo, Central Italy, Italy",750 ml,White, Italy,3/1/2021,"
                      This iconic Abruzzo bottling doesn't disappoint, offering dense aromas of chamomile, lemon peel, melon rind and white plum on the nose. On the palate, this is all about the texture, which is like a memory foam pillow that both engulfs yet feels supportive. Honed flavors of rich melon, citrus and orchard fruit meld with chamomile and a gentle crushed stone element, yielding a wine that skirts the line between ripeness and tension. It ends taut and lifted, indicating that it will hold well a bit longer in the cellar. Drink through 2025 at least.                      Alexander Peartree ",,Valentini 2015  Trebbiano d'Abruzzo,$160, Central Italy,93,Trebbiano d'Abruzzo,,Not rated yet [Add Your Review],"Trebbiano, Italian White",2015,Valentini
49,13%,"Trebbiano d'Abruzzo, Central Italy, Italy",750 ml,White, Italy,3/1/2021,"
                      This amphora-aged Trebbiano boasts rich aromas of white plum, peach and chamomile, with an earthy terracotta accent grounding it all. Rounded and full in feel, the palate is filled out by ripe white-orchard fruit flavors and honed by a bright lemon pith tone. The texture is what really sets this apart: It's silken yet gently grippy, like a soothing cup of white tea.                      Alexander Peartree ",,Francesco Cirelli 2018  Trebbiano d'Abruzzo,$20, Central Italy,93,Trebbiano d'Abruzzo,,Not rated yet [Add Your Review],"Trebbiano, Italian White",2018,Francesco Cirelli
50,13.5%,"Colli Aprutini, Central Italy, Italy",750 ml,White, Italy,3/1/2021,"
                      This creamy yet balanced white offers dense tones of yellow apple, pear, jasmine and chamomile. The palate is like drinking pear-scented white tea, with a gently gripping texture wrapping around all the fruit and floral tones. It ends taut and lingers on a yellow-plum skin tone.                      Alexander Peartree ",,Emidio Pepe 2016 Pecorino (Colli Aprutini),$160, Central Italy,93,Colli Aprutini,,Not rated yet [Add Your Review],"Pecorino, Italian White",2016,Emidio Pepe
51,13%,"Trebbiano d'Abruzzo, Central Italy, Italy",750 ml,White, Italy,3/1/2021,"
                      Perfumed aromas of yellow apple and cantaloupe are lifted by bright lemon and alpine herb accents on the nose. The rounded palate shows creamy orchard fruit flavors gently dusted with sweet spices and driven by bright, lemony acidity. It's a well-balanced, fuller-bodied white that balances richness and freshness.                      Alexander Peartree ",,Contesa 2018  Trebbiano d'Abruzzo,$19, Central Italy,92,Trebbiano d'Abruzzo,,Not rated yet [Add Your Review],"Trebbiano, Italian White",2018,Contesa
