,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
24,15%,"Mediterranée, France Other, France",750 ml,Red, France,7/1/2021,"
                      The estate on the slopes of Mont Saint-Victoire in Provence has produced this powerful and rich wine. Structure goes with dense black fruits, touches of licorice and dark tannins. The weight of the wine is redeemed by good acidity that comes through and freshens everything at the end. Drink from 2022.                      Roger Voss ",Exception,Domaine des Masques 2018 Exception Syrah (Mediterranée),$27, France Other,92,Mediterranée,,Not rated yet [Add Your Review],Syrah,2018,Domaine des Masques
25,15.8%,"Sierra Foothills, Sierra Foothills, California, US",750 ml,Red, US,7/1/2021,"
                      This superripe, concentrated and full-bodied wine offers potent, Port-like aromas, a rich, warm texture and vivid black-fruit and dark-chocolate flavors backed by fine-grained tannins. Amazing richness and concentration are its strongest points.                      Jim Gordon ",The Instigator Shake Ridge Vineyard,Prospect 772 2018 The Instigator Shake Ridge Vineyard Syrah (Sierra Foothills),$42, California,92, Sierra Foothills,Sierra Foothills,Not rated yet [Add Your Review],Syrah,2018,Prospect 772
26,14.4%,"Sonoma Coast, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      From a cool-climate site also planted to Pinot Noir, this brooding red is juicy in dark cherry and strawberry, with a lightness of baking spice, leather and black pepper. The body weight is balanced and smoothly round, with a fist of underlying grip.                      Virginie Boone ",Canihan Vineyards,Vie Winery 2017 Canihan Vineyards Syrah (Sonoma Coast),$50, California,92, Sonoma,Sonoma Coast,Not rated yet [Add Your Review],Syrah,2017,Vie Winery
27,16%,"Sierra Foothills, Sierra Foothills, California, US",750 ml,Red, US,7/1/2021,"
                      This inviting and velvet-textured wine shows superripe flavors of black figs, sweet plums and cooked strawberries along with relaxed tannins and a full, mouthfilling body. It doesn't need aging, so enjoy its richness now.                      Jim Gordon ",Dragon's Kiss,Spicy Vines 2017 Dragon's Kiss Syrah (Sierra Foothills),$45, California,92, Sierra Foothills,Sierra Foothills,Not rated yet [Add Your Review],Syrah,2017,Spicy Vines
28,14.8%,"Edna Valley, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Mossy earth, damp mushrooms, gamy meat and wild-berry aromas converge on the nose of this reserve bottling. It's delicately bodied on the palate, where lavender decorates the dried berry, rusty minerality and burly meat flavors.                      Matt Kettmann ",Kalanna,Kynsi 2017 Kalanna Syrah (Edna Valley),$48, California,92, Central Coast,Edna Valley,Not rated yet [Add Your Review],Syrah,2017,Kynsi
29,14.5%,"Paso Robles Geneseo District, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Iron shavings, dried berries and a smoky streak show on the nose of this bottling. It's a brawny style of Syrah on the palate, full of roasted berry, mesquite, mace and nutmeg flavors, proving both bold and comforting.                      Matt Kettmann ",,Pianetta 2018 Syrah (Paso Robles Geneseo District),$38, California,91, Central Coast,Paso Robles Geneseo District,Not rated yet [Add Your Review],Syrah,2018,Pianetta
30,14.5%,"Alexander Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      Gamy and thickly rich in garrigue, bacon and dark berry and cherry, this is an inviting, fleshy and rounded wine, brimming in concentrated intensity. The oak cradles the fruit and body weight well, adding elements of vanilla and baking spice.                      Virginie Boone ",,Reynoso 2016 Syrah (Alexander Valley),$36, California,91, Sonoma,Alexander Valley,Not rated yet [Add Your Review],Syrah,2016,Reynoso
31,14.9%,"Santa Barbara County, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Dark aromas of smoked and roasted black fruit and meat meet even more savory tones of teriyaki and pepper on the nose of this bottling. There's firm tension to the sip, where the rich mouthfeel carries smoky oak, vanilla and caramel flavors, with lingering mint on the finish.                      Matt Kettmann ",,Fess Parker 2018 Syrah (Santa Barbara County),$30, California,91, Central Coast,Santa Barbara County,Not rated yet [Add Your Review],Syrah,2018,Fess Parker
32,10.1%,"Santa Ynez Valley, Central Coast, California, US",750 ml,Rose, US,7/1/2021,"
                      Fresh raspberry, melon, citrus peel and feijoa aromas show on the generous nose of this bottling. It's fairly ripe on the palate, with red-plum, guava and strawberry flavors, yet well constructed with ample texture.                      Matt Kettmann ",Rosé of,Buttonwood Farm 2020 Rosé of Syrah (Santa Ynez Valley),$24, California,90, Central Coast,Santa Ynez Valley,Not rated yet [Add Your Review],Syrah,2020,Buttonwood Farm
33,14.4%,"Los Carneros, Napa-Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      Dense and chewy in mocha, dark cherry and black and white pepper, this red delivers varietal intensity within a balanced package of integrated acidity that helps to brighten the mood. Crushed rock, dried herb and subtle oak add to the tasty approach.                      Virginie Boone ",Petris Vineyard Bien Nacido Clone,Vie Winery 2017 Petris Vineyard Bien Nacido Clone Syrah (Los Carneros),$45, California,90, Napa-Sonoma,Los Carneros,Not rated yet [Add Your Review],Syrah,2017,Vie Winery
34,14.5%,"Eden Valley, South Australia, Australia",750 ml,Red, Australia,5/1/2021,"
                      From a highly lauded vintage, this offers layers of flavor, from pure, juicy blueberry and plum fruit to fistfuls of rose and violet petals to cocoa powder, crushed stones and a savory, slightly meaty streak. It's slinky and sexy, with ultrafine, filigree tannins that sink luxuriously into the wine. The oak is present but should fade into the background soon enough. Whether this will have the longevity of other, more tightly wound Hill of Grace vintages is up for debate. For now, though, it's one hell of a treat.                      Christina Pickard ",Hill of Grace,Henschke 2015 Hill of Grace Shiraz (Eden Valley),$850, South Australia,97,Eden Valley,,Not rated yet [Add Your Review],Shiraz,2015,Henschke
35,13.5%,"Santa Barbara County, Central Coast, California, US",750 ml,Red, US,5/1/2021,"
                      This countywide blend is the entry-level bottling of Sashi Moorman's many Syrahs, and it's stellar. Crushed peppercorns, crumpled flowers, rainy gutters and dewy thyme give tremendous depth to the crisp black-raspberry core. The palate is fresh, herbal, spicy and firm without being overbearing, showing singed pine, tar, plum and pepper flavors.                      Matt Kettmann ",,Piedrasassi 2018 Syrah (Santa Barbara County),$22, California,96, Central Coast,Santa Barbara County,Not rated yet [Add Your Review],Syrah,2018,Piedrasassi
36,13.5%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Red, US,5/1/2021,"
                      If not already crowned, Sashi Moorman is certainly in the running for king of cool-climate Syrah. This appellation blend from Patterson and Casa Cassara vineyards begins with fresh lavender, crunchy black raspberry, white pepper and singed rosemary on the nose. The palate continues the message, showing char, tar, pepper, purple fruits, gritty tannins and bright acidity. Drink now through 2038.                      Matt Kettmann ",,Piedrasassi 2018 Syrah (Sta. Rita Hills),$50, California,96, Central Coast,Sta. Rita Hills,Not rated yet [Add Your Review],Syrah,2018,Piedrasassi
37,14.5%,"Adelaide, South Australia, Australia",750 ml,Red, Australia,5/1/2021,"
                      This is an excellent bottling of Penfolds's single-vineyard Shiraz, from the vines on its historic home block, offering more character and rusticity than many of its more polished, muscly reds. The nose is plush but not jammy, the plum and dark cherry fruit flecked with chocolate, cigar box, fresh herbs and spices and a mineral nuance. Chalky tannins strike a balance between power and structure. A lucid wine with raw charm but also with the length and complexity expected of a premium bottling. Drink 2022–2035.                      Christina Pickard ",Magill Estate,Penfolds 2018 Magill Estate Shiraz (Adelaide),$130, South Australia,96,Adelaide,,Not rated yet [Add Your Review],Shiraz,2018,Penfolds
38,13.5%,"Côte Rôtie, Rhône Valley, France",750 ml,Red, France,5/1/2021,"
                      Notes of schist and iodine meld into sprays of violet and rose petal in this vibrant, perfumed Syrah. Matured for 15 to 28 months in large-format casks, it offers a rich core of raspberry-coulis and red-currant flavors struck by crisp acidity and very fine, mouthcoating tannins. The finish lingers on a subtle kiss of smoke and cedar. While approachable now, it should gain nuance through 2030 and hold further.                      Anna Lee C. Iijima ",J. Denuzière,Maison Denuzière 2018 J. Denuzière  (Côte Rôtie),$99, Rhône Valley,95,Côte Rôtie,,Not rated yet [Add Your Review],Syrah,2018,Maison Denuzière
39,13%,"Côte Rôtie, Rhône Valley, France",750 ml,Red, France,5/1/2021,"
                      Notes of char, iron and tobacco leaf accent penetrating black-cherry and cassis flavors in this muscular expression of Côte-Rôtie. Produced from 100% whole-cluster Syrah and matured twelve months in 30% new French oak, it's a weighty, intensely structured red framed by firm, gripping tannins and a delicately earthen, meaty finish. While nervous in youth it should hit peak from 2023 and improve another decade still.                      Anna Lee C. Iijima ",,Château de Saint-Cosme 2018  Côte Rôtie,$95, Rhône Valley,95,Côte Rôtie,,Not rated yet [Add Your Review],Syrah,2018,Château de Saint-Cosme
40,15%,"Langhorne Creek, South Australia, Australia",750 ml,Red, Australia,5/1/2021,"
                      This is a solid expression of Langhorne Creek, a historic region in South Australia, made from the winery's best blocks of Shiraz by winemaker Rebecca Willson. There's lovely purity and layers of flavor: currants, wild mint, bay and tobacco leaf and five-spice powder. Polished, vanillin oak is present, too, but rides in the backseat. The mouthfeel is silky and fleshy, with fine, well-structured tannins holding together a powerful wine. Tangy fruit and savory, herbal notes linger on the finish. Drink 2022–2040.                      Christina Pickard ",Old Adam,Bremerton 2015 Old Adam Shiraz (Langhorne Creek),$55, South Australia,95,Langhorne Creek,,Not rated yet [Add Your Review],Shiraz,2015,Bremerton
41,14.6%,"Sonoma County, Sonoma, California, US",750 ml,Red, US,5/1/2021,"
                      Pencil shavings, iron, crushed rock and lavender provide an earthy and savory opening to this bold, burly and impressive wine, bursting in black fruit. The oak is supportive and toasted, adding seasonings of white pepper, nutmeg and a touch of coffee, boosting an already heady experience of flavor and texture.                      Virginie Boone ",Grande,Donelan 2016 Grande Syrah (Sonoma County),N/A, California,95, Sonoma,Sonoma County,Not rated yet [Add Your Review],Syrah,2016,Donelan
42,12.5%,"Hawke's Bay, New Zealand",750 ml,Red, New Zealand,5/1/2021,"
                      Like its sister wine, Omahu, this is a precise, tightly knit wine for the cellar that beautifully captures both the power and the elegance of Hawke's Bay Syrah. Like a hug in a glass, it offers comforting aromas of melted chocolate, baking spice, ground pepper, fresh brambly berries and a hint of something more mineral. The palate is broad but focused, and more approachable young than Omahu. Tannins are beautifully textured, talc-like and spicy, cradling the pristine fruit. Drink now–2040.                      Christina Pickard ",Cru Heretaunga,Smith and Sheth 2018 Cru Heretaunga Syrah (Hawke's Bay),$50,Hawke's Bay,95,,,Not rated yet [Add Your Review],Syrah,2018,Smith and Sheth
43,13%,"Hawke's Bay, New Zealand",750 ml,Red, New Zealand,5/1/2021,"
                      The latest vintage of Homage is a strong one. Straight out of the gate it offers heady aromas of cherries, mint, baking and savory spices, black olives and violets. The oak is fairly prominent, too. In the mouth it's taut and linear, with fine, savory tannins and lovely lifted fruit and spice throughout. Should have a long and beautiful life ahead of it. Drink now–2040.                      Christina Pickard ",Homage,Trinity Hill 2018 Homage Syrah (Hawke's Bay),$120,Hawke's Bay,95,,,Not rated yet [Add Your Review],Syrah,2018,Trinity Hill
44,14.5%,"Gigondas, Rhône Valley, France",750 ml,Red, France,5/1/2021,"
                      Notes of camphor and licorice lend sultry, spicy inflections to blueberry and cassis in this rare 100% Syrah from Gigondas. Fermented predominantly destemmed and matured 18 months in oak casks, it's a profoundly fruity, powerful wine but silky and lifted too. Delicious already, the wine should improve through 2030.                      Anna Lee C. Iijima ",Les Routes,Domaine des Bosquets 2018 Les Routes  (Gigondas),$75, Rhône Valley,95,Gigondas,,Not rated yet [Add Your Review],Syrah,2018,Domaine des Bosquets
45,13%,"Hawke's Bay, New Zealand",750 ml,Red, New Zealand,5/1/2021,"
                      The cellar is the only place for this austere and tightly structured Syrah for the time being, but with a little patience, it should reward in spades. Aromas of pristine red berry fruit, savory herbs and spices, graphite and prominent oak are wound tightly in dusty, chiseled tannins. Depth, balance, length and poise—it's all here. An expertly structured wine hinting at decades of deliciousness to come. Drink 2023–2040.                      Christina Pickard ",Cru Omahu,Smith and Sheth 2018 Cru Omahu Syrah (Hawke's Bay),$50,Hawke's Bay,95,,,Not rated yet [Add Your Review],Syrah,2018,Smith and Sheth
46,13.5%,"Hawke's Bay, New Zealand",750 ml,Red, New Zealand,5/1/2021,"
                      Te Mata's estate Syrah is once again a lucid, approachable beauty. This vintage is more layered than the previous one, unraveling flavors and textures. First bright cherry and plums, then graphite, savory herbs and floral aromas like herbs de Provence. In fact, there's a Southern French kitchen feel about this in general. The palate is linear and taut, with leathery tannins, crisp acidity and tart fruit. There's a savory edge to the finish. A serious yet highly drinkable Syrah, especially when paired with roast lamb.                      Christina Pickard ",Estate Vineyards,Te Mata 2019 Estate Vineyards Syrah (Hawke's Bay),$22,Hawke's Bay,95,,,Not rated yet [Add Your Review],Syrah,2019,Te Mata
47,13.5%,"Bennett Valley, Sonoma, California, US",750 ml,Red, US,5/1/2021,"
                      In collaboration with Yves Cuilleron, this is made in a Côte-Rôtie style with a touch of Viognier cofermented within. Lively in acidity and enduringly fresh, it offers varietal garrigue and brooding blackberry and cherry dappled in black and white pepper, the texture supple and impressive in length and breadth.                      Virginie Boone ",Cuilleron Vivio Vineyard,MacLaren 2017 Cuilleron Vivio Vineyard Syrah (Bennett Valley),$56, California,95, Sonoma,Bennett Valley,Not rated yet [Add Your Review],Syrah,2017,MacLaren
48,14.1%,"Côte Rôtie, Rhône Valley, France",750 ml,Red, France,5/1/2021,"
                      Syrah's sultry cassis and blackberry flavors are lifted by Viognier's airy floral perfume in this full-bodied, robust red. Etched by schist and a piercing vein of iodine, it's a deeply fruity but complex wine that wears its earthen, smoky subtleties with finesse. The finish lingers on a grip of fine, sandpapery tannins. At peak from 2022–2030, the wine will hold much longer still.                      Anna Lee C. Iijima ",,Maison Les Alexandrins 2018  Côte Rôtie,$89, Rhône Valley,95,Côte Rôtie,,Not rated yet [Add Your Review],Syrah-Viognier,2018,Maison Les Alexandrins
49,14%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Red, US,5/1/2021,"
                      Roasted black plum, star anise, clove, charred beef and hints of tar show on the dynamic nose of this cool-climate Syrah bottling. The mouthfeel is lighter and airy, delivering freshly cracked peppercorn, lavender, dark berry and lightly gamy flavors of singed hair and flesh.                      Matt Kettmann ",,Spear 2018 Syrah (Sta. Rita Hills),$45, California,94, Central Coast,Sta. Rita Hills,Not rated yet [Add Your Review],Syrah,2018,Spear
50,13.5%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Red, US,5/1/2021,"
                      Asphalt, tar and uncracked black pepper aromas make for a spicy, reductive nose on this bottling, which saw 66% whole cluster fermentation, yet there are also waves of riper black-raspberry jam and warm hints of toast. It's light in the glass, offering dried cranberry, white pepper and eucalyptus-leaf flavors.                      Matt Kettmann ",Block 19,Spear 2018 Block 19 Syrah (Sta. Rita Hills),$60, California,94, Central Coast,Sta. Rita Hills,Not rated yet [Add Your Review],Syrah,2018,Spear
51,14.5%,"McLaren Vale, South Australia, Australia",750 ml,Red, Australia,5/1/2021,"
                      This vintage of single-block, biodynamically grown Shiraz is more textbook than the cooler 2017. While it lacks the sexiness of '17, it still offers more restraint and elegance than many of its South Aussie counterparts. An aromatic lift of tangy blueberry, raspberry and plum fruit interlaces gentle baking spice, ground pepper and terra-cotta notes. There's muscle to the highly textural tannins (both chalky and granular), but it's woven into layers of flavor. A charming yet serious wine for drinking now until 2030.                      Christina Pickard ",King's Wood,Yangarra 2018 King's Wood Shiraz (McLaren Vale),$55, South Australia,94,McLaren Vale,,Not rated yet [Add Your Review],Shiraz,2018,Yangarra
