,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
10,13.5%,"Pfalz, Germany",750 ml,Red, Germany,7/1/2021,"
                      It only takes a whiff to appreciate the intense ripeness and power of black cherries and plums in this deeply concentrated, complex red. Sourced from 50-year-old vines planted on lime-marl soils on the Alsatian border, it's a rich but vibrantly balanced, profoundly earthen Pinot Noir framed in fine, gripping tannins. Tasted in January 2021, it's still an electric, youthful wine that will only improve through 2035.                      Anna Lee C. Iijima ",Kammerberg,Friedrich Becker 2015 Kammerberg Pinot Noir (Pfalz),$167,Pfalz,95,,,Not rated yet [Add Your Review],Pinot Noir,2015,Friedrich Becker
11,14.1%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Brick-black-raspberry-jam aromas are cut by pine needle, damp herbs and wet cement on the nose of this bottling. The palate packs fresh cranberry with seared orange-rind flavors, as hints of sage and pine linger into the finish.                      Matt Kettmann ",Block M,Melville 2019 Block M Pinot Noir (Sta. Rita Hills),$62, California,95, Central Coast,Sta. Rita Hills,Not rated yet [Add Your Review],Pinot Noir,2019,Melville
12,14.1%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Brick-black-raspberry-jam aromas are cut by pine needle, damp herbs and wet cement on the nose of this bottling. The palate packs fresh cranberry with seared orange-rind flavors, as hints of sage and pine linger into the finish.                      Matt Kettmann ",Block M,Melville 2019 Block M Pinot Noir (Sta. Rita Hills),$62, California,95, Central Coast,Sta. Rita Hills,Not rated yet [Add Your Review],Pinot Noir,2019,Melville
13,13.6%,"Sonoma Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      Boldly flavorful and structured, this estate wine was fermented with 25% whole-cluster grapes, adding texture and supple depth to an already elegant frame. Succulent in tangy currant, cherry and raspberry, it hints at forest, black tea and turned earth beneath. Time further aging should be rewarded; enjoy best from 2028 through 2033.                      Virginie Boone ",,Hanzell 2018 Pinot Noir (Sonoma Valley),$98, California,95, Sonoma,Sonoma Valley,Not rated yet [Add Your Review],Pinot Noir,2018,Hanzell
14,12.9%,"Sonoma Coast, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      From an east-facing ridge above Occidental, this perfumed wine opens in fresh notes of herb de Provence—a feral, seductive statement of what's to come. Structured, complex and ageworthy, this tiny-production offering continues in cranberry, compost and black tea, the bright acidity laced throughout.                      Virginie Boone ",MK Vineyard Estate Grown,Small Vines 2018 MK Vineyard Estate Grown Pinot Noir (Sonoma Coast),$89, California,95, Sonoma,Sonoma Coast,Not rated yet [Add Your Review],Pinot Noir,2018,Small Vines
15,12.8%,"Mendocino Ridge, Mendocino County, California, US",750 ml,Red, US,7/1/2021,"
                      This bold but light-bodied wine wraps phenomenal fruitiness and freshness in lively acidity and fine-grained tannins for a rare mix of vibrancy and concentration. It stops short of full ripeness and lures with red cherry, sour cherry and rhubarb flavors that are intense and long. Best from 2024.                      Jim Gordon ",Faîte de Mer Farm,Drew 2019 Faîte de Mer Farm Pinot Noir (Mendocino Ridge),$60, California,95, Mendocino County,Mendocino Ridge,Not rated yet [Add Your Review],Pinot Noir,2019,Drew
16,13%,"Mendocino Ridge, Mendocino County, California, US",750 ml,Red, US,7/1/2021,"
                      This tempting, trim wine is alive with red-cherry, rhubarb and raspberry flavors that hold back a bit on ripeness but offer a palate-tingling vibrancy and great balance. Because of its tempting restraint yet good focus and linger finish, it keeps calling for another sip. Best from 2024.                      Jim Gordon ",Valenti Ranch,Drew 2019 Valenti Ranch Pinot Noir (Mendocino Ridge),$60, California,95, Mendocino County,Mendocino Ridge,Not rated yet [Add Your Review],Pinot Noir,2019,Drew
17,13.7%,"Green Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      With savory fruit and an edgy structure, this wine intrigues and beguiles, offering rose petal, wet stone, blueberry and black cherry alongside firm, well-integrated tannins. Balanced and bright, it evolves to show shades of black tea and forest floor that keep it complex.                      Virginie Boone ",Emerald Ridge Vineyard,Dutton-Goldfield 2018 Emerald Ridge Vineyard Pinot Noir (Green Valley),$68, California,95, Sonoma,Green Valley,Not rated yet [Add Your Review],Pinot Noir,2018,Dutton-Goldfield
18,14.5%,"Ribbon Ridge, Willamette Valley, Oregon, US",750 ml,Red, US,7/1/2021,"
                      Among a superb lineup from Harper Voit, this takes the blue ribbon. Scents of Bourbon barrel, vanilla and tea entice, then thread through flavors of pomegranate and red berries. It's wound up tight, with compact power that suggests a long life ahead. The balance, complexity and finishing details are exceptional.                      Paul Gregutt ",Bramble Hill Vineyard,Harper Voit 2018 Bramble Hill Vineyard Pinot Noir (Ribbon Ridge),$65, Oregon,95, Willamette Valley,Ribbon Ridge,Not rated yet [Add Your Review],Pinot Noir,2018,Harper Voit
19,12.7%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      This site was planted in 2001 on a ridge above the Laguna de Santa Rosa in Sebastopol. Deep, dark fruit takes on a surprising richness around subdued acidity and sumptuous, seductive tones of tea and baking spice. With impressive breadth it is complex and complicated, with tension and grace in equal measure.                      Virginie Boone ",Baranoff Vineyard Estate Grown,Small Vines 2018 Baranoff Vineyard Estate Grown Pinot Noir (Russian River Valley),$89, California,95, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Pinot Noir,2018,Small Vines
20,13%,"Toscana, Tuscany, Italy",750 ml,Red, Italy,7/1/2021,"
                      Enticing aromas of graphite, forest floor, menthol and tobacco mingle with whiffs of rhubarb pie in this Pinot Nero. Vibrant and focused, the savory palate delivers juicy red cherry, raspberry, star anise and white pepper before a salty, mineral finish. Bright acidity and taut, refined tannins provide support and balance. Drink 2022–2028.                      Kerin O’Keefe ",Villa di Bagnolo,Marchesi Pancrazi 2016 Villa di Bagnolo Pinot Nero (Toscana),$45, Tuscany,95,Toscana,,Not rated yet [Add Your Review],"Pinot Nero, Pinot Noir",2016,Marchesi Pancrazi
21,13.1%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      This blends several single-vineyard estate sites including Baranoff and TBH together. It shows a mastery of nuance and elegance, with a funky opening of dried herb and forest needle. Dense tannins provide a foundation of structure and weight that settle in the glass and show immense potential for aging, the acidity pronounced and poised.                      Virginie Boone ",Estate Cuvée,Small Vines 2018 Estate Cuvée Pinot Noir (Russian River Valley),$65, California,95, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Pinot Noir,2018,Small Vines
22,13%,"Gevrey-Chambertin, Burgundy, France",750 ml,Red, France,7/1/2021,"
                      Old vines between 80 and 100 years in age have produced a concentrated, structured wine. Smoky and delicious already, it has a considerable future as well. Tannins, spice from wood aging and black fruits have come together to give a wine that should be ready from 2026.                      Roger Voss ",Vieilles Vignes,Domaine Gérard Seguin 2019 Vieilles Vignes  (Gevrey-Chambertin),$98, Burgundy,94,Gevrey-Chambertin,,Not rated yet [Add Your Review],Pinot Noir,2019,Domaine Gérard Seguin
23,13.6%,"Santa Cruz Mountains, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Deep aromas of candied black raspberry, lavender and violet are dark but lively on the nose of this blend of three vineyards from across the coastal side of the appellation. Crisp red fruit hits the palate with energy, then delivers warmer hints of charcuterie in layers of flavor.                      Matt Kettmann ",Unexplored Territory Partners' Reserve,Soquel Vineyards 2019 Unexplored Territory Partners' Reserve Pinot Noir (Santa Cruz Mountains),$50, California,94, Central Coast,Santa Cruz Mountains,Not rated yet [Add Your Review],Pinot Noir,2019,Soquel Vineyards
24,13.6%,"Santa Cruz Mountains, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Deep aromas of candied black raspberry, lavender and violet are dark but lively on the nose of this blend of three vineyards from across the coastal side of the appellation. Crisp red fruit hits the palate with energy, then delivers warmer hints of charcuterie in layers of flavor.                      Matt Kettmann ",Unexplored Territory Partners' Reserve,Soquel Vineyards 2019 Unexplored Territory Partners' Reserve Pinot Noir (Santa Cruz Mountains),$50, California,94, Central Coast,Santa Cruz Mountains,Not rated yet [Add Your Review],Pinot Noir,2019,Soquel Vineyards
25,14.1%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      This clonal showcase offers strong aromas of incense, bay leaf, iron shavings, mushroom and elderberry. These tones lead into a palate that's hefty in dry tannins, but they uphold the roasted berry, black-plum, iodine and forest-floor flavors.                      Matt Kettmann ",Clone 115,Fess Parker 2018 Clone 115 Pinot Noir (Sta. Rita Hills),$60, California,94, Central Coast,Sta. Rita Hills,Not rated yet [Add Your Review],Pinot Noir,2018,Fess Parker
26,13%,"Marlborough, New Zealand",750 ml,Red, New Zealand,7/1/2021,"
                      This Pinot blends fruit from three vineyards including TWR's home block of old, biodynamically farmed vines, and Clayvin, Giesen winery's prized single vineyard. Anna and Jason Flowerday's Pinot is vastly different than Giesen's however. It's more muscular, dark fruited and tautly wound, weaving plump plum and cherry fruit with savory and baking spice, bay leaf, clove and a lick of oatmeal-like oak. Tannins are powerful yet fine and chiseled. Should cellar beautifully until 2030 at least.                      Christina Pickard ",,Te Whare Ra 2017 Pinot Noir (Marlborough),$30,Marlborough,94,,,Not rated yet [Add Your Review],Pinot Noir,2017,Te Whare Ra
27,14%,"Dundee Hills, Willamette Valley, Oregon, US",750 ml,Red, US,7/1/2021,"
                      Scented with toasted hazelnuts, and sporting flavors of rhubarb-strawberry pie, this delicious wine just keeps on giving, even as it trails away. As with several of the winery's 2018s, it comes with a whiff of funk, here a light and pleasant accent. The overall balance and length punch up the score. About 30% of the barrels were new.                      Paul Gregutt ",Bella Vida Vineyard,Fullerton 2018 Bella Vida Vineyard Pinot Noir (Dundee Hills),$65, Oregon,94, Willamette Valley,Dundee Hills,Not rated yet [Add Your Review],Pinot Noir,2018,Fullerton
28,13.6%,"McMinnville, Willamette Valley, Oregon, US",750 ml,Red, US,7/1/2021,"
                      This fine-tuned elaboration emphasizes the fruit component of this biodynamic vineyard with crisp, fresh raspberry flavors upfront. The wet rock minerality of the AVA and the inherent herbal pungency of the site are threaded in, and the finish is buoyed with juicy acidity that brightens it. Slightly more than one-quarter of the barrels were new.                      Paul Gregutt ",Momtazi Vineyard,Fullerton 2018 Momtazi Vineyard Pinot Noir (McMinnville),$65, Oregon,94, Willamette Valley,McMinnville,Not rated yet [Add Your Review],Pinot Noir,2018,Fullerton
29,14.4%,"Eola-Amity Hills, Willamette Valley, Oregon, US",750 ml,Red, US,7/1/2021,"
                      The blend once again is Pommard and Calera clones. This is a supple, layered wine, which impresses immediately with its aromatic complexity. Raspberry, orange marmalade, a streak of caramel and polished tannins evoking green tea are beautifully integrated. The flavors continue unimpeded through a long and nicely detailed finish.                      Paul Gregutt ",Bieze Vineyard,Harper Voit 2017 Bieze Vineyard Pinot Noir (Eola-Amity Hills),$65, Oregon,94, Willamette Valley,Eola-Amity Hills,Not rated yet [Add Your Review],Pinot Noir,2017,Harper Voit
30,14.5%,"Mendocino Ridge, Mendocino County, California, US",750 ml,Red, US,7/1/2021,"
                      Pure, focused and vibrant fruit flavors at the core of this elegant, superbly balanced wine give it a rare vibrancy and power. Delicious, tangy red and black cherry mingle with light cinnamon and ginger accents on a nicely firm palate of fine-grained tannins and fresh acidity. Best from 2025.                      Jim Gordon ",Mid-Elevation,Drew 2019 Mid-Elevation Pinot Noir (Mendocino Ridge),$32, California,94, Mendocino County,Mendocino Ridge,Not rated yet [Add Your Review],Pinot Noir,2019,Drew
31,13.8%,"Sonoma Coast, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      Having spent nine months in new French oak, this wine offers a mix of bright acidity and crunchy red fruit. It uncovers white pepper, lavender and forest floor accents as it develops, yielding a wine that shows tremendous value for the quality.                      Virginie Boone ",Sebella,Hanzell 2019 Sebella Pinot Noir (Sonoma Coast),$45, California,94, Sonoma,Sonoma Coast,Not rated yet [Add Your Review],Pinot Noir,2019,Hanzell
32,14.2%,"Sonoma Coast, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      From the far reaches of Annapolis, this coastal site contributes enviable elegance and delicacy to a core of enduring freshness and crisp red fruit. Light on its feet, it offers pomegranate, cranberry and a twist of orange peel, finishing in tea and firm, supple tannin.                      Virginie Boone ",Campbell Ranch,AldenAlli 2017 Campbell Ranch Pinot Noir (Sonoma Coast),$72, California,94, Sonoma,Sonoma Coast,Not rated yet [Add Your Review],Pinot Noir,2017,AldenAlli
33,13.5%,"San Luis Obispo County, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Plump and juicy aromas of mulberry, violet, lilac and lavender make for an elegant entry to the nose of this bottling. The deeply layered elegance expands to the palate, where berry, plum and pomegranate flavors are decorated by nutmeg and mace.                      Matt Kettmann ",Spanish Springs Vineyard,Loring Wine Company 2019 Spanish Springs Vineyard Pinot Noir (San Luis Obispo County),$54, California,94, Central Coast,San Luis Obispo County,Not rated yet [Add Your Review],Pinot Noir,2019,Loring Wine Company
34,12.9%,"Russian River Valley, Sonoma, California, US",750 ml,Rose, US,7/1/2021,"
                      Made predominantly from grapes grown at the Fog Dance Vineyard, a vineyard-designate of its own, this memorably delicious wine is light in color and delicately inviting in tangerine, peach and strawberry. Stainless-steel fermented, it remains crisp on the palate with just a touch of orangesicle richness on the finish.                      Virginie Boone ",Rosé of,Hartford Court 2020 Rosé of Pinot Noir (Russian River Valley),$30, California,94, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Pinot Noir,2020,Hartford Court
35,13.7%,"Santa Cruz Mountains, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      The nose on this blend of nine clones from three vineyards touches both juicy fruit and minty earth, as aromas range from warm cherry, vanilla and crème brûlée to forest herb. The sip shows generous waves of cherry, raspberry and pomegranate, riding a taut midpalate into the forest-floor elements of the finish.                      Matt Kettmann ",Stretched Boundaries Partners' Reserve,Soquel Vineyards 2019 Stretched Boundaries Partners' Reserve Pinot Noir (Santa Cruz Mountains),$50, California,94, Central Coast,Santa Cruz Mountains,Not rated yet [Add Your Review],Pinot Noir,2019,Soquel Vineyards
36,12.9%,"Russian River Valley, Sonoma, California, US",750 ml,Rose, US,7/1/2021,"
                      Made predominantly from grapes grown at the Fog Dance Vineyard, a vineyard-designate of its own, this memorably delicious wine is light in color and delicately inviting in tangerine, peach and strawberry. Stainless-steel fermented, it remains crisp on the palate with just a touch of orangesicle richness on the finish.                      Virginie Boone ",Rosé of,Hartford Court 2020 Rosé of Pinot Noir (Russian River Valley),$30, California,94, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Pinot Noir,2020,Hartford Court
37,13.5%,"Santa Lucia Highlands, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Opulent aromas of creamy baked blackberry and boysenberry pie meet with strawberry rhubarb and sea-salt caramel on the rich nose of this bottling. Warm and heavy spices of star anise and clove decorate the palate, where flavors of plum pudding and blackberry compote make for a powerful sip.                      Matt Kettmann ",Cortada Alta Vineyard,Loring Wine Company 2019 Cortada Alta Vineyard Pinot Noir (Santa Lucia Highlands),$54, California,94, Central Coast,Santa Lucia Highlands,Not rated yet [Add Your Review],Pinot Noir,2019,Loring Wine Company
38,14.3%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,Red, US,7/1/2021,"
                      This svelte, elegant wine delivers the finesse that only the best Pinots possess. Cranberry-raspberry fruit flavors are light and fresh, gently accented with just-picked garden herbs. The overall elegance, depth and balance suggest a long life ahead. Drink 2023–2033.                      Paul Gregutt ",Antiquum Vineyard,Harper Voit 2017 Antiquum Vineyard Pinot Noir (Willamette Valley),$65, Oregon,94, Willamette Valley,Willamette Valley,Not rated yet [Add Your Review],Pinot Noir,2017,Harper Voit
39,14.3%,"Ribbon Ridge, Willamette Valley, Oregon, US",750 ml,Red, US,7/1/2021,"
                      From this tiny site atop Ribbon Ridge come some of the winery's finest Pinots. Lush aromas with a pinpoint focus on dusty raspberry fruit are highlighted with accents of powdered coffee. The AVA's uplifted sedimentary soils add a hint of seashell also. It's a splendid wine, as is the 2018 edition.                      Paul Gregutt ",Bramble Hill Vineyard,Harper Voit 2017 Bramble Hill Vineyard Pinot Noir (Ribbon Ridge),$65, Oregon,94, Willamette Valley,Ribbon Ridge,Not rated yet [Add Your Review],Pinot Noir,2017,Harper Voit
40,14.2%,"Dundee Hills, Willamette Valley, Oregon, US",750 ml,Red, US,7/1/2021,"
                      Firm and tart, this punches through with pretty raspberry and cherry fruit, set upon a substantial tannic base. The balance is spot-on, and the lengthy finish proposes cellaring awhile longer before pulling the cork. Drink 2024–2035.                      Paul Gregutt ",Terrarossa Vineyard,Harper Voit 2017 Terrarossa Vineyard Pinot Noir (Dundee Hills),$65, Oregon,94, Willamette Valley,Dundee Hills,Not rated yet [Add Your Review],Pinot Noir,2017,Harper Voit
41,13.6%,"Sonoma Coast, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      This vineyard always shows classic cool-climate elements and edge, the acidity intensely crisp and focused around sharp red-fruit tones of pomegranate and rhubarb. With well-integrated tannin and oak, it reveals secondary notes of black tea, forest and citrus peel before a peppery spicy finish.                      Virginie Boone ",Rice-Spivak Vineyard,Reeve 2018 Rice-Spivak Vineyard Pinot Noir (Sonoma Coast),N/A, California,94, Sonoma,Sonoma Coast,Not rated yet [Add Your Review],Pinot Noir,2018,Reeve
42,13.2%,"Sonoma Coast, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      This wine is made primarily from grapes grown on the coastal Baranoff Vineyard, planted in Goldridge soils with several clones in the mix. Sleek, sharp red fruit adorns a grippy midpalate of elegant power that finds its way to bright underlying acidity and a complexity of mineral and savory undertones.                      Virginie Boone ",Estate Cuvée,Small Vines 2018 Estate Cuvée Pinot Noir (Sonoma Coast),$55, California,94, Sonoma,Sonoma Coast,Not rated yet [Add Your Review],Pinot Noir,2018,Small Vines
43,14.1%,"Chalone, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Charred boysenberry, wild strawberry, chai spice and wet, gravelly soil aromas come through on the layered nose of this bottling. Oak spice sinks into the palate, framing the roasted raspberry and cardamom flavors, set atop a pleasantly rocky texture.                      Matt Kettmann ",Brosseau Vineyard,Fulcrum 2019 Brosseau Vineyard Pinot Noir (Chalone),$64, California,94, Central Coast,Chalone,Not rated yet [Add Your Review],Pinot Noir,2019,Fulcrum
44,14.1%,"Santa Barbara County, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      This new brand from Zaca Mesa focuses on Pinot Noir and Chardonnay, and this countywide Pinot blend is a stunner. Aromas of rainy slate, pomegranate and hibiscus roll into a palate of sumac, red fruit and light game that sizzles with acidity.                      Matt Kettmann ",,Tread 2019 Pinot Noir (Santa Barbara County),$40, California,94, Central Coast,Santa Barbara County,Not rated yet [Add Your Review],Pinot Noir,2019,Tread
45,13.3%,"San Luis Obispo County, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      The epitome of zestiness in a red wine, this lightly colored bottling begins with tart cranberry, orange zest, peppercorn and a hint of eucalyptus oil on the nose. Sichuan pepper and green-peppercorn flavors spice up the palate, where pomegranate and fresh acidity would pair well even with delicate fish.                      Matt Kettmann ",Bassi Vineyard,Scar of the Sea 2019 Bassi Vineyard Pinot Noir (San Luis Obispo County),$36, California,94, Central Coast,San Luis Obispo County,Not rated yet [Add Your Review],Pinot Noir,2019,Scar of the Sea
46,14.2%,"Sonoma Coast, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      From high atop the Petaluma Gap at 1,000-feet-elevation, this powerfully structured wine shows a density of tannin and ripe berry fruit. The grip gives in to a seductive midpalate of cardamom, black tea and crushed rock, showing texture and nuance amidst the concentration and spice.                      Virginie Boone ",Sunchase Vineyard,AldenAlli 2017 Sunchase Vineyard Pinot Noir (Sonoma Coast),$72, California,94, Sonoma,Sonoma Coast,Not rated yet [Add Your Review],Pinot Noir,2017,AldenAlli
47,13.9%,"Edna Valley, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Dark-plum and cherry-cordial aromas are lifted by star anise and a savory touch of game on the nose of this bottling. It lands with a rich mouthfeel on the palate, delivering earthy flavors of sage and thyme as well as baked wild strawberry fruit and spicy star anise and vanilla elements.                      Matt Kettmann ",Precious Stone Stone Corral Vineyard,Kynsi 2018 Precious Stone Stone Corral Vineyard Pinot Noir (Edna Valley),$68, California,94, Central Coast,Edna Valley,Not rated yet [Add Your Review],Pinot Noir,2018,Kynsi
48,13%,"Gevrey-Chambertin, Burgundy, France",750 ml,Red, France,7/1/2021,"
                      This small vineyard, just on the edge of the village of Gevrey-Chambertin, has produced a rich wine, still with obvious wood aging flavors that will integrate over the next years. The black fruits and structure promise aging, giving a wine that is dense and full. Drink from 2026.                      Roger Voss ",Craipillot Premier Cru,Domaine Gérard Seguin 2019 Craipillot Premier Cru  (Gevrey-Chambertin),$116, Burgundy,94,Gevrey-Chambertin,,Not rated yet [Add Your Review],Pinot Noir,2019,Domaine Gérard Seguin
49,13.5%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Quite jubilant on the nose, this single-vineyard expression pops with tangy cherry and raspberry-jam aromas, as fennel pollen and star anise add spice tones. That spice rack explodes on the palate, where cardamom and anise integrate into wild strawberry and plum flavors, with lavender and hibiscus lift on the finish.                      Matt Kettmann ",Peake Ranch Vineyard,Loring Wine Company 2019 Peake Ranch Vineyard Pinot Noir (Sta. Rita Hills),$54, California,94, Central Coast,Sta. Rita Hills,Not rated yet [Add Your Review],Pinot Noir,2019,Loring Wine Company
50,13.1%,"Ben Lomond Mountain, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Fresh and perfectly ripe aromas of strawberry and black raspberry meet with forest notes of juniper and bay plus a rusty minerality on the nose of this bottling. Grippy tannins frame the layered sip, where pomegranate and dark-plum flavors are woven through lavender, tea-leaf, cardamom and even coriander elements.                      Matt Kettmann ",Coast Grade Vineyard Partners' Reserve,Soquel Vineyards 2019 Coast Grade Vineyard Partners' Reserve Pinot Noir (Ben Lomond Mountain),$50, California,94, Central Coast,Ben Lomond Mountain,Not rated yet [Add Your Review],Pinot Noir,2019,Soquel Vineyards
