,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
10,12.5%,"Mosel, Germany",750 ml,White, Germany,4/1/2021,"
                      Pretty white blossom and lime perfume distinguishes this lithe Mosel Pinot Blanc from heftier, stonier expressions of the grape from the Pfalz or Rheinhessen. It's a delightfully spry, feather-light sip that packs a punch of zesty lemon, green-apple and pear flavors. The finish is long and minty fresh. Best now–2023.                      Anna Lee C. Iijima ",Saar Trocken,Willems-Willems 2018 Saar Trocken Weisser Burgunder (Mosel),$19,Mosel,91,,,Not rated yet [Add Your Review],"Weisser Burgunder, Pinot Blanc",2018,Willems-Willems
11,12.5%,"Rheinhessen, Germany",750 ml,White, Germany,4/1/2021,"
                      Pinot Blanc can be a quiet, subtle grape but Wittmann coaxes an abundance of crisp, vibrant pear and grapefruit flavors accented by toast and hazelnut here. Slim in profile and backed by a zesty mineral foundation, it's a fresh-footed, lime-inflected sip that should drink beautifully through 2024.                      Anna Lee C. Iijima ",Trocken,Wittmann 2019 Trocken Weissburgunder (Rheinhessen),$24,Rheinhessen,91,,,Not rated yet [Add Your Review],"Weissburgunder, Pinot Blanc",2019,Wittmann
12,12%,"Pfalz, Germany",750 ml,White, Germany,4/1/2021,"
                      Freshly cut pear and white blossoms abound in this light-bodied yet juicy white. Backed by zippy streaks of lemony acidity and a bristling mineral undertone, it's a dry, invigorating Pinot Blanc that should please a wide audience. At peak now–2024 but can hold further.                      Anna Lee C. Iijima ",Trocken,Lucashof 2019 Trocken Pinot Blanc (Pfalz),$19,Pfalz,91,,,Not rated yet [Add Your Review],Pinot Blanc,2019,Lucashof
13,12.5%,"Baden, Germany",750 ml,White, Germany,4/1/2021,"
                      Wisps of smoke, lime blossom and pear collide in this fresh-footed dry white. Green melon and apple flavors are pristine on the palate, edged by a fine filigree of cut stone and a zesty lemon acidity that lingers on the finish. A refreshing, elegant wine that's ready now but should hold through 2024.                      Anna Lee C. Iijima ",Kabinett Trocken,Salwey 2018 Kabinett Trocken Weissburgunder (Baden),$24,Baden,91,,,Not rated yet [Add Your Review],"Weissburgunder, Pinot Blanc",2018,Salwey
14,13.8%,"McMinnville, Willamette Valley, Oregon, US",750 ml,White, US,4/1/2021,"
                      This is nicely differentiated from both Pinot Gris and Chardonnay, grapes it may often closely resemble. Here it occupies the middle ground, picking up the apple, pear and melon fruit of the former, and some of the buttery barrel toast of the latter. Overall it's fresh, balanced and moderately long.                      Paul Gregutt ",Estate,Yamhill Valley 2018 Estate Pinot Blanc (McMinnville),$25, Oregon,91, Willamette Valley,McMinnville,Not rated yet [Add Your Review],Pinot Blanc,2018,Yamhill Valley
15,12.6%,"Seneca Lake, Finger Lakes, New York, US",750 ml,White, US,4/1/2021,"
                      Ripe yellow plum and apple aromas are met with gentle warm-spice accents on the nose of this Pinot Blanc that was fermented and aged in French oak. It's rounded and rather full in feel, with juicy yellow fruit leading the way but grounded by more delicate warm spices, candlewax and a gentle floral kick.                      Alexander Peartree ",,Hector Wine Company 2019 Pinot Blanc (Seneca Lake),$20, New York,91, Finger Lakes,Seneca Lake,Not rated yet [Add Your Review],Pinot Blanc,2019,Hector Wine Company
16,13.3%,"Dundee Hills, Willamette Valley, Oregon, US",750 ml,White, US,4/1/2021,"
                      This barrel-fermented wine features green and yellow apple flavors, edged with citrusy acidity. There's a hint of skin contact in the tart, sharp and well-defined finish. This should drink nicely over the next half decade.                      Paul Gregutt ",Reserve,Winter's Hill 2018 Reserve Pinot Blanc (Dundee Hills),$29, Oregon,90, Willamette Valley,Dundee Hills,Not rated yet [Add Your Review],Pinot Blanc,2018,Winter's Hill
17,11.9%,"North Fork of Long Island, Long Island, New York, US",750 ml,White, US,4/1/2021,"
                      A portion of this white is sourced from vineyards planted in 1983, making them some of the oldest on the North Fork. It kicks off with cohesive aromas of ripe yellow apple, pear, jasmine and lemongrass. These tones echo on the medium-bodied palate, where rounded, juicy fruit is met with bright, zesty acidity.                      Alexander Peartree ",Estate,Lieb 2019 Estate Pinot Blanc (North Fork of Long Island),$20, New York,90, Long Island,North Fork of Long Island,Not rated yet [Add Your Review],Pinot Blanc,2019,Lieb
18,12.5%,"Rheinhessen, Germany",750 ml,White, Germany,4/1/2021,"
                      Dry and intently steely, this light-bodied, electric white offers zesty pear and lemon flavors etched by flint and slate. It's a refreshing, zingy sip that's best enjoyed young but will hold through 2024.                      Anna Lee C. Iijima ",100 Hills Trocken,Wittmann 2019 100 Hills Trocken Weissburgunder (Rheinhessen),$16,Rheinhessen,90,,,Not rated yet [Add Your Review],"Weissburgunder, Pinot Blanc",2019,Wittmann
19,12%,"Pfalz, Germany",750 ml,White, Germany,4/1/2021,"
                      Pretty white blossom and peach notes perfume this bang-for-your-buck Pinot Blanc. It's an unusually exuberant, fruit-forward expression of a typically shy grape variety that should be enjoyed young but its pert acidity and concentrated flavors should hold well through 2023.                      Anna Lee C. Iijima ",,Villa Wolf 2019 Pinot Blanc (Pfalz),$12,Pfalz,90,,,Not rated yet [Add Your Review],Pinot Blanc,2019,Villa Wolf
20,13.5%,"Leithaberg, Austria",750 ml,White, Austria,3/1/2021,"
                      Notions of toasted hazelnut and wet chalk combine on the expressive nose. The palate is utterly concentrated but seemingly fizzing with bright freshness that adds lift to the nutty accent. Bright freshness and a creamy texture make an ideal picture. Drink 2025–2040.                      Anne Krebiehl MW ",Ried Haidsatz,Prieler 2018 Ried Haidsatz Pinot Blanc (Leithaberg),$68,Leithaberg,96,,,Not rated yet [Add Your Review],Pinot Blanc,2018,Prieler
21,12.5%,"Südsteiermark, Austria",750 ml,White, Austria,3/1/2021,"
                      The gentlest hazelnutty smoke plays on the nose and for now and obscures the bright lemon that illuminates the palate. The body has wonderful concentration and an inner, juicy core of pear and Mirabelle fruit, all held in a velvety, smooth embrace. It is this unusual combination of utterly slender freshness and soothing, textured depth that makes this wine so alluring. Drink now–2035.                      Anne Krebiehl MW ",Ried Höchtemmel,Schauer 2018 Ried Höchtemmel Weissburgunder (Südsteiermark),$45,Südsteiermark,95,,,Not rated yet [Add Your Review],"Weissburgunder, Pinot Blanc",2018,Schauer
22,12.5%,"Südsteiermark, Austria",750 ml,White, Austria,3/1/2021,"
                      A reductive funk still hovers above the shy nose. A lovely textural element on the palate recalls fresh yeast and soothes the incipient zestiness that tingles. This is a baby which has yet to round out, but the elements for lasting development are there: depth and freshness. Drink 2023–2033.                      Anne Krebiehl MW ",Ried Sulz,Tement 2018 Ried Sulz Weisser Burgunder (Südsteiermark),N/A,Südsteiermark,94,,,Not rated yet [Add Your Review],"Weisser Burgunder, Pinot Blanc",2018,Tement
23,13%,"Niederösterreich, Austria",750 ml,White, Austria,3/1/2021,"
                      Subtle hazelnut and wet chalk on the nose have a quiet sense of summer blossom and lemon about them. The palate also has this gentle, nutty dimension from a kiss of oak. It is beatuiful, serene and elegant, as well as age-worthy. Drink now–2030.                      Anne Krebiehl MW ",Alte Reben,Ebner-Ebenauer 2019 Alte Reben Weisser Burgunder (Niederösterreich),N/A,Niederösterreich,93,,,Not rated yet [Add Your Review],"Weisser Burgunder, Pinot Blanc",2019,Ebner-Ebenauer
24,13.5%,"Vienna, Austria",750 ml,White, Austria,3/1/2021,"
                      A shy nose reveals mere glimpses of freshly cut yellow apple, lemon and yeast. The palate is beautifully ripe and fresh at the same time. This needs a little more bottle age but will blossom in a year or two. its textural concentration, its freshness and pristine green pear and apple fruit stand it in good stead. Drink from 2022.                      Anne Krebiehl MW ",Ried Jungherrn,Stift Klosterneuburg 2019 Ried Jungherrn Weissburgunder (Vienna),N/A,Vienna,93,,,Not rated yet [Add Your Review],"Weissburgunder, Pinot Blanc",2019,Stift Klosterneuburg
25,12.9%,"Los Carneros, Napa-Sonoma, California, US",750 ml,White, US,3/1/2021,"
                      Fragrant and floral, this wine offers a steely texture of elegant crispness and vibrant acidity. Given time in both stainless-steel tank and neutral barrel, it shows off an array of green apple and pear, with a backdrop of lemongrass and stone.                      Virginie Boone ",Estate Vineyard,Ram's Gate 2019 Estate Vineyard Pinot Blanc (Los Carneros),$38, California,92, Napa-Sonoma,Los Carneros,Not rated yet [Add Your Review],Pinot Blanc,2019,Ram's Gate
26,13%,"Vienna, Austria",750 ml,White, Austria,3/1/2021,"
                      Gentle notes of ripe green pear and lemon fill the nose and announce a gentle but wonderfully fresh wine. The palate holds true and presents a beautifully slender but creamy body, lifted by ample lemony clarity. The dry, vivid finish is filled with exciting zestiness and soothing creaminess.                      Anne Krebiehl MW ",Ried Schenkenberg Grinzing,Fuhrgassl-Huber 2019 Ried Schenkenberg Grinzing Weisser Burgunder (Vienna),$30,Vienna,92,,,Not rated yet [Add Your Review],"Weisser Burgunder, Pinot Blanc",2019,Fuhrgassl-Huber
27,13%,"Niederösterreich, Austria",750 ml,White, Austria,3/1/2021,"
                      A slightly smoky nuttinness blends in with the pear and lemon notes on the nose. The nuttiness continues on the palate and is cushioned by lemon, yeast and smoke. This deserves a little bottle age to soften its edges. Drink from 2022.                      Anne Krebiehl MW ",Reserve,Martinshof 2017 Reserve Weissburgunder (Niederösterreich),N/A,Niederösterreich,91,,,Not rated yet [Add Your Review],"Weissburgunder, Pinot Blanc",2017,Martinshof
28,12.8%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,White, US,12/1/2020,"
                      In an excellent vintage for all the Brooks white wines, this Pinot Blanc is a particular success. The house style favors stainless steel, high acidity whites, which brings up the complex aromatics of citrus blossom and rind. The texture, minerality and flinty persistence provide a dense underpinning to a lingering finish.                      Paul Gregutt ",,Brooks 2019 Pinot Blanc (Willamette Valley),$22, Oregon,92, Willamette Valley,Willamette Valley,Not rated yet [Add Your Review],Pinot Blanc,2019,Brooks
29,12.5%,"Baden, Germany",750 ml,White, Germany,12/1/2020,"
                      Bottled in screw-cap form, this lovely Pinot Blanc sourced from volcanic soils benefits from a few minutes of aeration before serving. It's a thrillingly slim, linear expression of Pinot Blanc marked by crisp yellow plum and pear flavors and a distinctly smoky, earthen undertone. Revitalizing acidity lends zip to the finish. At peak now–2026.                      Anna Lee C. Iijima ",vom Löss,Franz Keller 2019 vom Löss Pinot Blanc (Baden),$38,Baden,91,,,Not rated yet [Add Your Review],Pinot Blanc,2019,Franz Keller
30,13%,"Österreichischer Sekt, Austria",750 ml,Sparkling, Austria,12/1/2020,"
                      Juicy notions of ripe Mirabelle plum fill the nose right away. The fine bubbles that rise almost carry a honeyed notion in them. The palate is creamy and fresh and has a pithy, slightly bitter phenolic backdrop that counters that rich juicy Mirabelle fruit. The finish is bone-dry and very fresh.                      Anne Krebiehl MW ",Methode Elementar Weissburgunder,Steininger NV Methode Elementar Weissburgunder Weissburgunder (Österreichischer Sekt),$49,Österreichischer Sekt,91,,,Not rated yet [Add Your Review],"Weissburgunder, Pinot Blanc",,Steininger
31,13.1%,"Chehalem Mountains, Willamette Valley, Oregon, US",750 ml,White, US,12/1/2020,"
                      Tight, well-defined apple fruit is buttressed with notes of fresh green herbs. There is a crystal-clear minerality underscoring the flavors and leading through a most refreshing finish. It's not a big, ripe wine, but excellent for this challenging vintage.                      Paul Gregutt ",Twelve Oaks Estate,Anne Amie 2017 Twelve Oaks Estate Pinot Blanc (Chehalem Mountains),$20, Oregon,90, Willamette Valley,Chehalem Mountains,Not rated yet [Add Your Review],Pinot Blanc,2017,Anne Amie
32,12.7%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,White, US,12/1/2020,"
                      Clean and crisp, this opens with fresh scents of herbs and citrus, and follows with tart fruit flavors of citrus and apple. Lemon is the dominant citrus note, and the tangy acidity reflects the moderate level of alcohol.                      Paul Gregutt ",,Lady Hill 2019 Pinot Blanc (Willamette Valley),$22, Oregon,88, Willamette Valley,Willamette Valley,Not rated yet [Add Your Review],Pinot Blanc,2019,Lady Hill
33,13.5%,"Chehalem Mountains, Willamette Valley, Oregon, US",750 ml,White, US,11/1/2020,"
                      Take your palate on a delicious run down a gantlet of lemon, lime, tangerine, apple and peach, all buoyed by sappy, juicy acids. It's lightly toasty, with a refreshing snap to the finish. And finally, new labels that do justice to the quality inside the bottle.                      Paul Gregutt ",Bryan Creek Vineyard,Adelsheim 2018 Bryan Creek Vineyard Pinot Blanc (Chehalem Mountains),$30, Oregon,92, Willamette Valley,Chehalem Mountains,Not rated yet [Add Your Review],Pinot Blanc,2018,Adelsheim
34,13%,"Santa Maria Valley, Central Coast, California, US",750 ml,White, US,11/1/2020,"
                      A testament to why this grape deserves more attention in the region, this white begins with lightly aromatic hints of jasmine, pear and wet stone. The palate is brisk and taut, offering underripe orange, apple peel and nectarine flavors.                      Matt Kettmann ",,J. Wilkes 2019 Pinot Blanc (Santa Maria Valley),$25, California,91, Central Coast,Santa Maria Valley,Not rated yet [Add Your Review],Pinot Blanc,2019,J. Wilkes
35,14.1%,"Livermore Valley, Central Coast, California, US",750 ml,White, US,11/1/2020,"
                      Smooth, suave and slightly nutty, this layered and concentrated wine is luxurious in texture and ripe in flavor, offering peach, pear and vanilla notes that are tasty and lingering.                      Jim Gordon ",Vintner Select,Longevity 2019 Vintner Select Pinot Blanc (Livermore Valley),$26, California,90, Central Coast,Livermore Valley,Not rated yet [Add Your Review],Pinot Blanc,2019,Longevity
36,12%,"Crémant d'Alsace, Alsace, France",750 ml,Sparkling, France,11/1/2020,"
                      This wine's subtle nose shows subtle yeast, citrus and green pear. The palate adds bright, juicy notes of stonefruit and ripe citrus, giving rounded and friendly freshness. Soft, fine mousse adds just the right amount of sparkle. It is light, elegant and oh so balanced.                      Anne Krebiehl MW ",Cuvée Julien Dopff,Dopff Au Moulin NV Cuvée Julien Dopff Pinot Auxerrois (Crémant d'Alsace),$24, Alsace,90,Crémant d'Alsace,,Not rated yet [Add Your Review],"Pinot Auxerrois, Pinot Blanc",,Dopff Au Moulin
37,12%,"Crémant d'Alsace, Alsace, France",750 ml,Sparkling, France,11/1/2020,"
                      Notions of creamy lemon yeast burst with every bubble that rises to this wine's surface. The body adds a subtle, textural yeasty backdrop while bubbles continue to froth, transporting more freshness against a mellow background. Slender, bright, vivid and smooth, it makes a beautiful aperitif.                      Anne Krebiehl MW ",Blanc de Blancs Brut,Dopff & Irion NV Blanc de Blancs Brut Pinot Auxerrois (Crémant d'Alsace),$19, Alsace,90,Crémant d'Alsace,,Not rated yet [Add Your Review],"Pinot Auxerrois, Pinot Blanc",,Dopff & Irion
38,12%,"Crémant d'Alsace, Alsace, France",750 ml,Sparkling, France,11/1/2020,"
                      This wine's nose is still shy, giving away just a little yeastiness and slight reduction. The palate shows some chalkiness in texture and a gentle, smooth but lively mousse. All this is backed by fruity ripeness and bright freshness, striking a dry balance.                      Anne Krebiehl MW ",Anne de K. Blanc de Blancs Brut,Bestheim NV Anne de K. Blanc de Blancs Brut Pinot Auxerrois (Crémant d'Alsace),$21, Alsace,90,Crémant d'Alsace,,Not rated yet [Add Your Review],"Pinot Auxerrois, Pinot Blanc",,Bestheim
39,12%,"Crémant d'Alsace, Alsace, France",750 ml,Sparkling, France,11/1/2020,"
                      Creamy, scented freshness reminiscent of white pear flesh and summer blossom is diffused by this wine's lively mousse. The exquisitely light body is bright, with a dry, refreshing finish. It would make a gorgeous aperitif.                      Anne Krebiehl MW ",Brut Premium,Bestheim NV Brut Premium Pinot Auxerrois (Crémant d'Alsace),$21, Alsace,90,Crémant d'Alsace,,Not rated yet [Add Your Review],"Pinot Auxerrois, Pinot Blanc",,Bestheim
40,12%,"Crémant d'Alsace, Alsace, France",750 ml,Sparkling, France,11/1/2020,"
                      In this wine, the scent of ripe Mirabelle fruit is complemented by gentle creaminess and citrus. Fruitiness also pervades the light, bright palate, where frothy mousse seems to push citrus freshness with urgency and charm. It's a full-fruited but slender wine.                      Anne Krebiehl MW ",Excellence Brut,La Cave des Vignerons de Pfaffenheim NV Excellence Brut Pinot Auxerrois (Crémant d'Alsace),$25, Alsace,90,Crémant d'Alsace,,Not rated yet [Add Your Review],"Pinot Auxerrois, Pinot Blanc",,La Cave des Vignerons de Pfaffenheim
41,13%,"Crémant d'Alsace, Alsace, France",750 ml,Sparkling, France,11/1/2020,"
                      On the nose of this wine, the bubbles carry a gentle note of Mirabelle plum to the surface, edged with lemony freshness. The slender palate offers fine foam, subtle fruit and citrus brightness that suggests lemon meringue pie. The finish is lemony, taut, fresh and dry.                      Anne Krebiehl MW ",Cuvée 1934,Helfrich NV Cuvée 1934 Pinot Blanc (Crémant d'Alsace),$22, Alsace,90,Crémant d'Alsace,,Not rated yet [Add Your Review],Pinot Blanc,1934,Helfrich
42,13.8%,"Carneros, Napa-Sonoma, California, US",750 ml,White, US,11/1/2020,"
                      Floral and pretty in apple blossom and lemon peel, this well-made white is high toned in acidity and freshness. It tastes of stone fruit and citrus, finishing steely and dry on the palate.                      Virginie Boone ",Grace Benoist Ranch Estate Grown,Etude 2018 Grace Benoist Ranch Estate Grown Pinot Blanc (Carneros),$35, California,90, Napa-Sonoma,Carneros,Not rated yet [Add Your Review],Pinot Blanc,2018,Etude
43,12%,"Crémant d'Alsace, Alsace, France",750 ml,Sparkling, France,11/1/2020,"
                      This wine's shy nose gives just hints of citrus but the frothy bubbles give a real sense of lemony freshness accompanied by gently ripe Mirabelle fruit. Slight yeastiness makes things softer but this slender wine is all about liveliness and froth.                      Anne Krebiehl MW ",Blanc de Blancs Brut,La Cave des Vignerons de Pfaffenheim NV Blanc de Blancs Brut Pinot Auxerrois (Crémant d'Alsace),$18, Alsace,89,Crémant d'Alsace,,Not rated yet [Add Your Review],"Pinot Auxerrois, Pinot Blanc",,La Cave des Vignerons de Pfaffenheim
44,12%,"Crémant d'Alsace, Alsace, France",750 ml,Sparkling, France,11/1/2020,"
                      Lemon, green apple and a hint of chalk all make an appearance on this wine's fresh nose. The palate conveys lightness, freshness and ease, enlivened by frothy bubbles that burst into even more lemony freshness. It is lively and dry on the finish.                      Anne Krebiehl MW ",Brut,Cave de Ribeauvillé NV Brut Pinot Auxerrois (Crémant d'Alsace),$23, Alsace,89,Crémant d'Alsace,,Not rated yet [Add Your Review],"Pinot Auxerrois, Pinot Blanc",,Cave de Ribeauvillé
45,12.5%,"Crémant d'Alsace, Alsace, France",750 ml,Sparkling, France,11/1/2020,"
                      Subtle pear notes appear softly at first on the nose and palate of this wine but are then propelled by lively, frothy mousse that adds vivid prickle. The body is light, dry and very refreshing.                      Anne Krebiehl MW ",Mayerling Brut,Cave de Turckheim NV Mayerling Brut Pinot Auxerrois (Crémant d'Alsace),$35, Alsace,89,Crémant d'Alsace,,Not rated yet [Add Your Review],"Pinot Auxerrois, Pinot Blanc",,Cave de Turckheim
46,12.5%,"Crémant d'Alsace, Alsace, France",750 ml,Sparkling, France,11/1/2020,"
                      Only subtle hints of ripe apple show on the nose of this wine, suggesting freshness and ease. The palate comes in with ripe juiciness on a light, dry body, made lively by the frothing fizz. Slight yeastiness rounds things out on the dry, refreshing finish.                      Anne Krebiehl MW ",Brut,Ruhlmann NV Brut Pinot Auxerrois (Crémant d'Alsace),$23, Alsace,89,Crémant d'Alsace,,Not rated yet [Add Your Review],"Pinot Auxerrois, Pinot Blanc",,Ruhlmann
47,12%,"Crémant d'Alsace, Alsace, France",750 ml,Sparkling, France,11/1/2020,"
                      Notes of Golden Delicious apple and fresh lemon are lively and open on this wine's nose. Light, juicy and foamy, the palate delivers refreshment and ease. The finish is dry and appetizing.                      Anne Krebiehl MW ",Mosaik Brut,Kuentz-Bas NV Mosaik Brut Pinot Auxerrois (Crémant d'Alsace),$24, Alsace,89,Crémant d'Alsace,,Not rated yet [Add Your Review],"Pinot Auxerrois, Pinot Blanc",,Kuentz-Bas
48,12%,"Crémant d'Alsace, Alsace, France",750 ml,Sparkling, France,11/1/2020,"
                      Notes of Golden Delicious apple and fresh lemon are lively and open on this wine's nose. Light, juicy and foamy, the palate delivers refreshment and ease. The finish is dry and appetizing.                      Anne Krebiehl MW ",Mosaik Brut,Kuentz-Bas NV Mosaik Brut Pinot Auxerrois (Crémant d'Alsace),$24, Alsace,89,Crémant d'Alsace,,Not rated yet [Add Your Review],"Pinot Auxerrois, Pinot Blanc",,Kuentz-Bas
49,12%,"Crémant d'Alsace, Alsace, France",750 ml,Sparkling, France,11/1/2020,"
                      Notes of white currant and lemon immediately rise from the glass. On the palate of this wine, the fruit takes on a riper hue, recalling juicy apple. Subtle creaminess and lively froth make this slender, fruit-driven wine fresh. The finish is dry and appetizing.                      Anne Krebiehl MW ",Comtes de Ribeauvillé Brut,Cave de Ribeauvillé NV Comtes de Ribeauvillé Brut Pinot Auxerrois (Crémant d'Alsace),$20, Alsace,88,Crémant d'Alsace,,Not rated yet [Add Your Review],"Pinot Auxerrois, Pinot Blanc",,Cave de Ribeauvillé
50,13.8%,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,White, US,11/1/2020,"
                      Crisp acid-driven fruit flavors of lemon, grapefruit and green apple dominate this wine, and turn it somewhat generic. It's a steely wine, with scents of iron filings and tight skin flavors wrapping up the finish. Try it with fresh caught trout.                      Paul Gregutt ",Estate Grown,Foris 2019 Estate Grown Pinot Blanc (Rogue Valley),$15, Oregon,87, Southern Oregon,Rogue Valley,Not rated yet [Add Your Review],Pinot Blanc,2019,Foris
51,13.5%,"Green Valley, Sonoma, California, US",750 ml,White, US,10/1/2020,"
                      Stainless-fermented, this perennially beautiful white is bursting in fruity, floral aromas and flavors of fresh apricot, peach and fig. Crushed rock, oyster shell and wet stone contribute a minerality that intrigues and adds complex composure, with high-toned acidity integrated throughout.                      Virginie Boone ",Dutton Ranch Shop Block,Dutton-Goldfield 2019 Dutton Ranch Shop Block Pinot Blanc (Green Valley),$30, California,94, Sonoma,Green Valley,Not rated yet [Add Your Review],Pinot Blanc,2019,Dutton-Goldfield
52,13.5%,"Collio, Northeastern Italy, Italy",750 ml,White, Italy,10/1/2020,"
                      Aromas of white stone fruit and spring blossoms mingle together in the glass along with a delicate scent of fresh bread dough. Elegant and savory, the polished, precise palate delivers ripe apple, pear and creamy white peach before a hint of white almond graces the finish. Bright acidity keeps youthfully tense and fresh.                      Kerin O’Keefe ",Santarosa,Castello di Spessa 2018 Santarosa Pinot Bianco (Collio),$22, Northeastern Italy,92,Collio,,Not rated yet [Add Your Review],"Pinot Bianco, Pinot Blanc",2018,Castello di Spessa
