,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
15,13.3%,"Sta. Rita Hills, Central Coast, California, US",750 ml,White, US,7/1/2021,"
                      Tight lime and Mandarin peel aromas meet with tart pear flesh on the sharp and crisp nose of this bottling. At first, the palate is driven by intense mineral flavors of chalk, and then waves of baked lemon, toast and sea salt slide in, making for complex enjoyment.                      Matt Kettmann ",Ashley's,Fess Parker 2019 Ashley's Chardonnay (Sta. Rita Hills),$44, California,94, Central Coast,Sta. Rita Hills,Not rated yet [Add Your Review],Chardonnay,2019,Fess Parker
16,13%,"Chablis, Burgundy, France",750 ml,White, France,7/1/2021,"
                      From the coolest of the premier crus, this wine is as much about texture as fruit. Young and taut with touches of spice and a steely edge, the wine is just setting out. Drink from 2023.                      Roger Voss ",Côte de Lechet Premier Cru,Les Hauts de Milly 2019 Côte de Lechet Premier Cru  (Chablis),$45, Burgundy,93,Chablis,,Not rated yet [Add Your Review],Chardonnay,2019,Les Hauts de Milly
17,14%,"Pouilly-Fuissé, Burgundy, France",750 ml,White, France,7/1/2021,"
                      From one of the terroirs of Pouilly-Fuissé that became recognized as a cru from the 2020 vintage, this wine shows class, richness and ripe yellow fruits. It is a full wine, spicy and with room for further aging. Drink this wine from 2023.                      Roger Voss ",Vers Cras,Domaine des Granges 2018 Vers Cras  (Pouilly-Fuissé),$57, Burgundy,93,Pouilly-Fuissé,,Not rated yet [Add Your Review],Chardonnay,2018,Domaine des Granges
18,13.1%,"Anderson Valley, Mendocino County, California, US",750 ml,White, US,7/1/2021,"
                      This dramatic wine offers a tantalizing bread-dough aroma that leads to bold flavors of toasted oak, baked apple, nutmeg and butter. Medium in body, it's wrapped in a smooth texture that also retains a tang of crisp acidity for good balance.                      Jim Gordon ",,Carpe Diem 2018 Chardonnay (Anderson Valley),$23, California,93, Mendocino County,Anderson Valley,Not rated yet [Add Your Review],Chardonnay,2018,Carpe Diem
19,13%,"Chablis, Burgundy, France",750 ml,White, France,7/1/2021,"
                      This wine's richness and concentration is impressive. With touches of wood aging giving spice and vanilla flavors, the wine is beautifully ripe. Yellow fruits and kiwi convey richness and a crisp, tangy aftertaste. Drink from 2023.                      Roger Voss ",Montée de Tonnerre Premier Cru,Defaix Frères 2019 Montée de Tonnerre Premier Cru  (Chablis),$60, Burgundy,93,Chablis,,Not rated yet [Add Your Review],Chardonnay,2019,Defaix Frères
20,13.9%,"Sta. Rita Hills, Central Coast, California, US",750 ml,White, US,7/1/2021,"
                      This winery's Chardonnays have existed on their own unique plane since the days when Greg Brewer was the winemaker. There's a yogurt-like dairy kick to the nose alongside orange peel, dried pear and sea salt. The palate is zesty with acidity and loaded with a range of citrus-peel and pith flavors plus a flash of guava, with a grippy texture pushing into the zippy finish.                      Matt Kettmann ",Estate,Melville 2018 Estate Chardonnay (Sta. Rita Hills),$38, California,93, Central Coast,Sta. Rita Hills,Not rated yet [Add Your Review],Chardonnay,2018,Melville
21,13.5%,"Russian River Valley, Sonoma, California, US",750 ml,White, US,7/1/2021,"
                      With a rich, dense and fruity nose of baked pear and tropical crème brûlée, this wine is broadly fleshy and lush, with underlying crispness that contrasts and keeps it effortlessly fresh. The bottle is incredibly heavy, but the wine is nicely light.                      Virginie Boone ",Sullivan Vineyard Dutton Ranch,The Calling 2018 Sullivan Vineyard Dutton Ranch Chardonnay (Russian River Valley),$51, California,93, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Chardonnay,2018,The Calling
22,13%,"Chassagne-Montrachet, Burgundy, France",750 ml,White, France,7/1/2021,"
                      Close to the village, this vineyard has produced a rich, full wine, layering acidity with toast, and freshness with ripe yellow fruits. The well-structured wine is marked with chiseled freshness and still maturing. Drink from 2022.                      Roger Voss ",Les Blanchots Dessous,Domaine Coffinet-Duvernay 2018 Les Blanchots Dessous  (Chassagne-Montrachet),$100, Burgundy,93,Chassagne-Montrachet,,Not rated yet [Add Your Review],Chardonnay,2018,Domaine Coffinet-Duvernay
23,12.5%,"Santa Cruz Mountains, Central Coast, California, US",750 ml,White, US,7/1/2021,"
                      This bottling begins with an intriguing yogurt note and then shifts into lemon curd, wet cement and crushed oyster shells on a fascinating, maritime-like line. That mix of tart dairy and crushed sea shells is also redolent throughout the palate, where lemongrass and key-lime-pith flavors add depth.                      Matt Kettmann ",Les Enfants de Soleil,Madson 2018 Les Enfants de Soleil Chardonnay (Santa Cruz Mountains),$32, California,93, Central Coast,Santa Cruz Mountains,Not rated yet [Add Your Review],Chardonnay,2018,Madson
24,14.1%,"Sta. Rita Hills, Central Coast, California, US",750 ml,White, US,7/1/2021,"
                      Tightly woven aromas of Meyer lemon peel, a hint of hard nectarine and the lightest brush of butter show on the nose of this bottling from the first spot to plant Chardonnay in the region. There's a great grip to the sip, where fresh citrus and stone-fruit flavors are wrapped in racy acidity and hints of stone and toast.                      Matt Kettmann ",Sanford & Benedict,Fess Parker 2019 Sanford & Benedict Chardonnay (Sta. Rita Hills),$40, California,93, Central Coast,Sta. Rita Hills,Not rated yet [Add Your Review],Chardonnay,2019,Fess Parker
25,13.2%,"Anderson Valley, Mendocino County, California, US",750 ml,White, US,7/1/2021,"
                      Seductive aromas of caramel and toast lead to buttery, apple-tart flavors on a medium body. This wine is nicely freshened by good green-apple acidity and stays relatively light in texture. Fermented by native yeast and aged in just 12% new oak, it is built for aging. Best from 2024.                      Jim Gordon ",Bahl Briney,Drew 2018 Bahl Briney Chardonnay (Anderson Valley),$32, California,92, Mendocino County,Anderson Valley,Not rated yet [Add Your Review],Chardonnay,2018,Drew
26,13%,"Los Carneros, Napa-Sonoma, California, US",750 ml,White, US,7/1/2021,"
                      Barrel-fermented and given nearly a year in 20% new oak, this white is ripe in apple and pear flavors, with an underlying richness of crème brûlée and flan. Lengthy and complex, it has measured lushness that gets a lift from crisp acidity.                      Virginie Boone ",Hundred Knot,RD 2019 Hundred Knot Chardonnay (Los Carneros),$35, California,92, Napa-Sonoma,Los Carneros,Not rated yet [Add Your Review],Chardonnay,2019,RD
27,14.5%,"Arroyo Seco, Central Coast, California, US",750 ml,White, US,7/1/2021,"
                      Lemon blossom, nectarine, damp sand and the lightest touch of butter make for a compelling nose. It's very racy on the palate, with a brisk lemon-juice flavor that cuts through the rounded tones of nectarine and apricot.                      Matt Kettmann ",Dijon Clone,Scott Family 2018 Dijon Clone Chardonnay (Arroyo Seco),$36, California,92, Central Coast,Arroyo Seco,Not rated yet [Add Your Review],Chardonnay,2018,Scott Family
28,14.5%,"North Coast, North Coast, California, US",750 ml,White, US,7/1/2021,"
                      This full-bodied, robust wine sports toasted oak and browned butter aromas followed by ripe Bosc pear and toasted almond flavors on a rich, mouthfilling texture. It is big and well balanced, offering lots of flavor along with appetizing structure.                      Jim Gordon ",Eleanora's Selection,Buena Vista 2018 Eleanora's Selection Chardonnay (North Coast),$44, California,92, North Coast,North Coast,Not rated yet [Add Your Review],Chardonnay,2018,Buena Vista
29,12.6%,"Ribbon Ridge, Willamette Valley, Oregon, US",750 ml,White, US,7/1/2021,"
                      Sourced from the Armstrong Vineyard atop Ribbon Ridge, this is an expressive wine with compelling minerality. The citrus fruits are tart and complex, running the gamut from lemon to grapefruit to orange. It's a sappy, tangy, textured, low alcohol style with a pleasing, lingering snap to the finish.                      Paul Gregutt ",Evening Primrose,Red Electric 2018 Evening Primrose Chardonnay (Ribbon Ridge),$33, Oregon,92, Willamette Valley,Ribbon Ridge,Not rated yet [Add Your Review],Chardonnay,2018,Red Electric
30,12.5%,"Bourgogne Côte d’Or, Burgundy, France",750 ml,White, France,7/1/2021,"
                      From vines on the edge of Puligny-Montrachet, this wine has a good pedigree. Fermented in wood, it has a toasty character that promises well for the future. Vanilla and spice go with fresh kiwi and apple flavors. Drink the wine from 2022.                      Roger Voss ",Chardonnay,Domaine Jean Chartron 2019 Chardonnay  (Bourgogne Côte d’Or),$26, Burgundy,92,Bourgogne Côte d’Or,,Not rated yet [Add Your Review],Chardonnay,2019,Domaine Jean Chartron
31,13.7%,"Santa Barbara County, Central Coast, California, US",750 ml,White, US,7/1/2021,"
                      Meyer lemon peel, white peach and a chalky tone show on the nose of this county blend—a new offering from Zaca Mesa. The palate is tense and loaded with lemon peel, nectarine and sea salt flavors.                      Matt Kettmann ",,Tread 2019 Chardonnay (Santa Barbara County),$35, California,92, Central Coast,Santa Barbara County,Not rated yet [Add Your Review],Chardonnay,2019,Tread
32,13.1%,"Chehalem Mountains, Willamette Valley, Oregon, US",750 ml,White, US,7/1/2021,"
                      Sourced from Dick Erath's 1968 planting, this shows the power and precision of old vine fruit, along with unique clones from Mount Eden and Calera. A wonderful time-travel wine, this mixes green apple, citrus and green melon fruit with softer flavors from aging in once-used French oak.                      Paul Gregutt ",Flood Line,Averaen 2019 Flood Line Chardonnay (Chehalem Mountains),$35, Oregon,92, Willamette Valley,Chehalem Mountains,Not rated yet [Add Your Review],Chardonnay,2019,Averaen
33,13%,"Pouilly-Fuissé, Burgundy, France",750 ml,White, France,7/1/2021,"
                      A sumptuous and tropical-fruit-flavored wine, this is ripe and densely textured. A touch of the minerality of Pouilly-Fuissé is almost overwhelmed by the concentrated fruitiness. Drink the wine from 2022.                      Roger Voss ",Vers Châne,Château de Lavernette 2018 Vers Châne  (Pouilly-Fuissé),$59, Burgundy,92,Pouilly-Fuissé,,Not rated yet [Add Your Review],Chardonnay,2018,Château de Lavernette
34,13%,"Chassagne-Montrachet, Burgundy, France",750 ml,White, France,7/1/2021,"
                      With rich fruits and a good balance between freshness and toastiness, this wine is subtle in its complexities. White-fruit and apple flavors give the wine a concentrated character, sliced with acidity and spice. Drink from 2023.                      Roger Voss ",,Domaine Coffinet-Duvernay 2018  Chassagne-Montrachet,$80, Burgundy,92,Chassagne-Montrachet,,Not rated yet [Add Your Review],Chardonnay,2018,Domaine Coffinet-Duvernay
35,14%,"Pouilly-Fuissé, Burgundy, France",750 ml,White, France,7/1/2021,"
                      Wood aging in large and small barrels has given this ripe, young wine extra richness. With its full spice and touches of yellow fruits the wine should age well. Drink from 2022.                      Roger Voss ",,Domaine des Granges 2019  Pouilly-Fuissé,$35, Burgundy,92,Pouilly-Fuissé,,Not rated yet [Add Your Review],Chardonnay,2019,Domaine des Granges
36,12.5%,"Santa Maria Valley, Central Coast, California, US",750 ml,White, US,7/1/2021,"
                      Lean and rocky on the nose at first, this steadily picks up warmer aromas of Pink Lady apple while retaining the wet stone and sea-shell sense. The palate grips with tight, crushed rock minerality, offering toasted almond warmth as a counterpoint.                      Matt Kettmann ",Vino de los Ranchos,Scar of the Sea 2019 Vino de los Ranchos Chardonnay (Santa Maria Valley),N/A, California,92, Central Coast,Santa Maria Valley,Not rated yet [Add Your Review],Chardonnay,2019,Scar of the Sea
37,13%,"Chablis, Burgundy, France",750 ml,White, France,7/1/2021,"
                      This freshest of the premier cru vineyards has produced a very crisp wine. Ripe yellow fruits and red apples show through spice and touches of vanilla. This wine is young and will be best from 2022.                      Roger Voss ",Côte de Lechet Premier Cru,Defaix Frères 2019 Côte de Lechet Premier Cru  (Chablis),$45, Burgundy,92,Chablis,,Not rated yet [Add Your Review],Chardonnay,2019,Defaix Frères
38,14.3%,"Chalone, Central Coast, California, US",750 ml,White, US,7/1/2021,"
                      Pure yet restrained aromas of white peach, butterscotch and sea salt make for an inviting entry to the nose of this bottling from a single block and clone. The palate is full in body, comforting yet not over the top, offering white peach and baked pear as well as cinnamon, hazelnut and crème brûlée flavors.                      Matt Kettmann ",Chalone Vineyard,Armida 2018 Chalone Vineyard Chardonnay (Chalone),$45, California,92, Central Coast,Chalone,Not rated yet [Add Your Review],Chardonnay,2018,Armida
39,14.1%,"Sta. Rita Hills, Central Coast, California, US",750 ml,White, US,7/1/2021,"
                      Very stony and chalky on the nose, this appellation blend offers light Asian pear, jicama, lime blossom and lemongrass on the nose. There's tremendous grip to the palate, framing otherwise delicate hints of Meyer lemon and brisk apple that ride laser-sharp acidity into the finish.                      Matt Kettmann ",,Tread 2019 Chardonnay (Sta. Rita Hills),$46, California,92, Central Coast,Sta. Rita Hills,Not rated yet [Add Your Review],Chardonnay,2019,Tread
40,13%,"Chablis, Burgundy, France",750 ml,White, France,7/1/2021,"
                      This premier cru from a cool vineyard site offers ripe fruit intensity and a richness to the texture. Despite the roundness, it still remains crisp and spicy, aided by a touch of vanilla. Drink from 2022.                      Roger Voss ",Côte de Lechet Premier Cru,Defaix Frères 2018 Côte de Lechet Premier Cru  (Chablis),$45, Burgundy,92,Chablis,,Not rated yet [Add Your Review],Chardonnay,2018,Defaix Frères
41,13%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,White, US,7/1/2021,"
                      The impact of the pandemic on the wine industry has led more than a few top-tier wineries to offer exceptional wines at bargain prices (relative to their past catalog). Here's one—a compendium of Willamette Valley grapes in a sculpted, vivid, sappy and accessible Chardonnay. Well-balanced apple, citrus, melon and white peach fruit are nicely ripened, blended and balanced. Drink now and over the next half decade.                      Paul Gregutt ",La Combe Verte,Walter Scott 2019 La Combe Verte Chardonnay (Willamette Valley),$28, Oregon,92, Willamette Valley,Willamette Valley,Not rated yet [Add Your Review],Chardonnay,2019,Walter Scott
42,14.1%,"Sonoma County, Sonoma, California, US",750 ml,White, US,7/1/2021,"
                      This line of wine by Bibiana González Rave punches above its weight. This bottling starts with aromas of tight pear, jasmine, white rose and Pink Lady apple on the nose. The palate is very tight in structure, yet delivers joyous white-flower flavors and racy acidity.                      Matt Kettmann ",,Alma de Cattleya 2019 Chardonnay (Sonoma County),$26, California,92, Sonoma,Sonoma County,Not rated yet [Add Your Review],Chardonnay,2019,Alma de Cattleya
43,13.4%,"Santa Lucia Highlands, Central Coast, California, US",750 ml,White, US,7/1/2021,"
                      There's a light touch of butter and macadamia nut on the nose of this bottling, which warms up the baked lemon and stony aromas. The palate is wrapped in a chalky tension, delivering flavors of lemon glaze, toasted apple and a rugged, sandstone-like minerality.                      Matt Kettmann ",Escolle Vineyard,I. Brand & Family 2018 Escolle Vineyard Chardonnay (Santa Lucia Highlands),$30, California,92, Central Coast,Santa Lucia Highlands,Not rated yet [Add Your Review],Chardonnay,2018,I. Brand & Family
44,14%,"El Dorado, Sierra Foothills, California, US",750 ml,White, US,7/1/2021,"
                      Spicy, toasty oak overtones blend well with ample notes of pear and baked apple in this full-bodied wine. It's not shy on the wood char, butter and vanilla elements, and matches them with delicious fruit and a mouthfilling texture that encourages a long finish.                      Jim Gordon ",Estate,Lava Cap 2019 Estate Chardonnay (El Dorado),$35, California,92, Sierra Foothills,El Dorado,Not rated yet [Add Your Review],Chardonnay,2019,Lava Cap
45,12.5%,"Van Duzer Corridor, Willamette Valley, Oregon, US",750 ml,White, US,7/1/2021,"
                      Made using the black Chardonnay method that is intentionally hyper-oxidized prior to fermenting, this wine is crisp in snappy apple and persimmon fruit. It was aged 14 months in half new French oak, softening the mouthfeel and adding pleasant notes of toast and butter.                      Paul Gregutt ",Coelho Vineyard,Coelho 2018 Coelho Vineyard Chardonnay (Van Duzer Corridor),$35, Oregon,92, Willamette Valley,Van Duzer Corridor,Not rated yet [Add Your Review],Chardonnay,2018,Coelho
46,13%,"Mâcon-Fuissé, Burgundy, France",750 ml,White, France,7/1/2021,"
                      A rich, well-textured wine, this has sophistication and ripeness. Touches of wood aging bring out the up-front apple and peach flavors as well as the tight mineral edge. Drink this wine from 2022.                      Roger Voss ",Vieilles Vignes,Rijckaert 2018 Vieilles Vignes  (Mâcon-Fuissé),$22, Burgundy,91,Mâcon-Fuissé,,Not rated yet [Add Your Review],Chardonnay,2018,Rijckaert
47,13%,"Bourgogne, Burgundy, France",750 ml,White, France,7/1/2021,"
                      Based in Meursault this producer is a white-wine specialist. This release shows good balance between wood aging, ripe acidity and peppered apple flavors. The wine has richness while keeping a fresh edge. Drink from late 2021.                      Roger Voss ",Cuvée Saint-Vincent,Vincent Girardin 2018 Cuvée Saint-Vincent  (Bourgogne),$26, Burgundy,91,Bourgogne,,Not rated yet [Add Your Review],Chardonnay,2018,Vincent Girardin
48,14.5%,"Livermore Valley, Central Coast, California, US",750 ml,White, US,7/1/2021,"
                      A welcome blend of toasty, flinty and buttery aromas leads to rather rich and generous pear and baked apple flavors. A full body and softish acidity let it relax on the palate.                      Jim Gordon ",DeMayo Vineyard,Darcie Kent Vineyards 2018 DeMayo Vineyard Chardonnay (Livermore Valley),$40, California,91, Central Coast,Livermore Valley,Not rated yet [Add Your Review],Chardonnay,2018,Darcie Kent Vineyards
49,14.5%,"Arroyo Seco, Central Coast, California, US",750 ml,White, US,7/1/2021,"
                      Peach blossom, warm buttercream and Nilla wafer aromas make for an invitingly rich nose on this bottling. The palate grabs attention with a lemon-pith grip, as white-peach lushness battles with an alkaline minerality, making for a flavorful yet not overdone expression.                      Matt Kettmann ",Jackson Estate Seco Highlands,Kendall-Jackson 2019 Jackson Estate Seco Highlands Chardonnay (Arroyo Seco),$40, California,91, Central Coast,Arroyo Seco,Not rated yet [Add Your Review],Chardonnay,2019,Kendall-Jackson
50,12.5%,"Bourgogne, Burgundy, France",750 ml,White, France,7/1/2021,"
                      This Meursault-based producer obviously understands Chardonnay because this wine is exemplary in its ripeness, smooth fruits and tight edge of acidity. The wine has richness, white fruits and hints of vanilla as well as attractive spiciness. Drink this wine now.                      Roger Voss ",Les Magnys,Domaine Buisson Battault 2018 Les Magnys  (Bourgogne),N/A, Burgundy,91,Bourgogne,,Not rated yet [Add Your Review],Chardonnay,2018,Domaine Buisson Battault
51,12.5%,"Bourgogne, Burgundy, France",750 ml,White, France,7/1/2021,"
                      This rich wine offers ripe yellow fruits and touches of vanilla. Along with its warm feeling and light acidity, it has a perfumed character that makes it exciting as well as drinkable.                      Roger Voss ",Cuvée Réserve Chardonnay,Maison Roche de Bellene 2018 Cuvée Réserve Chardonnay  (Bourgogne),$22, Burgundy,91,Bourgogne,,Not rated yet [Add Your Review],Chardonnay,2018,Maison Roche de Bellene
52,13.8%,"Edna Valley, Central Coast, California, US",750 ml,White, US,7/1/2021,"
                      Clean lines of buttercream, honeysuckle, lemon peel and light almond are toasty but fresh on the nose of this bottling. There is ample tension on the palate, which begins with a flash of acidic energy and crushed sea shell before delivering the richer flavors of baked pear, toasted almond and light butterscotch.                      Matt Kettmann ",,Biddle Ranch 2018 Chardonnay (Edna Valley),$34, California,91, Central Coast,Edna Valley,Not rated yet [Add Your Review],Chardonnay,2018,Biddle Ranch
53,13.5%,"Monterey County, Central Coast, California, US",750 ml,White, US,7/1/2021,"
                      This is a remarkable wine for the price, starting with warm aromas of peach, sea salt, macadamia nut and Meyer lemon peel. The palate is round in apple and orange rind flavors that accompany a buttercream and honeysuckle core. Bright acidity sparkles into the finish.                      Matt Kettmann ",,Golden 2019 Chardonnay (Monterey County),$15, California,91, Central Coast,Monterey County,Not rated yet [Add Your Review],Chardonnay,2019,Golden
54,13.9%,"Los Carneros, Napa-Sonoma, California, US",750 ml,White, US,7/1/2021,"
                      With a crisp entry of oyster shell, Meyer lemon and high-toned acidity, this wine remains bright and vibrant in the glass, with a bite of juicy green apple and well-integrated oak. It shows complexity and structure within its lively framework of balance and length.                      Virginie Boone ",,Vine Cliff 2019 Chardonnay (Los Carneros),$50, California,91, Napa-Sonoma,Los Carneros,Not rated yet [Add Your Review],Chardonnay,2019,Vine Cliff
55,14.1%,"Sta. Rita Hills, Central Coast, California, US",750 ml,White, US,7/1/2021,"
                      Aromas of salted nuts, dried lemon rind, orange peel, white peach and oak show on the nose of this bottling. The toasty qualities consume the sip, where baked apple and baking spice flavors meet with prevalent wood spice.                      Matt Kettmann ",Parker West,Fess Parker 2019 Parker West Chardonnay (Sta. Rita Hills),$40, California,91, Central Coast,Sta. Rita Hills,Not rated yet [Add Your Review],Chardonnay,2019,Fess Parker
