,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
10,14%,"Côtes de Bergerac, Southwest France, France",750 ml,Red, France,7/1/2021,"
                      Powerfully rich and already balanced, this showcase wine from the estate is produced from the best parcels. It is rich, offering ripe black fruits, succulent acidity and a fine future. Drink from 2023.                      Roger Voss ",Ortus de Château Bélingard,Château Bélingard 2018 Ortus de Château Bélingard Red (Côtes de Bergerac),$40, Southwest France,92,Côtes de Bergerac,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Bélingard
11,14.5%,"Cahors, Southwest France, France",750 ml,Red, France,7/1/2021,"
                      Rich and juicy, this is a well-balanced young wine. It has a great future as those tannins move away from center stage to allow space for the ripe black-plum and structured berry fruits. Give this wine plenty of time and drink from 2024.                      Roger Voss ",Château de Grézels Prestige,Les Vignobles Saint Didier Parnac 2019 Château de Grézels Prestige  (Cahors),$26, Southwest France,92,Cahors,,Not rated yet [Add Your Review],"Malbec-Merlot, Bordeaux-style Red Blend",2019,Les Vignobles Saint Didier Parnac
12,14.5%,"Cahors, Southwest France, France",750 ml,Red, France,7/1/2021,"
                      Rich and juicy, this is a well-balanced young wine. It has a great future as those tannins move away from center stage to allow space for the ripe black-plum and structured berry fruits. Give this wine plenty of time and drink from 2024.                      Roger Voss ",Château de Grézels Prestige,Les Vignobles Saint Didier Parnac 2019 Château de Grézels Prestige  (Cahors),$26, Southwest France,92,Cahors,,Not rated yet [Add Your Review],"Malbec-Merlot, Bordeaux-style Red Blend",2019,Les Vignobles Saint Didier Parnac
13,14.8%,"Mount Veeder, Napa, California, US",750 ml,Red, US,7/1/2021,"
                      Robust in tannin, leather and cigar notes, this burly, full-bodied wine blends 70% Cabernet Sauvignon with 15% Merlot and 15% Cabernet Franc. Significant in power and concentration, it finishes in a layering of sage, dried herb and tobacco.                      Virginie Boone ",Sage Vineyard,Darioush 2016 Sage Vineyard Red (Mount Veeder),$175, California,92, Napa,Mount Veeder,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2016,Darioush
14,14.5%,"Bergerac, Southwest France, France",750 ml,Red, France,7/1/2021,"
                      A blend of Merlot and Cabernet Sauvignon, this is a powerful, rich wine. The structure has now softened, giving perfumed and ripe black-fruit flavors. Touches of licorice and dark chocolate contrast the bold fruitiness. Drink now.                      Roger Voss ",No. 1 Saint-Cernin,Château Saint-Cernin 2017 No. 1 Saint-Cernin Red (Bergerac),$95, Southwest France,92,Bergerac,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2017,Château Saint-Cernin
15,15.3%,"Napa Valley, Napa, California, US",750 ml,Red, US,7/1/2021,"
                      This vintage of TD-9, named for the founder's favorite tractor, combines 56% Merlot, 23% Cabernet Sauvignon and 21% Malbec. Aromatic tones of rose and raspberry meet accents of cedar, tobacco leaf, iron and crushed rock, all while maintaining an intensely full-bodied, structured feel.                      Virginie Boone ",TD-9,Shafer 2018 TD-9 Red (Napa Valley),$60, California,92, Napa,Napa Valley,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Shafer
16,14.8%,"Adelaida District, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Pleasantly mineral-driven aromas of crushed gravel and chipped slate meet with baked blackberry on the nose of this blend of 59% Cabernet Sauvignon, 23% Cabernet Franc, 13% Malbec and 5% Merlot. That rocky tension extends to the sip, where baked plum flavors also arise.                      Matt Kettmann ",,Kiamie 2017 Meritage (Adelaida District),$50, California,91, Central Coast,Adelaida District,Not rated yet [Add Your Review],"Meritage, Bordeaux-style Red Blend",2017,Kiamie
17,14.5%,"Oak Knoll District, Napa, California, US",750 ml,Red, US,7/1/2021,"
                      A nearly equal blend of Merlot, Cabernet Sauvignon and Malbec from the Vale Vineyard, this wine is perfumed, structured and nicely fruity, with an earthy backbone. Rich yet balanced, it shows a depth of flavor that never gets overly fussy.                      Virginie Boone ",Proprietary,Trail 3150 2018 Proprietary Red (Oak Knoll District),$60, California,91, Napa,Oak Knoll District,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Trail 3150
18,12%,"Anjou, Loire Valley, France",750 ml,Red, France,7/1/2021,"
                      A blend of the two Cabernets, dominated by Cabernet Sauvignon, this single-vineyard, wood-aged wine, is spicy, perfumed with dense tannins and layers of black-currant fruit. With its fruit still full of energy, it is ready to drink. Organic.                      Roger Voss ",Le Clos Bertin,Château de Bois-Brinçon 2015 Le Clos Bertin Red (Anjou),$48, Loire Valley,91,Anjou,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2015,Château de Bois-Brinçon
19,14.5%,"Sonoma Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      A bold, full-bodied blend of 58% Cabernet Sauvignon with 14% Malbec, 14% Cabernet Franc, 9% Merlot and 5% Petit Verdot, all grown biodynamically, this wine offers earthy cedar and tobacco. Hearty plum and cherry notes continue along the midpalate, accented in nutmeg and cola, the toasted oak lingering for awhile.                      Virginie Boone ",Tribute Estate Grown,Benziger 2017 Tribute Estate Grown Red (Sonoma Valley),$85, California,90, Sonoma,Sonoma Valley,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2017,Benziger
20,14.7%,"Moon Mountain District Sonoma County, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      From the high-elevation appellation in the Mayacamas Mountains, this red is a blend of 53% Cabernet Franc, 22% Cabernet Sauvignon, 21% Petit Verdot and small amounts of Malbec and Merlot. Dark black fruit, anise and softened tannins make for a rich, rounded palate of moderate length and weight.                      Virginie Boone ",,Kunde 2016 Red (Moon Mountain District Sonoma County),$100, California,90, Sonoma,Moon Mountain District Sonoma County,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2016,Kunde
21,13.5%,"Anjou Villages, Loire Valley, France",750 ml,Red, France,7/1/2021,"
                      A blend of half-and-half Cabernet Sauvignon and Cabernet Franc, this wine shows plenty of structure. Still young it has considerable acidity as well as a firm, dry framework. It will develop well, the spicy fruits offering smoky richness. Drink the wine from 2022. Organic.                      Roger Voss ",Le Clos des Cosses,Château de Bois-Brinçon 2018 Le Clos des Cosses Red (Anjou Villages),$30, Loire Valley,90,Anjou Villages,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château de Bois-Brinçon
22,14.5%,"Bergerac, Southwest France, France",750 ml,Red, France,7/1/2021,"
                      This rich wine is powered by tannins and generous black-plum fruits. A concentrated wine, it has ripe berry flavors to balance the juicy acidity and solid, ageworthy structure. Drink from 2023.                      Roger Voss ",,Château Thénac 2018 Red (Bergerac),$30, Southwest France,90,Bergerac,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Thénac
23,15%,"Adelaida District, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      A focused elderberry aroma melds with a hint of thyme on the nose of this blend of 73% Cabernet Sauvignon, 12% Merlot, 8% Cabernet Franc and 7% Petit Verdot. The dark purple-fruit flavors pick up a foral accent on the palate, where woody tannins impart some bitterness.                      Matt Kettmann ",,Kiamie 2016 Meritage (Adelaida District),$50, California,90, Central Coast,Adelaida District,Not rated yet [Add Your Review],"Meritage, Bordeaux-style Red Blend",2016,Kiamie
24,14.5%,"Santa Ynez Valley, Central Coast, California, US",750 ml,Red, US,7/1/2021,"
                      Freshly smashed blackberry, rich violet and sweet new leather aromas show on the nose of this blend. Black-plum and lavender flavors pop on the palate, where the acidity is strong and driving into the finish.                      Matt Kettmann ",Gaviota,Jalama 2018 Gaviota Red (Santa Ynez Valley),$45, California,90, Central Coast,Santa Ynez Valley,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Jalama
25,14.2%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,7/1/2021,"
                      Made from 60% Merlot and 40% Cabernet Franc, this is a lovely, earthy and Old World style wine from a relatively cool site—the Merlot growing on the highest elevation block in the vineyard. With 14 months in French oak, 35% of it new, the wood profile is integrated and helps to accent the dried herb, cedar, pencil notes that dot soft, supple tannins.                      Virginie Boone ",The Hill Windsor Oaks Micro-Lot Reserve,Nottingham Cellars 2019 The Hill Windsor Oaks Micro-Lot Reserve Red (Russian River Valley),$60, California,90, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2019,Nottingham Cellars
26,14.5%,"Napa Valley, Napa, California, US",750 ml,Red, US,7/1/2021,"
                      This is a brawny and earthy blend of 47% Merlot, 44% Cabernet Sauvignon, 4% Cabernet Franc, 3% Petit Verdot and 2% Malbec. Together, they offer a seamless core of oak and blue fruit in a serviceable, affordable package.                      Virginie Boone ",,Kirkland Signature 2018 Red (Napa Valley),$11, California,88, Napa,Napa Valley,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Kirkland Signature
27,14.5%,"Saint-Émilion, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      With its rich swathe of Cabernet Sauvignon, this wine has density and immense structure balanced by stunning black fruits that give impressive promise. This powerful wine is probably the greatest ever produced from this estate. Drink from 2027.                      Roger Voss ",,Château Figeac 2018  Saint-Émilion,$245, Bordeaux,100,Saint-Émilion,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Figeac
28,13.5%,"Pauillac, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      An immensely structured wine, this is complex, concentrated and yet so contained. The wine impresses with its balance, layers of succulent black-currant fruits and effortless style. A wine for the long term, it should not be touched before 2029.                      Roger Voss ",,Château Lafite Rothschild 2018  Pauillac,$780, Bordeaux,100,Pauillac,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Lafite Rothschild
29,14.5%,"Pauillac, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      This great estate in southern Pauillac, facing the Latour vineyard, is at the top of its game. In this release, the tannins are as impressive and dense as the black fruits. Together they form a harmonious ensemble, richly structured, concentrated from the many old vines in the blend, and very ageworthy. Drink from 2027.                      Roger Voss ",,Château Pichon Baron 2018  Pauillac,$222, Bordeaux,100,Pauillac,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Pichon Baron
30,14.5%,"Saint-Julien, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      Vintage 2018 was generous to the style of Ducru-Beaucaillou. The rich character of wines from this estate is enhanced by the ripeness and concentration of this wine. At the same time it keeps an amazing freshness that comes out of the acidity. This wine will go down in the annals of this historic estate. It is not likely to approach drinkability before 2028.                      Roger Voss ",,Château Ducru-Beaucaillou 2018  Saint-Julien,$200, Bordeaux,100,Saint-Julien,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Ducru-Beaucaillou
31,14.5%,"Pauillac, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      Dense structure, powerful tannins and intense black fruits are contained within this wine that shows richness and sustained concentration as well as amazing freshness. The 86% Cabernet Sauvignon in the blend is the secret of this great wine that is sure to age magnificently. Don't think about drinking before 2029.                      Roger Voss ",,Château Mouton Rothschild 2018  Pauillac,$670, Bordeaux,99,Pauillac,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Mouton Rothschild
32,14.5%,"Margaux, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      This dense wine is almost black in color. Offering tannins and luscious black fruits, it is ripe with both structure and richness. The concentration and thought-provoking intensity are impressive. Drink this wine from 2028. Organic and biodynamic.                      Roger Voss ",,Château Palmer 2018  Margaux,$343, Bordeaux,99,Margaux,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Palmer
33,14.5%,"Pauillac, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      This famous estate at the southern end of Pauillac has produced a powerful wine. Packed blackberry fruits, laced with acidity, are just starting out on a long journey along with the tannins. The wine's elegance is beautifully preserved within the structure. With considerable potential, the wine should not be drunk before 2027.                      Roger Voss ",,Château Pichon Longueville Comtesse de Lalande 2018  Pauillac,$199, Bordeaux,98,Pauillac,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Pichon Longueville Comtesse de Lalande
34,14.5%,"Pauillac, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      This wine combines the richness of the vintage with a sophisticated structure of smoky tannins and spicy wood aging. It is still young, with a powerful structure and ripe, vibrant black-currant fruits. The wine needs plenty of aging. Drink from 2028. Organic and biodynamic.                      Roger Voss ",,Château Pontet-Canet 2018  Pauillac,$130, Bordeaux,98,Pauillac,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Pontet-Canet
35,14.5%,"Saint-Émilion, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      The first thing that strikes about this wine is its massive density. The second is the richness of the structured Cabernet Franc that is such an important element in the blend. Weight is balanced by the intense fruits and amazing freshness of a wine that has such concentration. This wine will age for years. Don't touch it before 2027.                      Roger Voss ",,Château Cheval Blanc 2018  Saint-Émilion,$700, Bordeaux,98,Saint-Émilion,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Cheval Blanc
36,14%,"Margaux, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      While this wine reflects the richness and density of the vintage, it also shows all the elegance of which a great Margaux is capable. The wine is powerful and beautifully structured, both ripe and restrained. It will age magnificently. Start to think about drinking from 2028.                      Roger Voss ",,Château Margaux 2018  Margaux,$590, Bordeaux,98,Margaux,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Margaux
37,14%,"Saint-Émilion, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      The perfumes of this wine just pour from the glass. They measure up to the promise of the black tannins and dark, dense fruits, the monumental structure and juicy black-plum flavors. The whole ethos of this wine is towards long-term aging to great power and intensity for the future. Drink from 2028.                      Roger Voss ",,Château Ausone 2018  Saint-Émilion,$834, Bordeaux,98,Saint-Émilion,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Ausone
38,14.5%,"Saint-Estèphe, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      This wine confirms the place of Montrose among the top Bordeaux estates. With its rich tannins and powerful structure, it exudes concentration and density. But the wine also shows a sense of style. Fruit purity will make it impressive and allow it to age for many years. Drink this wine from 2028.                      Roger Voss ",,Château Montrose 2018  Saint-Estèphe,$189, Bordeaux,97,Saint-Estèphe,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Montrose
39,14%,"Saint-Julien, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      In this wine, fine and rich tannins partner with powerful black-plum and black-currant fruits. Densely textured while also having swathes of rich fruits, the wine shows both a firm side and one that offers total deliciousness. As it matures, both these aspects will come together. Drink from 2027.                      Roger Voss ",,Château Léoville Barton 2018  Saint-Julien,$95, Bordeaux,97,Saint-Julien,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Léoville Barton
40,14.5%,"Margaux, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      Warm-hearted and rich with black-plum and dark-chocolate flavors, this wine comes from one of the properties owned by the Chanel luxury group. The dense tannins and generous fruits are typical of wines from this top estate. Drink from 2027.                      Roger Voss ",,Château Rauzan-Ségla 2018  Margaux,$155, Bordeaux,97,Margaux,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Rauzan-Ségla
41,15%,"Saint-Estèphe, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      This is a dense, generous wine. Swathes of black fruits are packed with concentrated tannins. Its power is palpable, as is its luxuriously rich future. The wine will take plenty of aging, so don't drink before 2027.                      Roger Voss ",,Château Calon Ségur 2018  Saint-Estèphe,$160, Bordeaux,97,Saint-Estèphe,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Calon Ségur
42,14.5%,"Saint-Émilion, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      Dense layers of black fruits mingle with dusty tannins in this wine. The powerful structure is beautifully balanced with ripe fruitiness in harmony with the concentration of the wine's texture. This wine will age well. Drink from 2027.                      Roger Voss ",,Château Bélair-Monange 2018  Saint-Émilion,$190, Bordeaux,97,Saint-Émilion,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Bélair-Monange
43,14.5%,"Saint-Émilion, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      This impressive estate has produced another fine wine. Structured, powered by tannins as much as by great fruit, this wine is set for a long aging process. The fruit shows massive concentration, enhanced by succulent acidity and bolstered by those tannins that show so strongly. It's a wine for great patience, so wait to drink until 2027.                      Roger Voss ",,Clos Fourtet 2018  Saint-Émilion,$129, Bordeaux,97,Saint-Émilion,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Clos Fourtet
44,14.5%,"Saint-Émilion, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      This estate is on a roll. Replete with powerful tannins and dense black fruits, this latest release continues the succession of fine vintages. Perfumed, ripe with berry flavors and, more importantly, with rich tannins, the wine will age impressively. Drink from 2027.                      Roger Voss ",,Château la Gaffelière 2018  Saint-Émilion,$74, Bordeaux,97,Saint-Émilion,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château la Gaffelière
45,14.5%,"Saint-Julien, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      Richly dense and impressively concentrated, this is a powerful wine. Swathes of black fruits show off the Cabernet structure and dark, ageworthy character of this wine. Drink the wine from 2027.                      Roger Voss ",,Château Léoville Poyferré 2018  Saint-Julien,$99, Bordeaux,97,Saint-Julien,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Léoville Poyferré
46,15.5%,"Saint-Émilion, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      This release continues the great run of vintages from this estate, based in the eastern part of Saint-Emilion. Powerful tannins are echoed by sumptuous black-plum and berry flavors. The high alcohol shows in the density although this concentrated wine does stay comfortably in balance. It needs plenty of aging. Don't drink before 2027.                      Roger Voss ",,Château Valandraud 2018  Saint-Émilion,$189, Bordeaux,97,Saint-Émilion,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Valandraud
47,14.5%,"Pauillac, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      This opulent wine is as bold with its fruit as with its tannins. The initial velvet texture masks the dense structure that will allow it to age impressively. Blackberry flavors, acidity and intense richness are coming together in a welter of ripe fruits. Drink from 2026.                      Roger Voss ",,Château Clerc Milon 2018  Pauillac,$105, Bordeaux,96,Pauillac,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Clerc Milon
48,14.5%,"Saint-Émilion, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      A decade ago, this estate was in a fallow period, but its wines live up to their terroir. Solid tannins give it dryness and hint at the classic black-currant fruits to come. At the moment, the wine is just starting out, but its elements promise good aging. Drink from 2027.                      Roger Voss ",,Château Trottevieille 2018  Saint-Émilion,$90, Bordeaux,96,Saint-Émilion,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Trottevieille
49,14.5%,"Pauillac, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      This opulent wine is as bold with its fruit as with its tannins. The initial velvet texture masks the dense structure that will allow it to age impressively. Blackberry flavors, acidity and intense richness are coming together in a welter of ripe fruits. Drink from 2026.                      Roger Voss ",,Château Clerc Milon 2018  Pauillac,$105, Bordeaux,96,Pauillac,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Clerc Milon
50,13.5%,"Hawke's Bay, New Zealand",750 ml,Red, New Zealand,5/1/2021,"
                      Te Mata's top wine comes mostly from the Havelock Hills, the first legally protected vineyards in New Zealand. This vintage is a strong one, showcasing the power and ageability of a world class red with the precision and linearity of this traditional estate. Notes of black currant, plum, black olive, baking spice, dried green herbs and vanillin and chocolaty oak are present throughout. Chalky tannins are taut and powerful but well-integrated, hinting at a long life ahead. Drink 2022–2040.                      Christina Pickard ",Coleraine,Te Mata 2018 Coleraine Red (Hawke's Bay),$90,Hawke's Bay,96,,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Te Mata
51,14.5%,"Pessac-Léognan, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      An oasis of green, this grand estate within the Bordeaux suburbs has produced a powerful, massively textured wine. It also has the fruit richness to partner the structure along with a fresher streak of acidity. The wine will age, so drink from 2026.                      Roger Voss ",,Château Pape Clément 2018  Pessac-Léognan,$100, Bordeaux,96,Pessac-Léognan,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Pape Clément
52,14.5%,"Saint-Estèphe, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      Rich and dense, this wine is happily poised between ripe fruits and a deceptively powerful structure. Smoky flavors from wood aging combine with solid black fruits that strain but never overstep an impressive balance. This wine will age, promising much for the future. Drink from 2026.                      Roger Voss ",,Château Cos d'Estournel 2018  Saint-Estèphe,$229, Bordeaux,96,Saint-Estèphe,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Cos d'Estournel
53,14.5%,"Margaux, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      This is a generous, full-bodied wine. Touches of vanilla indicate the wood aging but that will go as the elegant structure and black fruits come to the fore. The wine's future is assured, promising impressive drinking from 2027.                      Roger Voss ",,Château Kirwan 2018  Margaux,$80, Bordeaux,96,Margaux,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Kirwan
54,14.5%,"Margaux, Bordeaux, France",750 ml,Red, France,5/1/2021,"
                      This is a generous, full-bodied wine. Touches of vanilla indicate the wood aging but that will go as the elegant structure and black fruits come to the fore. The wine's future is assured, promising impressive drinking from 2027.                      Roger Voss ",,Château Kirwan 2018  Margaux,$80, Bordeaux,96,Margaux,,Not rated yet [Add Your Review],Bordeaux-style Red Blend,2018,Château Kirwan
