,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
11,13.5%,"Paso Robles, Central Coast, California, US",750 ml,Rose, US,7/1/2021,"
                      Tight aromas of watermelon and peach are generous but well restrained on the nose of this rosé made from Tempranillo. There is a buoyant zip to the palate, where a tense structure readies the palate for flavors of orange peel, pluot and wet granite.                      Matt Kettmann ",Indie,ONX 2019 Indie Rosé (Paso Robles),$22, California,91, Central Coast,Paso Robles,Not rated yet [Add Your Review],Rosé,2019,ONX
12,N/A,"Rioja, Northern Spain, Spain",750 ml,Rose, Spain,7/1/2021,"
                      While almost colorless and smelling of peach pit and petrol, this feels chiseled and racy, with prickle and pop. Dry peach-pit bitterness and citrus flavors come with yeasty backing notes, while this shows additional depth and yeasty complexity on a dry finish with an autolysis note normally found in Champagne and other classic method sparklers. Drink through 2021.                      Michael Schachner ",Flor De Muga,Muga 2019 Flor De Muga Rosé (Rioja),$32, Northern Spain,91,Rioja,,Not rated yet [Add Your Review],Rosé,2019,Muga
13,14%,"Tavel, Rhône Valley, France",750 ml,Rose, France,7/1/2021,"
                      This perfumed, deep-pink rosé is a consistently well-made expression of Tavel. Whiffs of caramelized sugar, rose petal and red currant accent rich, concentrated flavors of cherry sorbet and fresh strawberries. Full bodied and fringed by delicate tea tannins, it's a refreshing but solidly built dry wine that drinks well year round.                      Anna Lee C. Iijima ",,Domaine Chantepierre 2020  Tavel,$24, Rhône Valley,91,Tavel,,Not rated yet [Add Your Review],Rosé,2020,Domaine Chantepierre
14,12.5%,"Coteaux d'Aix-en-Provence, Provence, France",750 ml,Rose, France,7/1/2021,"
                      With an attractive hint of pepper as well as fresh red fruits, this is a softly textured and fruity wine. The acidity brings with it orange zest and a bright aftertaste. Drink now.                      Roger Voss ",Esquisse,Château de Fonscolombe 2020 Esquisse Rosé (Coteaux d'Aix-en-Provence),$16, Provence,91,Coteaux d'Aix-en-Provence,,Not rated yet [Add Your Review],Rosé,2020,Château de Fonscolombe
15,13.5%,"Côtes de Provence, Provence, France",750 ml,Rose, France,7/1/2021,"
                      Balanced, fresh and fruity, this wine is bright with red berries lifted by the acidity. It is crisp and textured, with lightly structured, perfumed Mourvèdre that gives a final flourish. Organic.                      Roger Voss ",Cuvée Saint Honorat,Château les Mesclances 2020 Cuvée Saint Honorat Rosé (Côtes de Provence),$27, Provence,90,Côtes de Provence,,Not rated yet [Add Your Review],Rosé,2020,Château les Mesclances
16,12.5%,"Les Baux de Provence, Provence, France",750 ml,Rose, France,7/1/2021,"
                      From vines growing atop Les Baux estate of Mas de la Dame, this wine has a structured component of Syrah to give richness. Herbal edging to the acidity and a fresh raspberry aftertaste add contrast. Drink now. Organic.                      Roger Voss ",L'Arlésienne,Nos Vins du Sud 2020 L'Arlésienne Rosé (Les Baux de Provence),$16, Provence,90,Les Baux de Provence,,Not rated yet [Add Your Review],Rosé,2020,Nos Vins du Sud
17,12.8%,"Central Coast, Central Coast, California, US",750 ml,Rose, US,7/1/2021,"
                      Plump aromas of melon are cut by a racy slice of Ruby Red grapefruit peel on the nose of this Mourvèdre-based rosé, which also includes 18% Grenache and 7% Cinsaut. There's a firm tension to the palate, where bitter orange flavors balance the riper peach and plum fruits.                      Matt Kettmann ",Pierre's Pirouette,Le P'tit Paysan 2020 Pierre's Pirouette Rosé (Central Coast),$19, California,90, Central Coast,Central Coast,Not rated yet [Add Your Review],Rosé,2020,Le P'tit Paysan
18,12.5%,"Coteaux d'Aix-en-Provence, Provence, France",750 ml,Rose, France,7/1/2021,"
                      A new release from the estate, this is a ripe blend of Syrah, Grenache and Vermentino, giving both richness and attractive, fruity crispness. The wine finishes with lively citrus acidity. Drink now.                      Roger Voss ",Claire-Voie,Château Paradis 2020 Claire-Voie Rosé (Coteaux d'Aix-en-Provence),$40, Provence,90,Coteaux d'Aix-en-Provence,,Not rated yet [Add Your Review],Rosé,2020,Château Paradis
19,13%,"Côtes de Provence, Provence, France",750 ml,Rose, France,7/1/2021,"
                      Bright fruit and tangy acidity are hallmarks of this crisply textured wine. Freshness and acidity make the wine ready to drink. It comes in a skittle-shaped bottle, traditional but rare to see now.                      Roger Voss ",Château Montaud,Vignobles Ravel 2020 Château Montaud Rosé (Côtes de Provence),$17, Provence,90,Côtes de Provence,,Not rated yet [Add Your Review],Rosé,2020,Vignobles Ravel
20,13%,"Côtes de Provence, Provence, France",750 ml,Rose, France,7/1/2021,"
                      A ripe, attractively fruity and richly textured wine, this bursts with energy and layers of red berries. The mineral edge and tight acidity contrast with the richness. Drink now.                      Roger Voss ",,Château Sainte Marguerite 2020 Rosé (Côtes de Provence),$30, Provence,90,Côtes de Provence,,Not rated yet [Add Your Review],Rosé,2020,Château Sainte Marguerite
21,12.5%,"Coteaux d'Aix-en-Provence, Provence, France",750 ml,Rose, France,7/1/2021,"
                      This aptly named Bird of Paradise wine is dominated by Syrah, giving both perfume and a light structure. With the acidity and spiciness, the wine is both fruity and textured. Drink now.                      Roger Voss ",Oiseau du Paradis,Château Paradis 2020 Oiseau du Paradis Rosé (Coteaux d'Aix-en-Provence),$16, Provence,90,Coteaux d'Aix-en-Provence,,Not rated yet [Add Your Review],Rosé,2020,Château Paradis
22,12.5%,"Mediterranée, France Other, France",750 ml,Rose, France,7/1/2021,"
                      This invigorating rosé is a dusty-pink blend of Syrah and Mourvèdre. Raspberry and watermelon flavors are zesty and cutting, edged by crushed mineral and salt as well as lingering, thirst-quenching acidity. It would be lovely on a summer afternoon but also drinks well year round.                      Anna Lee C. Iijima ",Cape Bleue,Jean-Luc Colombo 2020 Cape Bleue Rosé (Mediterranée),$15, France Other,90,Mediterranée,,Not rated yet [Add Your Review],Rosé,2020,Jean-Luc Colombo
23,13%,"Coteaux Varois en Provence, Provence, France",750 ml,Rose, France,7/1/2021,"
                      With a majority of Grenache in the blend, this wine is full of red-fruit flavors, with just a bite of pepper. Textured and fresh, the wine also has a salty, tangy character. Drink now.                      Roger Voss ",,Domaine de la Grand Vigne 2020 Rosé (Coteaux Varois en Provence),$14, Provence,90,Coteaux Varois en Provence,,Not rated yet [Add Your Review],Rosé,2020,Domaine de la Grand Vigne
24,13%,"Côtes de Provence, Provence, France",750 ml,Rose, France,7/1/2021,"
                      Bright red fruits and a crisp texture give this wine light fruitiness. It has a rapier-like freshness, finished with acidity. Drink now.                      Roger Voss ",Romane,Château les Mesclances 2020 Romane Rosé (Côtes de Provence),$24, Provence,89,Côtes de Provence,,Not rated yet [Add Your Review],Rosé,2020,Château les Mesclances
25,13%,"Rioja, Northern Spain, Spain",750 ml,Rose, Spain,7/1/2021,"
                      This Rioja rosé is paler than some white wines, with airy aromas of cantaloupe and underripe peach. A smooth and round palate offers enough acidity to maintain freshness. Dry orange, papaya and white-bread flavors set up a finish with tannic build up and mild burn; drink now.                      Michael Schachner ",,Sierra Cantabria 2019 Rosado (Rioja),$14, Northern Spain,89,Rioja,,Not rated yet [Add Your Review],"Rosado, Rosé",2019,Sierra Cantabria
26,11.5%,"Pfalz, Germany",750 ml,Rose, Germany,7/1/2021,"
                      This dusty-pink Pinot Noir rosé offers perfumed notes of cherry blossom and fresh raspberry backed by revitalizing acidity and a backbone of stony minerality. Slim and brisk in profile, it's a well-priced, consistently tasty sip that's refreshing year round.                      Anna Lee C. Iijima ",Pinot Noir,Villa Wolf 2019 Pinot Noir Rosé (Pfalz),$12,Pfalz,89,,,Not rated yet [Add Your Review],Rosé,2019,Villa Wolf
27,13%,"California, California Other, California, US",750 ml,Rose, US,7/1/2021,"
                      This pale-salmon-colored wine has a lot of winey character, meaning it offers substantive plum fruit and rather full body complemented by a smooth texture. Not a light refresher but it is a very good mealtime wine.                      Jim Gordon ",,Voyager Point 2019 Rosé (California),$10, California,88, California Other,California,Not rated yet [Add Your Review],Rosé,2019,Voyager Point
28,12.8%,"Long Island, Long Island, New York, US",750 ml,Sparkling, US,7/1/2021,"
                      This blend of 59% Chardonnay and 41% Pinot Noir starts off with ripe aromas of yellow apple, pear and white plum, with a flower blossom tone lingering in the background. Tiny bubbles form a creamy mousse on the palate, where more rich fruit flavors are framed in a lightly astringent grip. It's a full-bodied, rounded traditional-method sparkler.                      Alexander Peartree ",Noblesse Oblige Extra Brut Méthode Traditionelle,Wölffer 2017 Noblesse Oblige Extra Brut Méthode Traditionelle Rosé (Long Island),$40, New York,88, Long Island,Long Island,Not rated yet [Add Your Review],Rosé,2017,Wölffer
29,14.5%,"Rioja, Northern Spain, Spain",750 ml,Rose, Spain,7/1/2021,"
                      Dusty, yeasty aromas soften red-berry and cantaloupe scents, while this is medium in body and in balance. Slightly bitter flavors of peach pit and grape skins are fresh and cleansing through a sprightly finish. Drink through 2021.                      Michael Schachner ",Rio Madre,Ilurce 2019 Rio Madre Rosado (Rioja),$11, Northern Spain,87,Rioja,,Not rated yet [Add Your Review],"Rosado, Rosé",2019,Ilurce
30,12%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Sparkling, US,7/1/2021,"
                      This sparkling rosé made from Cayuga White and Vincent is juicy and fruity, with flavors of cherry and blackberry juice. It's semidry in style yet nicely balanced by bright acidity and zesty bubbles.                      Alexander Peartree ",Traditional Method Sparkling,Glenora NV Traditional Method Sparkling Rosé (Finger Lakes),$16, New York,87, Finger Lakes,Finger Lakes,Not rated yet [Add Your Review],Rosé,,Glenora
31,12%,"Saint-Mont, Southwest France, France",750 ml,Rose, France,7/1/2021,"
                      Recalling cool breezes from the Atlantic Ocean, this wine is fresh and tightly crisp. The perfume of red-berry flavors and lively acidity pops out of the glass. Drink the wine now.                      Roger Voss ",Océanide,Plaimont 2020 Océanide  (Saint-Mont),$12, Southwest France,87,Saint-Mont,,Not rated yet [Add Your Review],Rosé,2020,Plaimont
32,12.5%,"Côtes de Gascogne, Southwest France, France",750 ml,Rose, France,7/1/2021,"
                      This soft and ripe wine from the northern part of Gascony is gently fruity, ripe with strawberry flavors and with a fresher touch of acidity at the end. Drink now.                      Roger Voss ",Domaine de Cassaigne Merlot-Cabernet Sauvignon,Plaimont 2020 Domaine de Cassaigne Merlot-Cabernet Sauvignon Rosé (Côtes de Gascogne),$11, Southwest France,87,Côtes de Gascogne,,Not rated yet [Add Your Review],Rosé,2020,Plaimont
33,13%,"California, California Other, California, US",750 ml,Rose, US,7/1/2021,"
                      Hearty, fruity flavors of raspberry, watermelon and peach skin fill up this medium-bodied wine, which has a good, grippy texture and decent acidity for balance.                      Jim Gordon ",,California Refined 2019 Rosé (California),$10, California,86, California Other,California,Not rated yet [Add Your Review],Rosé,2019,California Refined
34,13.5%,"Rioja, Northern Spain, Spain",750 ml,Rose, Spain,7/1/2021,"
                      Dusty yeast and slightly chunky apricot and cantaloupe aromas come in front of a palate that offers average zest but not much depth. Slightly bitter flavors of grape skins and stone-fruit pit finish wet and fresh, but basic. Drink now.                      Michael Schachner ",,El Coto 2019 Rosado (Rioja),$11, Northern Spain,86,Rioja,,Not rated yet [Add Your Review],"Rosado, Rosé",2019,El Coto
35,12.5%,"Côtes de Gascogne, Southwest France, France",750 ml,Rose, France,7/1/2021,"
                      This pale-colored rosé is packed with the freshest, crispest red-berry flavors. The bright and breezy wine is ready to drink.                      Roger Voss ",Colombelle Tannat-Cabernet Sauvignon,Plaimont 2020 Colombelle Tannat-Cabernet Sauvignon Rosé (Côtes de Gascogne),$10, Southwest France,86,Côtes de Gascogne,,Not rated yet [Add Your Review],Rosé,2020,Plaimont
36,11%,"Vinho Verde, Portugal",750 ml,Rose, Portugal,7/1/2021,"
                      A crisp, bright and fresh wine, tangy with acidity and orange zest. Hints of red fruits and the light spritz of this medium dry wine make it very drinkable immediately.                      Roger Voss ",,Adega Ponte da Barca 2020 Rosé (Vinho Verde),$8,Vinho Verde,85,,,Not rated yet [Add Your Review],"Portuguese Rosé, Rosé",2020,Adega Ponte da Barca
37,12.5%,"Côtes de Gascogne, Southwest France, France",750 ml,Rose, France,7/1/2021,"
                      Light and fruity, this blend of Cabernet Sauvignon and Merlot is full of spicy freshness and crisp acidity. This vibrant wine is ready to drink.                      Roger Voss ",de Presse,Domaine Guillaman 2020 de Presse Rosé (Côtes de Gascogne),$8, Southwest France,85,Côtes de Gascogne,,Not rated yet [Add Your Review],Rosé,2020,Domaine Guillaman
38,13.2%,"Lake County, Lake County, California, US",750 ml,Rose, US,5/1/2021,"
                      This seductive, complex wine made from Sangiovese and Zinfandel grapes offers fragrant raspberry, new leather and sandalwood aromas and tangy fruit flavors shaded by earthy, woodsy accents. Medium body and a smooth texture make it drink almost like a red.                      Jim Gordon ",,Sottomarino NV Rosé (Lake County),$24, California,91, Lake County,Lake County,Not rated yet [Add Your Review],Rosé,,Sottomarino
39,14.5%,"Costières de Nîmes, Rhône Valley, France",750 ml,Rose, France,5/1/2021,"
                      Dry and salmon-pink in hue, this full-bodied rosé offers flavors of raspberry and red-cherry candies edged by a crystalline mineral crush. Fresh-fruited and briskly concentrated, it's an easy-drinking, revitalizing blend of Grenache, Syrah and Mourvèdre best enjoyed young.                      Anna Lee C. Iijima ",Générations,Mas Carlot 2019 Générations Rosé (Costières de Nîmes),$12, Rhône Valley,90,Costières de Nîmes,,Not rated yet [Add Your Review],Rosé,2019,Mas Carlot
40,14.5%,"Sierra Pelona Valley, South Coast, California, US",750 ml,Rose, US,5/1/2021,"
                      Fresh strawberries, rose petals and tart lime aromas pair with chalk and wet earth on the nose of this bottling from a unique corner of Southern California. Crushed chalk flavor and texture lead the palate, alongside lime pith and creamy pink fruits, with a kick of mint.                      Matt Kettmann ",Rosado Seco,Agua Dulce 2019 Rosado Seco Rosé (Sierra Pelona Valley),$40, California,90, South Coast,Sierra Pelona Valley,Not rated yet [Add Your Review],Rosé,2019,Agua Dulce
41,14.5%,"Tavel, Rhône Valley, France",750 ml,Rose, France,5/1/2021,"
                      Voluptuous on the palate and concentrated in black-cherry and strawberry flavors, this penetrating dry rosé offers the power of a red wine fused with the vitality of a white. It's a buoyantly fruity, ruby-hued sip that finishes on wisps of sweet spice and burnt sugar. It will be delicious now through 2022, at any time of the year.                      Anna Lee C. Iijima ",La Vigne du Roy,Vignobles et Compagnie 2019 La Vigne du Roy  (Tavel),$25, Rhône Valley,90,Tavel,,Not rated yet [Add Your Review],Rosé,2019,Vignobles et Compagnie
42,13%,"Costières de Nîmes, Rhône Valley, France",750 ml,Rose, France,5/1/2021,"
                      Crisp red cherry and orange blossom perfume this thirst-quenching, dry blend of Grenache (60%) and Syrah (40%). Pale pink in hue, it's a concentrated, juicy rosé marked by bright strawberry and raspberry flavors and a revitalizing mineral lift.                      Anna Lee C. Iijima ",,Château de Fabregues 2019 Rosé (Costières de Nîmes),$17, Rhône Valley,90,Costières de Nîmes,,Not rated yet [Add Your Review],Rosé,2019,Château de Fabregues
43,12.5%,"San Luis Obispo County, Central Coast, California, US",750 ml,Sparkling, US,5/1/2021,"
                      An orange shade of pink in the glass, this rosé of Pinot Noir begins with light raspberry and talc aromas, with the red fruit growing stronger toward cherry as it sits open. The palate ranges from richer baked raspberry to lemony citrus flavors.                      Matt Kettmann ",La Grande Sofi Sparkling,Lightpost 2018 La Grande Sofi Sparkling Rosé (San Luis Obispo County),$44, California,90, Central Coast,San Luis Obispo County,Not rated yet [Add Your Review],Rosé,2018,Lightpost
44,13.5%,"Costières de Nîmes, Rhône Valley, France",750 ml,Rose, France,5/1/2021,"
                      A delicate floral perfume extends from nose to finish in this dry, dusty-pink rosé. While full bodied and voluminous on the palate, its watermelon and red-cherry flavors are almost diaphanous in concentration. Thirst quenching and mineral, it finishes on a lingering tang of salt.                      Anna Lee C. Iijima ",L'Irresistible,Mas Carlot 2019 L'Irresistible Rosé (Costières de Nîmes),$18, Rhône Valley,90,Costières de Nîmes,,Not rated yet [Add Your Review],Rosé,2019,Mas Carlot
45,13.5%,"Costières de Nîmes, Rhône Valley, France",750 ml,Rose, France,5/1/2021,"
                      Shards of cut stone and freshly picked raspberries abound in this full-bodied, mineral rosé. While plush and voluminous on the palate, it's a dry, freshly balanced blend of Grenache (50%), Syrah (30%) and Cinsault (20%) edged by hints of caramelized sugar and spice.                      Anna Lee C. Iijima ",Cuveé Tradition,Mas des Bressades 2019 Cuveé Tradition Rosé (Costières de Nîmes),$13, Rhône Valley,90,Costières de Nîmes,,Not rated yet [Add Your Review],Rosé,2019,Mas des Bressades
46,14.1%,"Tavel, Rhône Valley, France",750 ml,Rose, France,5/1/2021,"
                      Almost ruby in color, this robust dry rose is packed with pert red-cherry and raspberry flavors. It offers plenty of sunny, penetrating red-fruit as well as nuanced shades of dried garrigue and crushed earth. This stately year-round rosé will please both red and white-wine lovers alike.                      Anna Lee C. Iijima ",,Château de Trinquevedel 2019  Tavel,$22, Rhône Valley,90,Tavel,,Not rated yet [Add Your Review],Rosé,2019,Château de Trinquevedel
47,13.5%,"Paso Robles, Central Coast, California, US",750 ml,Rose, US,5/1/2021,"
                      An electric shade of pink in the glass, this rosé is jubilant in aromas, offering ripe cherry as well as wet earth on the nose. There's a touch of rusty minerality on the palate, where the cherry and rose flavors are bold but balanced.                      Matt Kettmann ",Santa Margarita Vineyard,Ragtag 2019 Santa Margarita Vineyard Rosé (Paso Robles),$28, California,89, Central Coast,Paso Robles,Not rated yet [Add Your Review],Rosé,2019,Ragtag
48,13.5%,"Tavel, Rhône Valley, France",750 ml,Rose, France,5/1/2021,"
                      Tasted in January of 2021, this moderately full-bodied, ruby-hued rosé still offers bright, juicy raspberry and red-cherry flavors accented by delicate thyme and bramble tones. Dry and solidly structured, it's a year-round rosé that's best enjoyed soon.                      Anna Lee C. Iijima ",Domaine Les Hautes Roches,Cellier des Chartreux 2018 Domaine Les Hautes Roches  (Tavel),$30, Rhône Valley,89,Tavel,,Not rated yet [Add Your Review],Rosé,2018,Cellier des Chartreux
49,12.8%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Rose, US,5/1/2021,"
                      This is a rare in the state blend of red and white wines. Light watermelon in color, with aromas of cherry and dried rose petals followed by light, mouthwatering cherry and orange rind flavors.                      Sean P. Sullivan ",The Hacker,Category 5 NV The Hacker Rosé (Columbia Valley (WA)),$18, Washington,88, Columbia Valley,Columbia Valley (WA),Not rated yet [Add Your Review],Rosé,,Category 5
50,13.5%,"Costières de Nîmes, Rhône Valley, France",750 ml,Rose, France,5/1/2021,"
                      This full-bodied, fresh-fruited rosé balances ripe, concentrated red-cherry and strawberry flavors against smokier undertones of crushed earth and burnt sugar. Salmon-pink in hue, it's an immediately appealing, juicy sip with an invigorating mineral finish.                      Anna Lee C. Iijima ",Château des Sources,Vignobles et Compagnie 2019 Château des Sources Rosé (Costières de Nîmes),$15, Rhône Valley,88,Costières de Nîmes,,Not rated yet [Add Your Review],Rosé,2019,Vignobles et Compagnie
51,14.5%,"Tavel, Rhône Valley, France",750 ml,Rose, France,5/1/2021,"
                      Crushed granite and peppery spice mingle into ripe strawberry and red-currant flavors in this deeply hued, dusty-pink rosé. A 90/10 blend of Grenache and Syrah, it's a dry but approachably juicy sip brightened by a tang of mineral freshness on the finish. Best enjoyed soon.                      Anna Lee C. Iijima ",Respelido,Les Vignerons du Castelas 2019 Respelido  (Tavel),$20, Rhône Valley,88,Tavel,,Not rated yet [Add Your Review],Rosé,2019,Les Vignerons du Castelas
52,12.4%,"Washington, Washington Other, Washington, US",750 ml,Rose, US,5/1/2021,"
                      Pale orange in color and showing some bricking, with aromas of watermelon and cherry followed by dry, medium-weight flavors. It's not entirely pleasing to the eye, but the palate delivers plenty to enjoy.                      Sean P. Sullivan ",Rosé For Cure,Mastrogiannis 2019 Rosé For Cure Rosé (Washington),$12, Washington,88, Washington Other,Washington,Not rated yet [Add Your Review],Rosé,2019,Mastrogiannis
53,12.5%,"Lisboa, Portugal",750 ml,Rose, Portugal,5/1/2021,"
                      A perfumed wine with a touch of Moscatel, it's fresh while having a rounded, fruity character. Red berries and lychee fruits give crispness at the end. Drink now.                      Roger Voss ",Quinta das Cerejeiras,Sanguinhal 2019 Quinta das Cerejeiras Rosé (Lisboa),$30,Lisboa,88,,,Not rated yet [Add Your Review],"Portuguese Rosé, Rosé",2019,Sanguinhal
54,13.4%,"Sierra Foothills, Sierra Foothills, California, US",750 ml,Rose, US,5/1/2021,"
                      This medium-bodied wine is a brilliant light copper in color and offers scents of peach and flint followed by nicely concentrated fruit flavors and a smooth texture. The acidity is subtle, giving a full mouthfeel.                      Jim Gordon ",,William Gunn 2019 Rosé (Sierra Foothills),$17, California,88, Sierra Foothills,Sierra Foothills,Not rated yet [Add Your Review],Rosé,2019,William Gunn
55,13%,"Bordeaux Rosé, Bordeaux, France",750 ml,Rose, France,5/1/2021,"
                      This is a crisp, young, red-fruit-flavored wine. Bright acidity is tempered by weight and richness, and the contrast works well. Drink now.                      Roger Voss ",Cabernet Sauvignon,Château la Freynelle 2020 Cabernet Sauvignon Rosé (Bordeaux Rosé),$45, Bordeaux,87,Bordeaux Rosé,,Not rated yet [Add Your Review],Rosé,2020,Château la Freynelle
56,12.5%,"Casablanca Valley, Chile",750 ml,Rose, Chile,5/1/2021,"
                      Flowery, yeasty aromas settle on peach pit and dustiness. A citric-leaning palate is bright but shows depth and conveys a sense of quality. Orange and grapefruit flavors finish juicy and tart.                      Michael Schachner ",Céfiro Cool Reserve Pinot Noir,Viña Casablanca 2020 Céfiro Cool Reserve Pinot Noir Rosé (Casablanca Valley),$12,Casablanca Valley,87,,,Not rated yet [Add Your Review],Rosé,2020,Viña Casablanca
