,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
13,14.1%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2021,"
                      This powerful yet balanced wine begins with black cherry, caramel and vanilla aromas while the palate's jammy fruits are lifted by star anise and red licorice. It's all bound together by the grape's stereotypically tight tannins.                      Matt Kettmann ",Mossfire Ranch,Rabble 2018 Mossfire Ranch Tempranillo (Paso Robles),$27, California,91, Central Coast,Paso Robles,Not rated yet [Add Your Review],Tempranillo,2018,Rabble
14,13.7%,"Red Mountain, Columbia Valley, Washington, US",750 ml,Red, US,5/1/2021,"
                      Aged in a mixture of 50% new American and Slovakian oak for 18 months, this wine offers pleasing aromas of sweet baking spice, vanilla and cherry, followed by full-bodied, creamy feeling plum and vanilla flavors. The oak plays a large part in the show but plays it well.                      Sean P. Sullivan ",Red Heaven Vineyard,Liberty Lake 2018 Red Heaven Vineyard Tempranillo (Red Mountain),$35, Washington,90, Columbia Valley,Red Mountain,Not rated yet [Add Your Review],Tempranillo,2018,Liberty Lake
15,15.3%,"Santa Ynez Valley, Central Coast, California, US",750 ml,Red, US,5/1/2021,"
                      Rich black-cherry aromas meet with vanilla and even fudge on the thick nose of this bottling, which includes 15% Sangiovese. The tannins are well polished on the lavish sip, which is viscous with smoked berry flavors.                      Matt Kettmann ",Life Saver,McClain Cellars 2018 Life Saver Tempranillo (Santa Ynez Valley),$65, California,90, Central Coast,Santa Ynez Valley,Not rated yet [Add Your Review],Tempranillo,2018,McClain Cellars
16,14.5%,"North Coast, North Coast, California, US",750 ml,Red, US,5/1/2021,"
                      Layers of velvety tannin give this full-bodied wine a robust, mouthfilling character while its fully ripe plum and blueberry flavors are tasty and deep enough to match the big structure.                      Jim Gordon ",,The Winery SF 2017 Tempranillo (North Coast),$27, California,89, North Coast,North Coast,Not rated yet [Add Your Review],Tempranillo,2017,The Winery SF
17,13.4%,"San Antonio Valley, Central Coast, California, US",750 ml,Red, US,5/1/2021,"
                      The nose on this bottling is a bit shy at first, before allowing aromas of strawberry, red plum and crunchy cranberry to emerge. It's quite subtle for the usually bold grape, with rustic tannins framing flavors of crushed stone and dried red fruits.                      Matt Kettmann ",Pierce Ranch,Absolution 2018 Pierce Ranch Tempranillo (San Antonio Valley),$40, California,89, Central Coast,San Antonio Valley,Not rated yet [Add Your Review],Tempranillo,2018,Absolution
18,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Blackberry, prune, cinnamon and chocolate aromas lead to a lush, wide-bodied palate that spreads out with comfort and class. Blackberry, chocolate and coffee are the key flavors on this warm-year single-vineyard reserva. Richness and chocolaty depth carry over to the finish. Drink through 2028.                      Michael Schachner ",Finca Ratón Reserva,Gómez de Segura 2015 Finca Ratón Reserva  (Rioja),$55, Northern Spain,94,Rioja,,Not rated yet [Add Your Review],Tempranillo,2015,Gómez de Segura
19,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Lightly baked black fruit aromas are oaky and powerful, while this feels dry, firm, tannic and well structured for a warm-year Rioja. Lush berry, black currant and dried beef flavors come with plenty of oak, while tannic pinch and dryness anchor a full-sized finish with oaky spice. Drink through 2034.                      Michael Schachner ",,San Vicente 2015  Rioja,N/A, Northern Spain,94,Rioja,,Not rated yet [Add Your Review],Tempranillo,2015,San Vicente
20,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Nicely perfumed aromas of purple flowers, dark berry fruits, tobacco and mountain brush are highly appealing and set the stage for a full and lively palate that's slightly choppy and prodding. Woody barrel spice and vanilla notes accompany plum, cassis and cinnamon flavors, while this warm-vintage reserva that spent two years in French oak feels strapping and shows nice length on the finish. Drink through 2028.                      Michael Schachner ",Reserva,Señorío de Villarrica 2015 Reserva  (Rioja),$49, Northern Spain,93,Rioja,,Not rated yet [Add Your Review],Tempranillo,2015,Señorío de Villarrica
21,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Foresty berry and spiced black cherry aromas blend with notes of dried fruits and pipe tobacco. A supple palate is full and resolute but charming, with smooth tannins and a welcome pop of lively acidity. Integrated flavors of plum, currant and peppery spice are supported by creamy vanilla oak through the finish. Drink through 2031.                      Michael Schachner ",Óscar Tobía Gran Reserva,Bodegas Tobía 2014 Óscar Tobía Gran Reserva  (Rioja),$50, Northern Spain,93,Rioja,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2014,Bodegas Tobía
22,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Befitting a warm vintage like 2015, this reserva smells of ripe blackberry, prune, spice cake and cedary oak. The palate is stout and balanced, with pulpy weight offset by healthy acidity. Blackberry, cassis, cola and oaky flavors finish long and smooth. Enjoy through 2027.                      Michael Schachner ",Reserva,Gómez de Segura 2015 Reserva  (Rioja),$42, Northern Spain,93,Rioja,,Not rated yet [Add Your Review],Tempranillo,2015,Gómez de Segura
23,13%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      A dark color and ripe aromas of blackberry, prune, lemony oak and graphite get this crianza off to a serious start. A concentrated palate feel is juiced up by bright acidity, while this tastes of wild berry fruits topped with chocolaty oak. Drink this smooth operator through 2025.                      Michael Schachner ",Crianza D-12,Bodegas LAN 2017 Crianza D-12  (Rioja),$20, Northern Spain,92,Rioja,,Not rated yet [Add Your Review],Tempranillo,2017,Bodegas LAN
24,14.5%,"Pago de Arínzano, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Blackberry and prune aromas are backed by cheesy oak and vanilla notes as well as hints of tobacco and cedar. A deep palate is concentrated and showing proper balance, while this Pago-specific Navarran Tempranillo tastes of blackberry, wood spice and bacon. A jammy finish is thick and somewhat creamy in texture. Drink through 2026.                      Michael Schachner ",Gran Vino,Arínzano 2014 Gran Vino Tempranillo (Pago de Arínzano),$95, Northern Spain,92,Pago de Arínzano,,Not rated yet [Add Your Review],Tempranillo,2014,Arínzano
25,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Cool herbal notes atop berry fruit aromas lend a spicy, mildly green essence to the nose. The palate on this single-vineyard Rioja is a bit wiry and acidic, but that also means that this feels fresh and juicy. Tangy plum, currant, tomato and berry flavors are backed by spicy oak and licorice notes, while this stays fresh on an acidity-driven finish that guarantees a long life. Drink through 2034.                      Michael Schachner ",Viña del Olivo,Contino 2017 Viña del Olivo  (Rioja),$145, Northern Spain,92,Rioja,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2017,Contino
26,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Rooty, reedy aromas of licorice and fennel blend with oak grain and spiced berry and cherry scents to form a welcoming nose. The palate on this gran reserva from a difficult year feels lean and linear, with raw acidity. Plum, currant and vanilla oak flavors turn dry, tight, snappy and a touch tart on the finish. Drink through 2032.                      Michael Schachner ",Imperial Gran Reserva,CVNE 2014 Imperial Gran Reserva  (Rioja),$92, Northern Spain,92,Rioja,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2014,CVNE
27,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Smoky, tarry aromas blend with wild berry and cured beef scents, while this crianza is medium in body with zesty acidity that creates a racy palate feel. Flavors of plum and tomato sauce dwell on the savory side, while this is composed and fresh on the finish. Drink through 2023.                      Michael Schachner ",Reciente Crianza,Bodegas Olarra 2017 Reciente Crianza  (Rioja),$16, Northern Spain,91,Rioja,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2017,Bodegas Olarra
28,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Prickly aromas of pine needle and summer herbs provide sharp accents to an otherwise earthy nose with tobacco and spicy berry fruit scents. While this feels plump and full, the tannins are edgy and rubbing. Blackberry, chocolate, coffee and oaky flavors of vanilla and spice finish with tobacco notes and a touch of heat. Drink through 2030.                      Michael Schachner ",Viñedos de Altura,Bodegas Tobía 2017 Viñedos de Altura  (Rioja),$50, Northern Spain,91,Rioja,,Not rated yet [Add Your Review],Tempranillo,2017,Bodegas Tobía
29,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Woodsy raspberry and currant aromas are dry and distant, while this gran reserva from a difficult vintage feels solid and gets the job done. Toast, coffee and wood spice notes accent raspberry and plum flavors, while a steady finish is dry feeling and tastes lightly spiced. The future is now for this. Drink through 2023.                      Michael Schachner ",Cune Gran Reserva,CVNE 2014 Cune Gran Reserva  (Rioja),$42, Northern Spain,91,Rioja,,Not rated yet [Add Your Review],Tempranillo,2014,CVNE
30,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Cherry, cassis and blackberry aromas are standard for Ribera del Duero but score points for being undemanding and clean. A tightly wound palate is full but not heavy, and blackberry and earthy black plum flavors finish warm, round and pleasant. For a large-production wine from a marginal year, this is impressive.                      Michael Schachner ",Damana 5,Bodegas y Viñedos Tábula 2018 Damana 5  (Ribera del Duero),$18, Northern Spain,90,Ribera del Duero,,Not rated yet [Add Your Review],Tempranillo,2018,Bodegas y Viñedos Tábula
31,N/A,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Blackberry, cassis and jammy blueberry aromas include hints of vanilla and nutmeg. On the palate, this feels fleshy and grabby. Wild berry, herbal plum and dry brush flavors lead to a finish with clinging tannins.                      Michael Schachner ",Crianza,Gómez de Segura 2017 Crianza  (Rioja),$28, Northern Spain,90,Rioja,,Not rated yet [Add Your Review],Tempranillo,2017,Gómez de Segura
32,14.5%,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,4/1/2021,"
                      Fruit for this wine comes from Funk, Dugger Creek and Watermill Estate vineyards. The aromas bring notes of funk, roasted coffee bean, fresh and dried tobacco and ember. A savory, graceful, dried tobacco-filled palate follows. It's equal parts intrigue and delivery.                      Sean P. Sullivan ",,Saviah 2017 Tempranillo (Walla Walla Valley (WA)),$38, Washington,90, Columbia Valley,Walla Walla Valley (WA),Not rated yet [Add Your Review],Tempranillo,2017,Saviah
33,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Aromas of plum and berry blend with a hint of leather in this red. Harmonious flavors of raspberry, currant and plum are aided by barrel-driven hints of vanilla and brown sugar, while a hearty finish offers good drive.                      Michael Schachner ",Reserva,Ramón Bilbao 2015 Reserva  (Rioja),$27, Northern Spain,90,Rioja,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2015,Ramón Bilbao
34,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Plum, prune and leather aromas set up a lively palate with vibrant acidity. Plum, currant, vanilla and tobacco flavors form a classic Rioja mix, while vanilla, brown sugar and chocolate hints soften the finish.                      Michael Schachner ",Reserva,Marqués de Riscal 2015 Reserva  (Rioja),$19, Northern Spain,90,Rioja,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2015,Marqués de Riscal
35,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Raisin and cassis aromas range from fully ripe to overripe, while this is baked and a touch flabby in feel, with moderate to low acidity. Dried berry, plum and cassis flavors land on raisin and prune, indicating that finding balance was a challenge in 2014. Desiccation on the finish brings this gran reserva back to raisiny. Drink through 2023.                      Michael Schachner ",Gran Reserva,Contino 2014 Gran Reserva  (Rioja),$68, Northern Spain,89,Rioja,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2014,Contino
36,14%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Reedy currant and raspberry aromas are a bit sharp and hint at green, while the palate is fuller almost to the point of creamy. Herbal notes of mint and thyme accompany red plum and cherry flavors. On the finish, punchy acidity, lingering green hints and mild oaky vanilla combine forces.                      Michael Schachner ",Reserva,Príncipe de Viana 2015 Reserva Tempranillo (Navarra),$22, Northern Spain,89,Navarra,,Not rated yet [Add Your Review],Tempranillo,2015,Príncipe de Viana
37,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Ripe berry aromas are a touch jammy and include hints of vanilla and spiced beef. The palate on this barrel-select Rioja is compact in feel, while plum and currant flavors are aided by conventional oak spice. Light oak and related cinnamon and spice notes hang around on a mild finish.                      Michael Schachner ",Limited Edition,Ramón Bilbao 2016 Limited Edition  (Rioja),$19, Northern Spain,89,Rioja,,Not rated yet [Add Your Review],Tempranillo,2016,Ramón Bilbao
38,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      A ripe and forward nose leans heavily on balsamic plum and berry aromas with oaky support. A wide and full palate is a touch flat and heavy, while this tastes of fully toasted oak, black cherry, dark plum and raisin. Dry tannins and oak rule the back end of this rich and figgy crianza.                      Michael Schachner ",Xtrème Crianza Made With Organic Grapes,Bodegas LAN 2017 Xtrème Crianza Made With Organic Grapes  (Rioja),$20, Northern Spain,89,Rioja,,Not rated yet [Add Your Review],Tempranillo,2017,Bodegas LAN
39,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      This value-priced winner is about as good and honest as everyday Rioja gets. Earthy cherry and plum aromas are inviting, while this earns points for fullness, balance and appealing flavors of spiced cherry and plum. Drink up.                      Michael Schachner ",Reserva,Kirkland Signature 2016 Reserva  (Rioja),$7, Northern Spain,89,Rioja,,Not rated yet [Add Your Review],Tempranillo,2016,Kirkland Signature
40,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Scratchy red plum and currant aromas set up a palate with gravelly tannins that cause moderate roughness. Plum, cherry and tomato sauce flavors come with a touch of wood spice, while this is fresh and lively on a racy finish. Drink through 2022.                      Michael Schachner ",Crianza Selección de Familia,Vivanco 2017 Crianza Selección de Familia  (Rioja),$20, Northern Spain,89,Rioja,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2017,Vivanco
41,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Plum and raspberry aromas show a spot of lemony oak in front of a lively palate bolstered by juicy acidity. Cherry, raspberry and currant flavors come with hints of green peppercorn and green herbs, while light spice notes are spread across the finish.                      Michael Schachner ",Crianza,Bodegas Ugalde 2017 Crianza  (Rioja),$18, Northern Spain,89,Rioja,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2017,Bodegas Ugalde
42,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      A compact nose smells of bacon and rubbery black fruits, while this feels gravelly and sticky due to pronounced tannins. Roasted berry and barbecued flavors of pork ribs, baked beans and oak spice finish dry and clamping.                      Michael Schachner ",Crianza,Alonso López 2017 Crianza  (Rioja),$35, Northern Spain,89,Rioja,,Not rated yet [Add Your Review],Tempranillo,2017,Alonso López
43,14.7%,"California, California Other, California, US",750 ml,Red, US,4/1/2021,"
                      From a vineyard located 3,000 feet above the Temecula Valley, this bottling is very extracted and rich. It offers aromas of black plum, raisin and gingerbread. The palate shows espresso and gingersnap flavors atop a rich fig marmalade core.                      Matt Kettmann ",Estate,Temecula Hills 2016 Estate Tempranillo (California),$34, California,88, California Other,California,Not rated yet [Add Your Review],Tempranillo,2016,Temecula Hills
44,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Ripe berry and raisin aromas lead to a slightly syrupy palate. Flavors of prune and raisin are supported by chocolaty oak on the palate. This is a straightforward and ripe but enjoyable Rioja.                      Michael Schachner ",Reserva,Viña Eguía 2015 Reserva  (Rioja),$19, Northern Spain,88,Rioja,,Not rated yet [Add Your Review],Tempranillo,2015,Viña Eguía
45,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Initial aromas of raisin and spice cake match a dark color and suggest full ripeness. Following that lead, this is plump in feel, with mild tannic rub. Slightly baked berry flavors ease into a finish with mild heat and a raisiny aftertaste.                      Michael Schachner ",Finca Torrea,Marqués de Riscal 2016 Finca Torrea  (Rioja),$25, Northern Spain,88,Rioja,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2016,Marqués de Riscal
46,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Saucy barbecued aromas lead a nose with reedy green hints, earthy plum scents and raisiny overtones. A flush palate is rough and edgy, while this crianza tastes of baked plum and raisin prior to a finish with marinated beefy notes and residual oak.                      Michael Schachner ",Crianza Singular Wine,Luxus One 2017 Crianza Singular Wine  (Rioja),$17, Northern Spain,88,Rioja,,Not rated yet [Add Your Review],Tempranillo,2017,Luxus One
47,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Cherry, plum, leather and tobacco aromas are fairly deep and concentrated on the nose. A hefty palate brings flavors of prune, black plum and green herbs. A chocolate note arises on the finish.                      Michael Schachner ",Arienzo Crianza,Marqués de Riscal 2017 Arienzo Crianza  (Rioja),$10, Northern Spain,88,Rioja,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2017,Marqués de Riscal
48,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Cherry, plum, leather and tobacco aromas are fairly deep and concentrated on the nose. A hefty palate brings flavors of prune, black plum and green herbs. A chocolate note arises on the finish.                      Michael Schachner ",Arienzo Crianza,Marqués de Riscal 2017 Arienzo Crianza  (Rioja),$10, Northern Spain,88,Rioja,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2017,Marqués de Riscal
49,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Aromas of warm tar and earthy black plum set up a full palate that's wide in scope. Oaky flavors of clove and mint accent herbal plum and berry fruit notes, while this doesn't change much on a finish with tannic rawness.                      Michael Schachner ",Crianza,Proelio 2017 Crianza  (Rioja),$16, Northern Spain,88,Rioja,,Not rated yet [Add Your Review],Tempranillo,2017,Proelio
50,15%,"Toro, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Friendly berry and cassis aromas are balsamic and baked, with a note of molasses. This ripe and beefy Toro is creamy in feel, with sticky tannins. Roasted berry, cassis and chocolaty oak flavors finish short and woody.                      Michael Schachner ",Triton Old Vines,Jorge Ordóñez & Co. 2018 Triton Old Vines  (Toro),$20, Northern Spain,88,Toro,,Not rated yet [Add Your Review],"Tinta de Toro, Tempranillo",2018,Jorge Ordóñez & Co.
51,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Lemony oak and wood grain aromas are upfront on this barrel-driven Rioja reserva. A tight palate is drawing and tannic, while this emphasizes woody flavors and related spice more than fruit character. Fittingly, this tastes lightly woody on a lighter-weight finish.                      Michael Schachner ",Señorio de Ondarre Reserva,Bodegas Ondarre 2016 Señorio de Ondarre Reserva  (Rioja),$28, Northern Spain,88,Rioja,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2016,Bodegas Ondarre
52,14.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Candied cherry and raspberry aromas are backed by a palate that's fresh on first impression then more jammy and simple as this airs out. Cherry, plum and berry flavors are friendly but generic, while this feels jammy on the finish.                      Michael Schachner ",12 Linajes,Bodegas Gormaz 2018 12 Linajes  (Ribera del Duero),$20, Northern Spain,87,Ribera del Duero,,Not rated yet [Add Your Review],Tempranillo,2018,Bodegas Gormaz
53,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      Earthy red berry aromas show a touch of spice while leading to a hard-hitting palate that's narrow and aggressive. Plum, currant and vanilla flavors are common for Rioja, while this is dry and kicking on the finish.                      Michael Schachner ",Primeur,Bodegas Ondarre 2016 Primeur  (Rioja),$18, Northern Spain,87,Rioja,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2016,Bodegas Ondarre
54,14.9%,"Wahluke Slope, Columbia Valley, Washington, US",750 ml,Red, US,4/1/2021,"
                      Aromas of vanilla, baking spice, wood and cherry lead to vanilla-laden, creamy-feeling flavors backed by astringent tannins. The oak gets far out in front of the fruit.                      Sean P. Sullivan ",Black Peak StoneTree Vineyard,Elevation Cellars 2016 Black Peak StoneTree Vineyard Tempranillo (Wahluke Slope),$38, Washington,87, Columbia Valley,Wahluke Slope,Not rated yet [Add Your Review],Tempranillo,2016,Elevation Cellars
55,15%,"Toro, Northern Spain, Spain",750 ml,Red, Spain,4/1/2021,"
                      A rustic nose includes dark berry notes as well as rubbery harshness. A raw and grabby palate is tannic but doesn't show much structure or depth. Lightly green berry flavors are dunked in oak, while this tastes of clove and wood grain on the finish.                      Michael Schachner ",La Poda,Finca Anzil 2018 La Poda  (Toro),$15, Northern Spain,85,Toro,,Not rated yet [Add Your Review],"Tinta de Toro, Tempranillo",2018,Finca Anzil
