,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
10,12.5%,"Crémant de Loire, Loire Valley, France",750 ml,Sparkling, France,7/1/2021,"
                      This producer just across the Loire from Angers has created a spicy and creamy blend from Chenin Blanc and Pineau d'Aunis. A light touch of honey accompanies the baked-apple fruit and crisp final acidity. Drink this attractive wine now.                      Roger Voss ",,Château de Bois-Brinçon 2018 Sparkling (Crémant de Loire),$31, Loire Valley,90,Crémant de Loire,,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2018,Château de Bois-Brinçon
11,11.5%,"North Fork of Long Island, Long Island, New York, US",750 ml,Sparkling, US,7/1/2021,"
                      This is a savory, nutty Chardonnay-based sparkler that offers rich aromas and flavors of toasted almond, bread crust, seared lemon and baked apple lightly dusted in warm spices. It's gentle and creamy on the palate, with a salty, nutty finish. Drink soon for best enjoyment.                      Alexander Peartree ",Blanc de Blancs,Bedell 2016 Blanc de Blancs Sparkling (North Fork of Long Island),$60, New York,89, Long Island,North Fork of Long Island,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2016,Bedell
12,12%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Sparkling, US,7/1/2021,"
                      Aromas of pear, melon, grapefruit and white blossoms carry the nose of this sparkling blend. Foamy bubbles fill the palate with juicy flavors of orange and melon, resolving well on the finish with a hint of sweetness, but pleasingly so. It's easy to drink this party-friendly wine.                      Alexander Peartree ",Perle,Weis 2019 Perle Sparkling (Finger Lakes),$19, New York,88, Finger Lakes,Finger Lakes,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2019,Weis
13,12.7%,"Sonoma Coast, Sonoma, California, US",750 ml,Sparkling, US,5/1/2021,"
                      This brut is made from 52% Chardonnay and 48% Pinot Noir, with 41% barrel fermented. Inviting in tangerine, peach and oyster shell, it has tension and energy on offer, the crisp freshness deliciously vibrant from start to finish.                      Virginie Boone ",Piedra Libre Vineyards Brut,Schramsberg 2015 Piedra Libre Vineyards Brut Sparkling (Sonoma Coast),$90, California,96, Sonoma,Sonoma Coast,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2015,Schramsberg
14,12.5%,"Russian River Valley, Sonoma, California, US",750 ml,Sparkling, US,5/1/2021,"
                      Given plenty of time to age and coalesce, this impressive sparkler combines 59% Pinot Noir with 33% Chardonnay and 8% Pinot Meunier. Together, they offer a complex, vibrant imprint of orange peel, red cherry, strawberry and stone, while the foundation is structured and lengthy.                      Virginie Boone ",Brut Rosé,J Vineyards & Winery 2015 Brut Rosé Sparkling (Russian River Valley),$65, California,96, Sonoma,Russian River Valley,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2015,J Vineyards & Winery
15,12.5%,"Carneros, Napa-Sonoma, California, US",750 ml,Sparkling, US,5/1/2021,"
                      This is a blend of 55% Chardonnay and 45% Pinot Noir, slightly barrel fermented and given time in bottle to evolve. Dark-gold in color, it is nutty and tastes of Christmas spice, potpourri and peanut brittle, with the Mayer lemon and tangerine-flavored acidity high toned and a good contrast to the beginning hints of oxidation.                      Virginie Boone ",Brut Late Disgorged,Schramsberg 2000 Brut Late Disgorged Sparkling (Carneros),$175, California,96, Napa-Sonoma,Carneros,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2000,Schramsberg
16,11.7%,"Russian River Valley, Sonoma, California, US",750 ml,Sparkling, US,5/1/2021,"
                      This sparkling wine is fun and full of finesse, with crisp layers of strawberry, peach and Meyer lemon. From the producer's own dry-farmed Olivet Grange Estate Vineyard, it is deliciously fresh and fruity, with complex undertones of almond, anise and earth.                      Virginie Boone ",Brut Rosé,Inman Family 2018 Brut Rosé Sparkling (Russian River Valley),$68, California,95, Sonoma,Russian River Valley,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2018,Inman Family
17,12.5%,"Sonoma Coast, Sonoma, California, US",750 ml,Sparkling, US,5/1/2021,"
                      Showing aromas of marzipan, brioche and graham cracker, this sparkling blend is made from 60% Pinot Noir and 40% Pinot Meunier and spent three years en tirage. Layered swirls of white peach, green apple and wet stone give it vibrancy and a length of fruity flavor and freshness, leading to a complete, nutmeg-tinged finish.                      Virginie Boone ",Blanc de Noirs,J Vineyards & Winery 2016 Blanc de Noirs Sparkling (Sonoma Coast),$65, California,94, Sonoma,Sonoma Coast,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2016,J Vineyards & Winery
18,12.5%,"Tasmania, Tasmania, Australia",750 ml,Sparkling, Australia,5/1/2021,"
                      Clover Hill's range of bubbly demonstrates Tasmania's ability to make traditional method sparklers that give Champagne a run for its money. The Vintage 2014 Brut is honeycomb hued with a heady, floral perfume reminiscent of jasmine and backed by subtler butterscotch and baked apple notes. The palate is opulent in flavor and mousse but is restrained, dry and refreshing, with the floral and apple notes lingering long on the finish.                      Christina Pickard ",Vintage Brut,Clover Hill 2014 Vintage Brut Sparkling (Tasmania),$40, Tasmania,94,Tasmania,,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2014,Clover Hill
19,12.5%,"Russian River Valley, Sonoma, California, US",750 ml,Sparkling, US,5/1/2021,"
                      A lively mousse leads to a refined core of rich baked pear, fig and almond croissant. With five years en tirage, it offers depth alongside crisp underlying freshness, with a creamy, memorable finish.                      Virginie Boone ",Blanc de Blancs,J Vineyards & Winery 2014 Blanc de Blancs Sparkling (Russian River Valley),$80, California,94, Sonoma,Russian River Valley,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2014,J Vineyards & Winery
20,12.5%,"Tasmania, Tasmania, Australia",750 ml,Sparkling, Australia,5/1/2021,"
                      This is a nuanced bubbly that would make a versatile food wine, yet also goes down the hatch quite easily on its own. It smells like a raspberry-and-red currant tart, or crème brûlée with berry sorbet. In the mouth it's dry, fresh and delicate with vibrant spritz, silky fruit and a slight cocktail bitters bite to the finish.                      Christina Pickard ",Cuvée Exceptionelle Rosé,Clover Hill 2015 Cuvée Exceptionelle Rosé Sparkling (Tasmania),$65, Tasmania,93,Tasmania,,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2015,Clover Hill
21,12.5%,"Russian River Valley, Sonoma, California, US",750 ml,Sparkling, US,5/1/2021,"
                      This is made from 61% Chardonnay, 36% Pinot Noir and 3% Pinot Meunier. Given time to gel in bottle, it is light-gold in color, with a fervent mousse that leads to a weighty midpalate of texture and heft. Blood orange, green apple and a peanut brittle-like nuttiness mingle through a lengthy finish.                      Virginie Boone ",Brut Late Disgorged,J Vineyards & Winery 2012 Brut Late Disgorged Sparkling (Russian River Valley),$110, California,93, Sonoma,Russian River Valley,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2012,J Vineyards & Winery
22,11.7%,"California, California Other, California, US",750 ml,Sparkling, US,5/1/2021,"
                      Precise aromas of plum and raspberry meet with more reserved scents of wet cement and turned earth on the nose of this bottling, which features the art of actor Billy Zane. There is impressively rocky minerality on the palate, where wet cement flavors lead toward tart plum skin and warmer cherry elements.                      Matt Kettmann ",Pink Ash,Paradise Springs NV Pink Ash Sparkling (California),$59, California,92, California Other,California,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",,Paradise Springs
23,12.5%,"Tasmania, Tasmania, Australia",750 ml,Sparkling, Australia,5/1/2021,"
                      This golden-hued blanc de blancs offers a classic Champagne-like nose of apple muffin and toffee with a fine mousse and a touch of bitterness at the finish. A little lacking in depth and texture, it nevertheless offers fleshy fruit and plenty of class.                      Christina Pickard ",Cuvée Exceptionelle Blanc de Blancs,Clover Hill 2013 Cuvée Exceptionelle Blanc de Blancs Sparkling (Tasmania),$65, Tasmania,92,Tasmania,,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2013,Clover Hill
24,12.5%,"Edna Valley, Central Coast, California, US",750 ml,Sparkling, US,5/1/2021,"
                      From the very clean mousse emerges aromas of Meyer lemon, apple cider, pastry and lemongrass on the nose of this bottling. The flavor profile of the palate is unique, ranging from tart citrus and apple to warmer melon tones.                      Matt Kettmann ",Brut Cuvée Old Vines Blanc de Blanc,Wolff 2018 Brut Cuvée Old Vines Blanc de Blanc Sparkling (Edna Valley),$40, California,92, Central Coast,Edna Valley,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2018,Wolff
25,12.5%,"Santa Ynez Valley, Central Coast, California, US",750 ml,Sparkling, US,5/1/2021,"
                      Beautifully presented aromas of rose petal, Mandarin peel and chalk are both subtle and sleek on the nose of this bottling by Laura Roach. The palate runs from brisk strawberry- skin and citrus-pith flavors to intriguing touches of wet earth.                      Matt Kettmann ",Cebada Vineyards Brut Rosé,Loubud 2019 Cebada Vineyards Brut Rosé Sparkling (Santa Ynez Valley),$45, California,92, Central Coast,Santa Ynez Valley,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2019,Loubud
26,12%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Sparkling, US,5/1/2021,"
                      An aggressive and excited mousse lifts aromas of chalk, gardenia and tart apple on the nose of this bottling. The palate shows a wide range of complexity, from steely minerality and pepper-like spice to citrus-splashed melon and mango.                      Matt Kettmann ",Sea Spray Blanc de Noirs,Sea Smoke 2015 Sea Spray Blanc de Noirs Sparkling (Sta. Rita Hills),$80, California,92, Central Coast,Sta. Rita Hills,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2015,Sea Smoke
27,12.5%,"Tasmania, Tasmania, Australia",750 ml,Sparkling, Australia,5/1/2021,"
                      From Tasmania's best known bubbles brand, this ballerina pink-hued Vintage Rosé opens with delicate aromas of watermelon and red berries, underscored by floral, herbal nuances. That herbal edge can be seen on the finish, too, which is long and lingering. Dry and slippery, with soft but persistent bubbles, this is a quaffing sparkler with an easygoing nature but that has the complexity to pair happily with a variety of fresh, summery dishes.                      Christina Pickard ",Vintage Rosé,Jansz 2015 Vintage Rosé Sparkling (Tasmania),$56, Tasmania,92,Tasmania,,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2015,Jansz
28,12.5%,"San Luis Obispo County, Central Coast, California, US",750 ml,Sparkling, US,5/1/2021,"
                      Rich aromas of honey lead into brighter hints of grapefruit peel and sliced nectarine on the nose of this bottling from Spanish Springs Vineyard. A tiny perlage on the palate leads to a creamy mouthfeel, loaded with flavors of yellow apple and citrus.                      Matt Kettmann ",Jules de Brut Blanc de Blanc,Lightpost 2018 Jules de Brut Blanc de Blanc Sparkling (San Luis Obispo County),$39, California,91, Central Coast,San Luis Obispo County,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2018,Lightpost
29,12.5%,"Anderson Valley, Mendocino County, California, US",750 ml,Sparkling, US,5/1/2021,"
                      This is an excellent, traditional-style dry rosé. It's light salmon in color, offers tempting doughy, toasty aromas and subtle ginger, peach and red-cherry flavors. An elegant, crisp texture completes the pretty picture.                      Jim Gordon ",Brut Rose,Goldeneye 2017 Brut Rose Sparkling (Anderson Valley),$65, California,91, Mendocino County,Anderson Valley,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2017,Goldeneye
30,11%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Sparkling, US,5/1/2021,"
                      Again from this producer, a one-of-a-kind wine in the state, this time a sparkling Malbec. It's cloudy in appearance, with aromas of brioche followed by bright, broad feeling citrus flavors that tingle the palate. It's outright delicious and fun to boot.                      Sean P. Sullivan ",Petillant Naturel Dineen Vineyard Côt,Savage Grace 2019 Petillant Naturel Dineen Vineyard Côt Sparkling (Yakima Valley),$35, Washington,91, Columbia Valley,Yakima Valley,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2019,Savage Grace
31,12.5%,"Russian River Valley, Sonoma, California, US",750 ml,Sparkling, US,5/1/2021,"
                      A blend of 52% Chardonnay, 35% Pinot Noir and 13% Pinot Meunier, this brut has a lively mousse and fresh flavors of oyster shell, green apple and Meyer lemon. The bright structure is complemented by savory details, giving it a sophisticated edge.                      Virginie Boone ",Brut,J Vineyards & Winery 2014 Brut Sparkling (Russian River Valley),$60, California,91, Sonoma,Russian River Valley,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2014,J Vineyards & Winery
32,13.1%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Sparkling, US,5/1/2021,"
                      Yeasty aromas of sourdough lead into brisker touches of nectarine and lemon peel on the nose of this bottling. The yeasty touch extends to the palate, where it picks up a grapefruit-peel edge and proves quite refreshing.                      Matt Kettmann ",Blanc de Noirs Ampelos Vineyard,Goat Bubbles 2017 Blanc de Noirs Ampelos Vineyard Sparkling (Sta. Rita Hills),$60, California,91, Central Coast,Sta. Rita Hills,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2017,Goat Bubbles
33,12.2%,"Calaveras County, Sierra Foothills, California, US",750 ml,Sparkling, US,5/1/2021,"
                      The brilliant coral color and engaging fruity aromas of this light-bodied sparkler lead to a rich, rather soft palate of cherry and strawberry flavors soothed by an off-dry, frothy mouthfeel. It's simply delicious.                      Jim Gordon ",Rozzé,Aloria 2019 Rozzé Sparkling (Calaveras County),$36, California,90, Sierra Foothills,Calaveras County,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2019,Aloria
34,13.5%,"Sonoma Coast, Sonoma, California, US",750 ml,Sparkling, US,5/1/2021,"
                      Made from a 50-50 mix of Pinot Noir and Chardonnay, the latter sourced from Sangiacomo Vineyard, this Brut offers broodingly rich layers of peach and green apple that are complemented by heartier elements of baked lemon and marzipan.                      Virginie Boone ",Brut,MacRostie 2017 Brut Sparkling (Sonoma Coast),$40, California,90, Sonoma,Sonoma Coast,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2017,MacRostie
35,12.9%,"Santa Maria Valley, Central Coast, California, US",750 ml,Sparkling, US,5/1/2021,"
                      Hints of dried cherry and toasty bread show on the yeasty nose of this bottling. There's a zesty orange flavor to the palate, where baked plum and dough flavors also arise.                      Matt Kettmann ",Solomon Hills Vineyard Rosé,Goat Bubbles 2017 Solomon Hills Vineyard Rosé Sparkling (Santa Maria Valley),$44, California,90, Central Coast,Santa Maria Valley,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2017,Goat Bubbles
36,12.5%,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Sparkling, US,5/1/2021,"
                      This is a rare valley sparkler made of Aglianico (78%) and Nebbiolo. Colored as if it were a red wine, it brings notes of plum and herb. The flavors are sleek, bright and acidity-driven. It's equal parts intrigue and delivery.                      Sean P. Sullivan ",Rosso Pétillant Natural Old Milton Vineyard,Grosgrain 2019 Rosso Pétillant Natural Old Milton Vineyard Sparkling (Walla Walla Valley (WA)),N/A, Washington,90, Columbia Valley,Walla Walla Valley (WA),Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2019,Grosgrain
37,11%,"Santa Ynez Valley, Central Coast, California, US",750 ml,Sparkling, US,5/1/2021,"
                      Spicy apple aromas meet with white flowers and lemon zest on the nose of this bottling, unique as a sparkling Roussanne. The palate shows dried apple flavors and a hint of metallic minerality, more smooth than zesty.                      Matt Kettmann ",Šuqštay Camp 4 Vineyard,Kitá 2016 Šuqštay Camp 4 Vineyard Sparkling (Santa Ynez Valley),$75, California,89, Central Coast,Santa Ynez Valley,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2016,Kitá
38,11.9%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Sparkling, US,5/1/2021,"
                      Very pale in color, with aromas bringing notes of strawberry and apple. Crisp, bright flavors follow. It offers plenty of appeal.                      Sean P. Sullivan ",Bubbly Rosé,Alki NV Bubbly Rosé Sparkling (Columbia Valley (WA)),$20, Washington,88, Columbia Valley,Columbia Valley (WA),Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",,Alki
39,12.2%,"Calaveras County, Sierra Foothills, California, US",750 ml,Sparkling, US,5/1/2021,"
                      This is a deep-red sparkling wine that backs rich but dry black-fruit flavors with a fine bead of bubbles and good acidity for a bracing effect on the palate. It makes a fun escape from the ordinary.                      Jim Gordon ",Shirazzy,Aloria 2017 Shirazzy Sparkling (Calaveras County),$36, California,88, Sierra Foothills,Calaveras County,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2017,Aloria
40,12.2%,"Calaveras County, Sierra Foothills, California, US",750 ml,Sparkling, US,5/1/2021,"
                      This dry and refreshing wine made from Viognier and Albariño grapes offers pineapple, Pippin apple and light vanilla flavors on a nicely frothy texture. It is appealing, mouthfilling and fresh.                      Jim Gordon ",Divinity,Aloria 2019 Divinity Sparkling (Calaveras County),$36, California,88, Sierra Foothills,Calaveras County,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2019,Aloria
41,11.4%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Sparkling, US,5/1/2021,"
                      Fresh, clean aromas of apple and pear lead to a palate that carries a lot of sugar. There are good things happening, but it needs a bit more acidity to tie them all together.                      Sean P. Sullivan ",,Alki NV Sparkling (Columbia Valley (WA)),$20, Washington,88, Columbia Valley,Columbia Valley (WA),Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",,Alki
42,13%,"Redwood Valley, Mendocino County, California, US",750 ml,Sparkling, US,5/1/2021,"
                      This hazy looking and boisterously foamy wine is a member of the earthy, pét-nat crowd and contains no added sulfites. It offers cider-vinegar aromas and orange-zest and peach-skin flavors. There is plenty of acidity to wash down some barbecue or burritos.                      Jim Gordon ",Pétillant Naturel Rosé,Powicana Farm 2018 Pétillant Naturel Rosé Sparkling (Redwood Valley),$26, California,86, Mendocino County,Redwood Valley,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2018,Powicana Farm
43,12%,"Leyda Valley, Chile",750 ml,Sparkling, Chile,5/1/2021,"
                      Briny cider-like aromas include yeasty notes that make this smell powdery. Conversely, the palate on this no-dosage Chardonnay-Pinot Noir is citric and fairly sharp. On first take this foams up on the palate, then acidity takes over creating pop and freshness along with tart flavors of sea brine and citrus fruits.                      Michael Schachner ",Ema Extra Brut Método Champenoise,Santa Ema NV Ema Extra Brut Método Champenoise  (Leyda Valley),$43,Leyda Valley,85,,,Not rated yet [Add Your Review],"Champagne Blend, Sparkling",,Santa Ema
44,12.5%,"Trento, Northeastern Italy, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Made with 70% Pinot Nero and 30% Chardonnay, this exquisite, structured sparkler opens with enticing scents of rose petal, citrus, baking spice and red berry. The gorgeous, radiant palate boasts vibrancy and depth, featuring juicy red cherry and pomegranate overlaying rhubarb and mineral notes that recall graphite and saline. A silky, persistent perlage provides loads of finesse while bright acidity lends intensity and precision. Extraordinary.                      Kerin O’Keefe ",Riserva del Fondatore Rosé Extra Brut,Ferrari 2008 Riserva del Fondatore Rosé Extra Brut Sparkling (Trento),$250, Northeastern Italy,97,Trento,,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2008,Ferrari
45,12.8%,"North Coast, North Coast, California, US",750 ml,Sparkling, US,4/1/2021,"
                      This wonderful wine layers together subtle red fruit, cinnamon, tamarind and savory, meaty accents for an extraordinarily complex outcome. Mouthfilling and rich in texture but also lively and bright in underlying acidity, it is beautifully balanced and will age well. Best from 2023.                      Jim Gordon ",J. Schram Rosé,Schramsberg 2012 J. Schram Rosé Sparkling (North Coast),$160, California,97, North Coast,North Coast,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2012,Schramsberg
46,12.8%,"North Coast, North Coast, California, US",750 ml,Sparkling, US,4/1/2021,"
                      Complexity and seamlessness are the hallmarks of this elegant, crisp and well-aged wine made from 80% Pinot Noir and 20% Chardonnay. From aromas of toasted walnut and ginger to tangy white-peach, almond and tamarind flavors, this layered and creamy-textured sparkler builds great interest and ends with a lingering finish. Best from 2023.                      Jim Gordon ",Reserve,Schramsberg 2011 Reserve Sparkling (North Coast),$130, California,95, North Coast,North Coast,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2011,Schramsberg
47,13%,"Alta Langa, Piedmont, Italy",1.5 L,Sparkling, Italy,4/1/2021,"
                      Aromas of mature white stone fruit, citrus and bread crust carry over to the focused, elegantly structured palate along with notes of honey and almond. Bright acidity gives it a crisp finish while an extremely refined perlage of tiny, continuous bubbles lends finesse.                      Kerin O’Keefe ",Cuvée Aurora Pas Dosé 100 Mesi Riserva,Banfi 2010 Cuvée Aurora Pas Dosé 100 Mesi Riserva Sparkling (Alta Langa),$140, Piedmont,93,Alta Langa,,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2010,Banfi
48,12%,"Alta Langa, Piedmont, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      A blend of 80% Pinot Nero and 20% Chardonnay, this radiant sparkler offers enticing aromas of ripe white stone fruit, brioche and yellow spring flower. The palate boasts freshness and depth, delivering pomegranate, bread crust, white peach and hazelnut. Crisp acidity brightens the rich flavors while an elegant, persistent perlage lends finesse.                      Kerin O’Keefe ",Cuvée 36 Mesi Brut,Gancia 2013 Cuvée 36 Mesi Brut Sparkling (Alta Langa),$25, Piedmont,93,Alta Langa,,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2013,Gancia
49,12.5%,"Alta Langa, Piedmont, Italy",750 ml,Sparkling, Italy,4/1/2021,"
                      Aromas of chamomile, acacia honey and bread crust follow over to the focused palate along with ripe yellow apple, cedar, hazelnut and citrus. Vibrant acidity keeps it remarkably fresh and energized while a silky, continuous perlage lends finesse.                      Kerin O’Keefe ",Cuvée 60 Mesi Riserva Brut,Gancia 2011 Cuvée 60 Mesi Riserva Brut Sparkling (Alta Langa),$30, Piedmont,93,Alta Langa,,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling",2011,Gancia
