,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
13,13.5%,"Sancerre, Loire Valley, France",750 ml,White, France,7/1/2021,"
                      This wine is young, with a tight mineral texture that suggests good aging potential. Mixing herbal flavors with white stone fruits, the layers are shot through with intense citrus. Give this wine time and drink from 2022.                      Roger Voss ",La Chapelle des Augustins,Henri Bourgeois 2018 La Chapelle des Augustins  (Sancerre),$35, Loire Valley,91,Sancerre,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Henri Bourgeois
14,14.1%,"Sonoma County, Sonoma, California, US",750 ml,White, US,7/1/2021,"
                      Muddled oranges and mashed guava meet with a grassy tone on the nose of this bottling. The palate shows a wet cement flavor alongside lime peel and tropical fruit.                      Matt Kettmann ",,Alma de Cattleya 2020 Sauvignon Blanc (Sonoma County),$22, California,91, Sonoma,Sonoma County,Not rated yet [Add Your Review],Sauvignon Blanc,2020,Alma de Cattleya
15,13.9%,"Russian River Valley, Sonoma, California, US",750 ml,White, US,7/1/2021,"
                      Richly layered in white peach, apple and pear, this vineyard-designate shows creamy and rounded flavors that appeal and coat the palate with ease. Balanced and bright, it finishes in a complex note of anise.                      Virginie Boone ",Hopkins River Ranch,Vaughn Duffy Wines 2019 Hopkins River Ranch Sauvignon Blanc (Russian River Valley),$25, California,91, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Vaughn Duffy Wines
16,13%,"Happy Canyon of Santa Barbara, Central Coast, California, US",750 ml,White, US,7/1/2021,"
                      Tightly woven aromas of cut lawn, dried grass clippings and wet cement show on the nose of this bottling. The grassy and wet concrete flavors carry to the sip, which is clean in texture and also offers slightly riper hints of stone fruit.                      Matt Kettmann ",,Star Lane Vineyard 2019 Sauvignon Blanc (Happy Canyon of Santa Barbara),$22, California,90, Central Coast,Happy Canyon of Santa Barbara,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Star Lane Vineyard
17,14.2%,"Napa Valley, Napa, California, US",750 ml,White, US,7/1/2021,"
                      Smooth, rounded and complex, this wine is earthy, herbal and lightly fruity, tasting of legume and green apple. The opening is grassy and spicy, adding a nice touch to the balanced palate.                      Virginie Boone ",,Louis M. Martini 2019 Sauvignon Blanc (Napa Valley),$40, California,90, Napa,Napa Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Louis M. Martini
18,14.2%,"Napa County-Sonoma County, Napa-Sonoma, California, US",750 ml,White, US,7/1/2021,"
                      Fresh and fruity, this energetic, medium-bodied white offers lively tones of canned peach, pineapple and grapefruit. Underlying richness and texture emphasizes the fruity, likable nature.                      Virginie Boone ",,Rombauer 2020 Sauvignon Blanc (Napa County-Sonoma County),$25, California,90, Napa-Sonoma,Napa County-Sonoma County,Not rated yet [Add Your Review],Sauvignon Blanc,2020,Rombauer
19,13.5%,"Touraine Chenonceaux, Loire Valley, France",750 ml,White, France,7/1/2021,"
                      This wine is full of rich fruit, lightly honeyed and with a zesty underlay of citrus juiciness and the freshest acidity. The tightly structured wine will be at its best from late 2021.                      Roger Voss ",Phillo,Les Pierres d'Aurèle 2019 Phillo Sauvignon Blanc (Touraine Chenonceaux),$25, Loire Valley,90,Touraine Chenonceaux,,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Les Pierres d'Aurèle
20,14.5%,"Touraine Chenonceaux, Loire Valley, France",750 ml,White, France,7/1/2021,"
                      From vineyards around the beautiful chateau of Chenonceaux, this wine offers plenty of ripe apple and kiwi fruits. Spice and density come from the richness and the perfumed character. Drink from 2022.                      Roger Voss ",Oneiros,Domaine Sauvette 2018 Oneiros Sauvignon Blanc (Touraine Chenonceaux),$25, Loire Valley,90,Touraine Chenonceaux,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Domaine Sauvette
21,13.5%,"San Francisco Bay, Central Coast, California, US",750 ml,White, US,7/1/2021,"
                      This medium-bodied, well-balanced wine bursts with fresh fruit aromas and delivers plenty of citrus, peach and crisp apple on the palate. It feels lively and mouthfilling at the same time, which is a good combination.                      Jim Gordon ",Pistachio Lane,Darcie Kent Vineyards 2020 Pistachio Lane Sauvignon Blanc (San Francisco Bay),$35, California,90, Central Coast,San Francisco Bay,Not rated yet [Add Your Review],Sauvignon Blanc,2020,Darcie Kent Vineyards
22,13%,"Sancerre, Loire Valley, France",750 ml,White, France,7/1/2021,"
                      Based in Chavignol, one of the top villages of Sancerre, this estate has produced a balanced, ripe and textured wine. Acidity and freshness bring out a lightly herbaceous character as well as attractive citrus fruits. Drink the wine from late 2021.                      Roger Voss ",,Gilles Lesimple 2019  Sancerre,$30, Loire Valley,90,Sancerre,,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Gilles Lesimple
23,13.5%,"Sancerre, Loire Valley, France",750 ml,White, France,7/1/2021,"
                      A rich wine with green fruit and citrus flavors, this is textured and has plenty of potential. A mineral edge and zesty orange flavors give the wine a tight, taut character. Drink from late 2021.                      Roger Voss ",Château de Fontaine-Audon Terroir Silex,Langlois-Chateau 2019 Château de Fontaine-Audon Terroir Silex  (Sancerre),$37, Loire Valley,90,Sancerre,,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Langlois-Chateau
24,13.6%,"Russian River Valley, Sonoma, California, US",750 ml,White, US,7/1/2021,"
                      A sweet nose of jasmine opens this white, which is subdued in richness and balanced in body weight. Apricot, peach and Key lime give it a fruity lift in addition to a tart kick of grapefruit, the finish sleek and creamy.                      Virginie Boone ",Hopkins River Ranch,Hawley 2020 Hopkins River Ranch Sauvignon Blanc (Russian River Valley),$26, California,90, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2020,Hawley
25,13.2%,"Russian River Valley, Sonoma, California, US",750 ml,White, US,7/1/2021,"
                      This is a well-made wine that delivers grassy, fresh and fruity overtones in a richness of peach. Lively across the midpalate, it finishes with a touch of lushness.                      Virginie Boone ",,Hanna 2019 Sauvignon Blanc (Russian River Valley),$24, California,90, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Hanna
26,13.5%,"Pouilly-Fumé, Loire Valley, France",750 ml,White, France,7/1/2021,"
                      With richness and ripe white and citrus fruits, this wine is both fruity and full of textured minerality. It is young, showing a vibrant, character. As the wine ages, it will soften and open out. Drink from 2022.                      Roger Voss ",La Demoiselle de Bourgeois,Henri Bourgeois 2018 La Demoiselle de Bourgeois  (Pouilly-Fumé),$40, Loire Valley,90,Pouilly-Fumé,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Henri Bourgeois
27,13.4%,"California, California Other, California, US",750 ml,White, US,7/1/2021,"
                      This medium-bodied, tangy wine shows lots of bright lemon and fresh herb aromas, crisp grapefruit flavors and a slightly smoother, richer finish.                      Jim Gordon ",,Leese-Fitch 2019 Sauvignon Blanc (California),$13, California,88, California Other,California,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Leese-Fitch
28,13.5%,"California, California Other, California, US",750 ml,White, US,7/1/2021,"
                      Melon and crisp apple flavors join with citrus in this medium-bodied, mouth-watering wine. Zippy acidity gives it a fresh feeling and the fruit flavors are just the right volume.                      Jim Gordon ",,The Crusher 2019 Sauvignon Blanc (California),$13, California,88, California Other,California,Not rated yet [Add Your Review],Sauvignon Blanc,2019,The Crusher
29,13.5%,"California, California Other, California, US",750 ml,White, US,7/1/2021,"
                      This smooth take on Sauvignon offers a figgy, melony aroma, ripe and gentle fruit flavors and a soft texture. A hint of green-apple acidity keeps it appetizing.                      Jim Gordon ",,Ryer Estate 2020 Sauvignon Blanc (California),$10, California,87, California Other,California,Not rated yet [Add Your Review],Sauvignon Blanc,2020,Ryer Estate
30,12.5%,"Côtes de Gascogne, Southwest France, France",750 ml,White, France,7/1/2021,"
                      Ripe and showing a more tropical side of Sauvignon Blanc, this wine is tangy, hinting at apricots as well as bright acidity. The wine is totally ready to drink.                      Roger Voss ",,Domaine Guillaman 2020 Sauvignon Blanc (Côtes de Gascogne),$10, Southwest France,86,Côtes de Gascogne,,Not rated yet [Add Your Review],Sauvignon Blanc,2020,Domaine Guillaman
31,13%,"California, California Other, California, US",750 ml,White, US,7/1/2021,"
                      The signature cut-grass aromas and snap-pea flavors give this light-bodied wine plenty of varietal character while a rather soft texture and low acidity soften it on the finish.                      Jim Gordon ",,Oak Grove 2020 Sauvignon Blanc (California),$9, California,86, California Other,California,Not rated yet [Add Your Review],Sauvignon Blanc,2020,Oak Grove
32,13.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,5/1/2021,"
                      From a vineyard to the west of the main Margaux estate, this 100% Sauvignon Blanc is rich, packed with yellow fruits as well as a straight line of citrus. Wood aged, it shows toastiness that underlines the richness and ripe fruit. While the wine can be drunk now, that would be a shame because it will be so much better from 2022.                      Roger Voss ",Pavillon Blanc du Château Margaux,Château Margaux 2018 Pavillon Blanc du Château Margaux  (Bordeaux Blanc),$240, Bordeaux,94,Bordeaux Blanc,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Château Margaux
33,14.4%,"Russian River Valley, Sonoma, California, US",750 ml,White, US,5/1/2021,"
                      Gorgeously inviting in candied peach aromatics, this white from the famous site is juicy and exuberantly fresh. Complexity comes in the form of texture and depth, the balanced acidity boosting a core of nuanced tropical fruit and quiet spice.                      Virginie Boone ",Ritchie Vineyard,Crescere 2018 Ritchie Vineyard Sauvignon Blanc (Russian River Valley),$60, California,94, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Crescere
34,14.4%,"Sonoma Valley, Sonoma, California, US",750 ml,White, US,5/1/2021,"
                      Tart Meyer lemon and grapefruit kick off this estate-grown white which includes 16% Sémillon. Earthy, complex and textured, it delivers structure and elegance, with a length of nectarine on the finish.                      Virginie Boone ",,Stone Edge Farm 2018 Sauvignon Blanc (Sonoma Valley),$50, California,93, Sonoma,Sonoma Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Stone Edge Farm
35,14%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,5/1/2021,"
                      From one of several estates owned by the Lurton family in Pessac-Léognan, this wine is floral, ripe and packed with tangy, citrus acidity. Wood aging has smoothed the tight, mineral texture and brought up the fruitiness. Drink the wine from 2022.                      Roger Voss ",,Château la Louvière 2018  Pessac-Léognan,$52, Bordeaux,93,Pessac-Léognan,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Château la Louvière
36,13.5%,"Hawke's Bay, New Zealand",750 ml,White, New Zealand,5/1/2021,"
                      This vintage of Cape Crest, Te Mata's renowned barrel-fermented SB (with a little Sémillon and Sauvignon Gris) is singing. Typical to Hawke's Bay, this is about fleshy fruit without a trace of the pungent, green veg characters found elsewhere in NZ. The bright fruit aromas are harmonized by floral, honeyed, buttery toast. The palate comes with almost bracing acidity compared with the gentleness of the nose, but it's balanced by silky textural components and depth of flavor. This SB demonstrates Te Mata's classic winemaking style along with the deep well of Hawke's Bay flavors. Drink now–2026.                      Christina Pickard ",Cape Crest,Te Mata 2019 Cape Crest Sauvignon Blanc (Hawke's Bay),$30,Hawke's Bay,93,,,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Te Mata
37,14.1%,"Napa Valley, Napa, California, US",750 ml,White, US,5/1/2021,"
                      This white is crisp and complex in equal measure. Lively acidity boosts layers of Meyer lemon, grapefruit and tangerine, with ample weight and mouthfeel impression to keep it engaging and lengthy on the finish.                      Virginie Boone ",,Trois Noix 2019 Sauvignon Blanc (Napa Valley),$40, California,93, Napa,Napa Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Trois Noix
38,13.5%,"Napa Valley, Napa, California, US",750 ml,White, US,5/1/2021,"
                      Flavors of juicy green apple, lime and grapefruit come to the fore in this tangy, fresh and lifted white wine. The layers of fruit are balanced and complex, lingering on hints of lemongrass and nutmeg.                      Virginie Boone ",Hundred Knot,RD 2019 Hundred Knot Sauvignon Blanc (Napa Valley),$33, California,92, Napa,Napa Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2019,RD
39,14.3%,"Yountville, Napa, California, US",750 ml,White, US,5/1/2021,"
                      This structured white was barrel fermented in French oak, half of it new, and then given additional richness and layering through malolactic fermentation. With a small amount of Sémillon, it presents as viscous and complex, with a depth of melon, toasted oak and vanilla.                      Virginie Boone ",Riverbound Vineyard,Anthem Winery 2019 Riverbound Vineyard Sauvignon Blanc (Yountville),$55, California,92, Napa,Yountville,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Anthem Winery
40,13.8%,"Russian River Valley, Sonoma, California, US",750 ml,White, US,5/1/2021,"
                      Effusive in pea shoot, lemongrass and white flower, this white is made from the Musque clone and cofermented with Pinot Gris. A small percentage is also barrel fermented. It remains vibrantly fresh in the glass, tasting of crisp green apple.                      Virginie Boone ",Redwood Road Estate,Armida 2019 Redwood Road Estate Sauvignon Blanc (Russian River Valley),$28, California,92, Sonoma,Russian River Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Armida
41,14.5%,"Sonoma Valley, Sonoma, California, US",750 ml,White, US,5/1/2021,"
                      Opening with a reductive touch of matchstick, this viscous and vibrant wine is full bodied and voluptuous in style. It finds balance and complexity in layers of green apple, fig and tangerine that complement and contrast.                      Virginie Boone ",Estate Grown Drummond Block,Beltane Ranch 2019 Estate Grown Drummond Block Sauvignon Blanc (Sonoma Valley),$34, California,92, Sonoma,Sonoma Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Beltane Ranch
42,13.5%,"Napa Valley, Napa, California, US",750 ml,White, US,5/1/2021,"
                      Blended with 19% Sémillon and mostly fermented in stainless steel, this crisp white is fresh in lemongrass, peach, papaya and pineapple flavors. Balanced and brimming in lively acidity, it offers texture and focus in an approachable, likable package.                      Virginie Boone ",,Duckhorn 2019 Sauvignon Blanc (Napa Valley),$30, California,91, Napa,Napa Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Duckhorn
43,14%,"Napa Valley, Napa, California, US",750 ml,White, US,5/1/2021,"
                      This bright and balanced white offers tones of grass, herbs and stone fruit, with a steely core of acidity and freshness. A touch of fig adds subtle richness on the finish.                      Virginie Boone ",Aveta,Stag's Leap Wine Cellars 2019 Aveta Sauvignon Blanc (Napa Valley),$30, California,91, Napa,Napa Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Stag's Leap Wine Cellars
44,12%,"Hawke's Bay, New Zealand",750 ml,White, New Zealand,5/1/2021,"
                      This vibrant, perfumed Sauvignon opens with attractive notes of lemon and grapefruit zest, melon and green herbs, underscored by beeswax and honey. The palate is tight, bright and fleshy fruited, with a softly slippery texture and what feels like a touch of residual sugar. Now with a few years in the bottle, it's drinking just right.                      Christina Pickard ",Mister,Te Awanga 2018 Mister Sauvignon Blanc (Hawke's Bay),$18,Hawke's Bay,91,,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Te Awanga
45,13%,"Hawke's Bay, New Zealand",750 ml,White, New Zealand,5/1/2021,"
                      This Hawke's Bay wine from historic Te Mata winery is a few bucks more than your average New Zealand SB. It's worth every penny. With depth and balance, it opens with notes of lime zest, fresh peach, beeswax, bell pepper and heaps of dried green herbs. Roll this around on your tongue for a while and savor all those fruity, herbal flavors rumbling around amid a chalky mouthfeel and crisp acidity. It's very young still but a few more months in the bottle should settle it down nicely.                      Christina Pickard ",Estate Vineyards,Te Mata 2020 Estate Vineyards Sauvignon Blanc (Hawke's Bay),$20,Hawke's Bay,91,,,Not rated yet [Add Your Review],Sauvignon Blanc,2020,Te Mata
46,13%,"Casablanca Valley, Chile",750 ml,White, Chile,5/1/2021,"
                      Crisp, citric aromas are pure and minerally, with only the slightest hint of prickly green herbs. A fresh, wholesome palate is crystalline and bright, balanced by a mix of citrus, green herb and peppery flavors. A long and cleansing finish rides a beam of lively acidity. Drink through 2021.                      Michael Schachner ",Terrunyo Los Boldos Vineyard,Concha y Toro 2019 Terrunyo Los Boldos Vineyard Sauvignon Blanc (Casablanca Valley),$26,Casablanca Valley,91,,,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Concha y Toro
47,14.2%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,5/1/2021,"
                      This wine opens with an unusual aroma of diesel that soon blows off, followed by notes of dried grass, tangerine rind and herbs. Given extended elevage in concrete, stainless steel and oak, the palate brings seriousness while still remaining fleet of foot.                      Sean P. Sullivan ",Reserve,Seven Hills Winery 2019 Reserve Sauvignon Blanc (Columbia Valley (WA)),$30, Washington,91, Columbia Valley,Columbia Valley (WA),Not rated yet [Add Your Review],Sauvignon Blanc,2019,Seven Hills Winery
48,13.2%,"Edna Valley, Central Coast, California, US",750 ml,White, US,5/1/2021,"
                      Briny aromas of kelp and other seashore elements meet with pasilla chile on the intriguing nose of this bottling. The texture is taut and engaging, allowing the mossy flavors to be spiced up by tangy lime and green peppercorn.                      Matt Kettmann ",,Flying Cloud 2019 Sauvignon Blanc (Edna Valley),$20, California,91, Central Coast,Edna Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Flying Cloud
49,13.3%,"Dry Creek Valley, Sonoma, California, US",750 ml,White, US,5/1/2021,"
                      Steely and floral, this is an immensely appealing and refreshing barrel-fermented white that shows enduring freshness. Lime, lychee and peach combine with ease to present a fruity likability within complex, nuanced structure and elegance.                      Virginie Boone ",Lee's Rogers Vineyard,MacLaren 2019 Lee's Rogers Vineyard Sauvignon Blanc (Dry Creek Valley),$32, California,91, Sonoma,Dry Creek Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2019,MacLaren
50,13.5%,"Bío Bío Valley, Chile",750 ml,White, Chile,5/1/2021,"
                      Citrus and green melon aromas include a touch of matchstick, while this southerly SB is bold, fresh and well-balanced, with depth to the palate. Peppery green apple, lime and melon flavors finish steady and minerally. Drink this well-cut, sleek number through 2021.                      Michael Schachner ",Gravas de Bío Bío,Concha y Toro 2019 Gravas de Bío Bío Sauvignon Blanc (Bío Bío Valley),$27,Bío Bío Valley,91,,,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Concha y Toro
51,14.2%,"Sonoma County, Sonoma, California, US",750 ml,White, US,5/1/2021,"
                      Fleshy and supple in style, this likable white is brimming in succulent layers of peach and apricot. Medium bodied, it holds its ripeness well, complementing it in bright, lasting acidity.                      Virginie Boone ",Cuvée Renee,Eric Kent 2019 Cuvée Renee Sauvignon Blanc (Sonoma County),$31, California,90, Sonoma,Sonoma County,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Eric Kent
52,14.8%,"Alexander Valley, Sonoma, California, US",750 ml,White, US,5/1/2021,"
                      Grassy and earthy, this full-bodied white is tantalizing in lime and salty stone, and displays a steely grip. Its sleekness is complemented and met by a robust voluptuous side that offers ample waves of green apple and oak.                      Virginie Boone ",Lyon Vineyard,Chateau St. Jean 2018 Lyon Vineyard Fumé Blanc (Alexander Valley),$30, California,90, Sonoma,Alexander Valley,Not rated yet [Add Your Review],"Fumé Blanc, Sauvignon Blanc",2018,Chateau St. Jean
53,13.5%,"Cape South Coast, South Africa",750 ml,White, South Africa,5/1/2021,"
                      This smells fresh and vibrant, with lovely aromas of freshly cut grass, sweet leaf, green melon and lime rind. It's light and sprightly on the palate, with refreshing acidity and crisp green-fruit flavors that carry through to the close alongside a light sense of astringency, reminiscent of bitter melon rind. It's tart and alive now, but give it a year or two to truly shine.                      Lauren Buzzeo ",,Creation 2020 Sauvignon Blanc (Cape South Coast),$18,Cape South Coast,90,,,Not rated yet [Add Your Review],Sauvignon Blanc,2020,Creation
54,14.1%,"Napa Valley, Napa, California, US",750 ml,White, US,5/1/2021,"
                      Sourced from both Hudson Vineyard in Carneros and Bavarian Lion Vineyard in Knights Valley, this contains 13% Sémillon and is aged in clay amphorae as well as new French oak. Complex and earthy, it offers grapefruit, pear and apple flavors with lasting acidity and a note of cardamom.                      Virginie Boone ",Dissonance,Blackbird Vineyards 2019 Dissonance Sauvignon Blanc (Napa Valley),$20, California,90, Napa,Napa Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Blackbird Vineyards
55,14.7%,"Livermore Valley, Central Coast, California, US",750 ml,White, US,5/1/2021,"
                      Subtle earth and mineral aromas lead to nicely crisp, flinty flavors in this well-balanced, tangy and medium-bodied wine. Those flinty characteristics don't steal the show, while an attractive savory touch also unfolds on the palate and finish.                      Jim Gordon ",,Murrieta's Well 2019 Sauvignon Blanc (Livermore Valley),$19, California,90, Central Coast,Livermore Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2019,Murrieta's Well
56,13%,"Awatere Valley, New Zealand",750 ml,White, New Zealand,5/1/2021,"
                      This single-vineyard SB from Marlborough's Awatere Valley proves that a few years in the bottle can do wonders in rounding out the ultrazippy style for which the region is famed. The nose is a balanced and delicate combo of lime, florals, green herbs and a little bell pepper with a touch of honey hiding in the wings. Lifted, crisp acidity is present but doesn't dominate the palate. There's a long line of bright, limey fruit and a slightly chalky texture. Drink now.                      Christina Pickard ",Single Vineyard Whenua Awa,Tohu 2018 Single Vineyard Whenua Awa Sauvignon Blanc (Awatere Valley),$35,Awatere Valley,90,,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Tohu
